"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Urticaceae"
224	226	"Ballybetagh"	53.16667	-6.25	255	"AWI"	255	12154	12632	12433	0	1	39	0	3	8	0	47	1	0	10	0	0	0	5	0	0	0	0	3	0	5	55	0	0	0	1	0	0	27	14	0	0	23	0
224	226	"Ballybetagh"	53.16667	-6.25	265	"AWI"	265	12327	12698	12565	1	0	38	0	4	18	0	57	1	0	32	0	0	0	8	0	0	0	1	2	0	1	76	0	0	0	2	0	0	21	13	0	0	5	0
224	226	"Ballybetagh"	53.16667	-6.25	275	"AWI"	275	12495	12860	12690	0	0	1	0	3	18	0	100	3	0	48	0	0	0	3	0	0	0	0	0	0	0	85	0	0	0	3	0	0	14	1	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	285	"AWI"	285	12571	13114	12812	0	2	2	0	0	92	0	29	2	0	76	0	0	0	20	0	0	0	0	2	0	0	43	0	0	0	2	0	0	11	0	0	0	6	0
224	226	"Ballybetagh"	53.16667	-6.25	295	"AWI"	295	12667	13297	12950	0	4	1	0	5	12	0	12	2	0	116	0	0	0	3	0	0	0	0	4	0	0	90	0	0	0	9	0	2	1	0	0	0	8	0
224	226	"Ballybetagh"	53.16667	-6.25	305	"AWI"	305	12774	13460	13095	0	6	0	0	8	0	0	4	12	0	64	0	1	0	4	6	0	0	0	1	0	0	158	0	0	0	30	0	3	4	0	0	0	3	0
224	226	"Ballybetagh"	53.16667	-6.25	315	"AWI"	315	12887	13612	13230	0	5	0	0	8	0	0	4	19	0	46	0	5	0	2	0	0	0	1	1	0	0	130	0	0	0	22	0	5	4	0	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	325	"AWI"	325	13004	13755	13377	0	7	1	0	6	0	0	3	24	0	46	0	2	0	17	6	0	0	1	0	0	0	150	0	0	0	24	0	3	5	0	0	0	3	0
224	226	"Ballybetagh"	53.16667	-6.25	340	"AWI"	340	13227	13929	13581	0	1	0	0	12	0	0	2	38	0	37	0	1	0	1	15	0	0	0	1	0	0	114	0	0	0	22	0	6	6	3	0	0	1	1
224	226	"Ballybetagh"	53.16667	-6.25	355	"AWI"	355	13450	14101	13786	0	1	1	0	6	0	0	3	33	0	33	0	2	0	5	19	1	0	1	1	0	0	118	0	0	0	18	0	2	10	1	0	1	2	0
224	226	"Ballybetagh"	53.16667	-6.25	365	"AWI"	365	13610	14199	13916	0	0	1	0	15	0	0	3	40	0	50	0	4	0	7	19	0	0	1	0	0	0	105	0	0	0	16	0	4	6	2	0	0	3	0
224	226	"Ballybetagh"	53.16667	-6.25	385	"AWI"	385	13840	14439	14131	0	0	2	0	12	1	0	2	20	0	47	0	4	0	1	42	0	0	1	0	0	0	90	0	0	0	5	0	3	9	1	0	0	4	0
224	226	"Ballybetagh"	53.16667	-6.25	405	"AWI"	405	14012	14658	14323	0	0	3	0	20	0	0	0	6	0	40	2	3	0	8	37	1	0	2	1	0	0	87	0	0	0	9	0	2	12	6	0	0	8	0
224	226	"Ballybetagh"	53.16667	-6.25	415	"AWI"	415	14102	14754	14419	0	1	4	0	9	1	0	1	5	1	23	4	8	0	4	53	0	0	1	0	3	0	87	0	1	0	19	0	7	8	2	0	0	3	0
224	226	"Ballybetagh"	53.16667	-6.25	425	"AWI"	425	14185	14851	14515	0	0	4	0	16	0	0	1	1	0	34	13	18	0	5	70	0	1	2	2	0	0	67	0	0	0	11	0	1	11	6	0	0	1	0
224	226	"Ballybetagh"	53.16667	-6.25	430	"AWI"	430	14232	14887	14568	0	2	1	0	9	0	0	1	0	0	15	1	5	0	1	105	0	0	5	1	0	0	77	0	0	0	9	0	1	7	2	0	0	2	0
224	226	"Ballybetagh"	53.16667	-6.25	455	"AWI"	455	14445	15125	14834	0	1	1	0	12	0	0	1	1	0	31	0	8	0	3	173	0	0	0	0	0	0	33	0	0	0	3	0	7	5	3	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	465	"AWI"	465	14538	15244	14935	0	0	1	0	6	0	0	1	1	0	25	0	6	0	4	162	0	0	2	0	0	0	39	0	0	0	6	0	1	14	2	0	0	1	0
224	226	"Ballybetagh"	53.16667	-6.25	475	"AWI"	475	14613	15401	15034	0	2	0	0	9	1	0	2	0	0	31	0	6	0	4	100	0	0	3	0	0	0	62	0	0	0	8	0	1	17	4	0	0	2	0
224	226	"Ballybetagh"	53.16667	-6.25	485	"AWI"	485	14689	15542	15128	0	1	1	0	10	0	0	1	0	0	43	0	6	0	16	35	0	0	6	2	0	0	81	0	0	0	15	0	4	25	7	0	0	1	0
224	226	"Ballybetagh"	53.16667	-6.25	495	"AWI"	495	14763	15692	15230	1	0	3	0	22	0	0	1	0	0	46	0	6	0	0	8	0	0	4	0	0	1	98	0	0	0	5	0	4	25	8	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	505	"AWI"	505	14839	15841	15330	0	0	4	0	10	2	0	3	0	0	49	0	5	0	3	0	0	0	1	0	0	0	92	0	0	0	6	0	3	55	5	0	0	1	0
224	226	"Ballybetagh"	53.16667	-6.25	515	"AWI"	515	14931	15986	15436	0	0	1	0	8	0	0	3	1	0	79	0	0	0	0	0	0	0	0	0	0	2	54	0	0	0	4	0	1	32	25	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	525	"AWI"	525	15020	16118	15542	4	0	4	0	3	1	0	2	0	0	95	0	1	0	2	0	0	0	1	1	0	0	66	0	0	0	18	0	0	22	10	0	0	0	0
224	226	"Ballybetagh"	53.16667	-6.25	540	"AWI"	540	15146	16315	15696	7	0	1	11	5	0	0	2	0	0	91	0	0	0	6	0	0	0	0	0	0	0	57	0	0	0	37	0	0	22	5	0	0	2	0
