"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1663	1719	"McCarston's Lake"	45.05	-80.09	1	"AWI"	1	-122	42	-34	0.75187969924812	7.89473684210526	0.75187969924812	0.75187969924812	0	0	0	34.9624060150376	1.50375939849624	0.37593984962406	0	2.25563909774436	1.12781954887218	0	4.88721804511278	1.12781954887218	0.75187969924812	0.75187969924812	0.75187969924812	3.00751879699248	0.75187969924812	9.77443609022556	0.37593984962406	0	11.2781954887218	1.12781954887218	9.3984962406015	0.37593984962406	0	0.37593984962406	0	0	0	0	0.37593984962406	1.8796992481203	2.25563909774436	0.37593984962406
1663	1719	"McCarston's Lake"	45.05	-80.09	20	"AWI"	20	-73	238	44	0.549450549450549	5.21978021978022	0.549450549450549	1.0989010989011	0.549450549450549	0	0	41.7582417582418	0	0	0	2.74725274725275	1.0989010989011	0	7.41758241758242	2.47252747252747	0.824175824175824	0	0	1.92307692307692	0.274725274725275	5.49450549450549	1.37362637362637	0	10.4395604395604	0.824175824175824	4.94505494505495	0	0.824175824175824	0.824175824175824	1.37362637362637	0.549450549450549	0	0	1.0989010989011	1.37362637362637	4.3956043956044	0
1663	1719	"McCarston's Lake"	45.05	-80.09	40	"AWI"	40	-25	403	132	0.4149377593361	4.5643153526971	0.829875518672199	1.2448132780083	0.829875518672199	0	0	50.207468879668	0.4149377593361	0.4149377593361	0	3.3195020746888	0.4149377593361	0	2.9045643153527	0	1.6597510373444	0	0	2.0746887966805	0.4149377593361	3.3195020746888	0.4149377593361	0	13.2780082987552	0	4.149377593361	0	0	0.4149377593361	0.4149377593361	0	0	0	1.6597510373444	4.149377593361	2.4896265560166	0
1663	1719	"McCarston's Lake"	45.05	-80.09	60	"AWI"	60	16	553	225	0.78740157480315	3.93700787401575	0.78740157480315	1.18110236220472	0	0	0	30.3149606299213	0	0	0	1.5748031496063	0.393700787401575	0	5.11811023622047	1.96850393700787	0.393700787401575	0	0	3.93700787401575	1.18110236220472	6.69291338582677	0.393700787401575	0	9.44881889763779	0.393700787401575	4.33070866141732	0	0	3.1496062992126	1.5748031496063	0	0	0	0.78740157480315	14.1732283464567	7.48031496062992	0
1663	1719	"McCarston's Lake"	45.05	-80.09	80	"AWI"	80	84	644	323	2.04081632653061	6.46258503401361	0.340136054421769	0	0	0	0	30.952380952381	0.340136054421769	0	0	1.36054421768707	0	0	11.2244897959184	0	0.680272108843537	0	0.680272108843537	1.70068027210884	1.02040816326531	11.9047619047619	0	0.340136054421769	2.04081632653061	0	3.40136054421769	0	0	1.70068027210884	0	0	0	0	0.680272108843537	15.3061224489796	7.82312925170068	0
1663	1719	"McCarston's Lake"	45.05	-80.09	90	"AWI"	90	107	714	369	1.00334448160535	5.35117056856187	0.668896321070234	0	0.334448160535117	0	0	29.4314381270903	0.668896321070234	0	0	5.68561872909699	0	0	13.3779264214047	1.00334448160535	0.668896321070234	0	0	3.67892976588629	0	5.01672240802676	0	0.668896321070234	0.668896321070234	0	6.68896321070234	0	0	0	0.334448160535117	0	0	0	0.334448160535117	18.0602006688963	6.35451505016722	0
1663	1719	"McCarston's Lake"	45.05	-80.09	100	"AWI"	100	155	744	417	0.668896321070234	6.68896321070234	0.334448160535117	0.334448160535117	0.334448160535117	0	0	30.1003344481605	0.334448160535117	0	0	2.0066889632107	0	0	12.7090301003344	0	0.334448160535117	0	0	5.01672240802676	0.668896321070234	9.03010033444816	0	0	0	0.334448160535117	5.68561872909699	0	0.334448160535117	0	0	0	0	0	1.67224080267559	12.3745819397993	11.0367892976589	0
1663	1719	"McCarston's Lake"	45.05	-80.09	120	"AWI"	120	211	836	512	0.662251655629139	6.29139072847682	0.662251655629139	0	0.33112582781457	0	0	37.0860927152318	0.993377483443709	0	0	1.98675496688742	0.662251655629139	0	9.93377483443709	2.31788079470199	0.33112582781457	0	0	4.96688741721854	0.33112582781457	8.94039735099338	0	0.662251655629139	0	0	7.94701986754967	0	0	0	0	0	0	0	1.98675496688742	6.62251655629139	7.28476821192053	0
1663	1719	"McCarston's Lake"	45.05	-80.09	140	"AWI"	140	297	906	607	0.333333333333333	8.66666666666667	0.666666666666667	0	0.666666666666667	0	0	20.6666666666667	1.33333333333333	0	0	0	0	0	12.3333333333333	1	2.33333333333333	0	0.333333333333333	9	1	9	0	0	0	0.333333333333333	7.33333333333333	0	0.333333333333333	0	0	0	0	0	2.33333333333333	12	10.3333333333333	0
1663	1719	"McCarston's Lake"	45.05	-80.09	160	"AWI"	160	399	991	701	0.327868852459016	5.24590163934426	0.655737704918033	0	0	0	0	31.4754098360656	0.655737704918033	0	0	0.327868852459016	0	0	9.18032786885246	1.63934426229508	1.31147540983607	0	0.327868852459016	8.85245901639344	0.327868852459016	3.27868852459016	0	0.327868852459016	0.327868852459016	0	6.88524590163934	0	0	0	0.655737704918033	0	0	0	1.31147540983607	17.0491803278689	9.83606557377049	0
