"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	125	"AWI"	125	1923	4297	3138	2	0	7	0	0	0	288	1	0	0	0	0	0	0	0	5	0	0	0	0	0	46	14	0	0	4	1	44	0	3	0	0	0	5	0	0	2	0	13	0	0	0	0	0	2	0	2	52	5	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	150	"AWI"	150	2601	4812	3782	5	0	13	1	1	0	205	0	0	0	0	0	1	0	0	12	0	0	0	1	0	31	14	0	0	2	1	7	0	7	1	0	0	4	0	0	0	0	7	0	0	0	0	0	1	1	0	19	4	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	175	"AWI"	175	3296	5316	4433	3	0	13	1	1	0	242	0	0	0	0	0	1	0	0	6	0	0	0	2	0	14	8	0	0	3	0	2	0	0	0	1	0	3	10	0	5	0	13	0	1	0	1	0	3	1	0	20	4	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	200	"AWI"	200	4112	5720	5095	8	0	0	0	1	0	235	0	1	0	0	0	0	0	2	3	0	0	0	1	0	21	0	1	1	0	0	0	0	4	0	0	0	0	18	0	0	0	15	0	1	0	0	0	0	0	2	32	6	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	215	"AWI"	215	4679	5942	5469	1	0	23	2	0	0	211	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	6	0	0	4	1	0	0	1	0	3	0	5	12	0	5	0	7	0	1	1	0	0	4	0	1	81	6	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	225	"AWI"	225	4941	6102	5678	1	0	17	1	1	0	137	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	9	0	0	2	1	4	0	1	0	2	0	1	4	0	4	0	4	0	1	0	0	0	1	0	1	81	9	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	235	"AWI"	235	5125	6315	5848	3	0	10	0	0	0	127	0	0	0	0	1	0	0	1	4	0	0	0	0	0	2	4	0	2	3	4	11	0	3	0	2	0	4	11	0	3	0	16	0	0	0	2	0	0	0	0	64	11	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	250	"AWI"	250	5355	6568	6030	2	0	13	0	2	0	134	0	0	0	0	0	1	0	2	9	0	0	0	1	0	3	7	0	2	5	2	0	0	2	0	2	0	0	0	0	0	0	11	1	0	0	1	0	4	0	0	55	8	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	275	"AWI"	275	5721	6933	6349	1	0	18	1	1	0	162	0	0	0	0	1	0	0	5	4	0	0	0	1	0	6	17	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	41	0	0	0	0	0	15	0	1	14	10	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	300	"AWI"	300	6079	7302	6679	5	0	18	1	1	0	65	0	0	0	0	0	1	0	0	3	0	0	0	1	0	6	10	0	0	2	0	3	0	4	0	12	0	4	0	0	5	0	12	0	0	0	1	0	5	1	1	3	7	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	315	"AWI"	315	6298	7514	6876	1	0	18	2	6	0	191	0	0	0	0	0	0	0	1	5	0	0	0	3	0	4	15	0	1	2	1	0	0	1	0	0	0	1	0	0	1	0	19	0	0	0	1	0	0	0	2	47	8	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	325	"AWI"	325	6481	7699	7041	4	0	14	0	1	0	137	0	0	0	0	0	0	0	3	5	0	0	0	1	0	6	0	1	1	5	1	0	0	1	0	3	0	4	0	257	4	0	43	0	4	0	0	0	0	0	0	29	8	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	335	"AWI"	335	6661	7961	7258	7	0	14	0	0	0	195	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	15	0	0	8	0	0	1	5	0	0	0	5	0	0	1	0	32	0	0	0	0	0	17	0	1	26	17	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	350	"AWI"	350	6918	8505	7627	2	0	12	0	1	0	63	0	1	0	0	0	0	0	2	5	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	2	0	5	0	0	0	0	26	0	0	0	0	0	9	0	0	2	5	2	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	362	"AWI"	362	7114	8882	7923	5	0	0	0	0	0	72	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2	7	1	0	1	1	0	0	1	0	2	0	2	0	0	2	0	10	0	0	0	1	2	0	0	0	6	8	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	375	"AWI"	375	7389	9239	8252	12	0	35	0	3	0	257	0	0	0	0	1	0	0	0	11	0	0	0	1	0	4	27	0	0	1	0	6	0	3	0	5	0	6	10	0	1	0	38	0	1	0	0	0	14	0	0	5	7	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	390	"AWI"	390	7713	9588	8630	8	0	0	0	0	0	125	0	0	0	0	1	0	0	5	1	0	0	0	0	0	1	8	0	0	8	0	0	0	1	0	6	0	2	8	0	1	0	12	0	1	0	1	0	5	0	0	2	1	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	400	"AWI"	400	8014	9786	8885	8	0	94	1	3	0	154	0	0	0	0	0	1	0	2	6	0	0	0	1	0	0	10	0	1	22	0	0	0	2	0	11	0	9	25	0	6	0	33	0	0	0	4	0	5	0	0	4	14	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	412	"AWI"	412	8379	10040	9179	0	0	74	0	1	0	152	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	19	0	10	0	0	0	5	0	3	31	0	0	0	15	0	0	0	0	0	3	0	0	1	2	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	425	"AWI"	425	8849	10345	9525	1	0	156	0	4	0	178	0	0	0	0	0	1	0	1	10	0	0	0	0	0	0	6	0	0	41	0	17	0	0	0	26	0	7	20	0	3	0	28	0	0	0	3	0	4	0	1	2	4	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	430	"AWI"	430	9146	10464	9750	6	0	47	1	0	0	178	0	0	0	0	1	0	1	1	4	0	0	0	0	0	0	9	1	9	23	0	58	0	4	0	17	0	9	67	0	7	0	42	0	0	0	5	0	8	0	0	11	9	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	435	"AWI"	435	9314	10644	9990	2	0	14	0	7	0	142	0	1	0	0	0	0	0	2	17	1	0	0	1	0	0	14	0	0	56	0	0	0	0	0	80	0	8	17	0	19	0	38	0	0	0	9	0	0	0	0	2	2	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	440	"AWI"	440	9490	10878	10208	1	0	8	1	4	0	153	0	0	1	0	0	0	0	1	24	1	0	0	1	0	1	15	0	0	35	2	0	0	1	0	61	0	13	17	0	15	168	76	0	0	0	12	0	2	0	0	5	11	1	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	445	"AWI"	445	9726	10987	10407	1	0	12	0	6	0	212	0	0	0	0	1	0	0	0	11	0	0	0	2	0	0	0	0	0	31	2	103	0	0	0	73	0	6	0	0	10	0	41	0	1	0	8	0	0	0	0	1	8	0	0
1660	1716	"Sud du Lac du Noyer"	46.78778	-72.83778	450	"AWI"	450	9860	11173	10625	1	0	15	1	7	0	117	0	0	0	0	0	0	0	1	8	3	1	0	2	0	1	6	0	1	64	0	0	0	0	0	162	0	11	12	0	11	0	27	0	1	0	5	0	1	1	0	1	12	0	0
