"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Fabaceae"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Ulmus"
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	475	"AWI"	475	25802	27109	26499	0	0	0	0.804828973843058	0	0.201207243460765	0	0	0.201207243460765	0	0	0	0	23.5412474849095	0	0	0	0	0	35.4124748490946	39.2354124748491	0	0.201207243460765	0	0	0.201207243460765	0	0	0	0	0.201207243460765	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	480	"AWI"	480	25970	27238	26642	0	0.152671755725191	0	0.305343511450382	0	0.458015267175573	0	0	0.152671755725191	0	0	0	0.152671755725191	44.1221374045802	0	0	0	0	0	33.8931297709924	18.0152671755725	0	1.37404580152672	0	0.610687022900763	0.152671755725191	0	0	0	0	0.610687022900763	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	485	"AWI"	485	26129	27341	26792	0	0.442477876106195	0	0.589970501474926	0	0.589970501474926	0	0	0	0	0	0	0	55.6047197640118	0	0	0	0	0.294985250737463	13.1268436578171	25.6637168141593	0	1.17994100294985	0	1.47492625368732	0	0	0	0.442477876106195	0	0.589970501474926	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	490	"AWI"	490	26302	27465	26934	0	0.189035916824197	0	0.189035916824197	0	0.189035916824197	0	0	0	0	0	0	0	23.8185255198488	0	0	0	0	0	39.8865784499055	34.9716446124764	0	0.189035916824197	0	0	0	0	0	0	0	0.56710775047259	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	495	"AWI"	495	26505	27546	27073	0	0.909090909090909	0	0.454545454545455	0	0	0	0	0.227272727272727	0	0	0	0	20.6818181818182	0	0	0	0	0	32.5	43.1818181818182	0	0.681818181818182	0	0.681818181818182	0.227272727272727	0	0	0.454545454545455	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	500	"AWI"	500	26687	27658	27209	0	0.561797752808989	0	0	0	0	0	0	0	0	0	0	0	19.3820224719101	0	0	0	2.52808988764045	0.561797752808989	51.4044943820225	25	0	0	0	0.561797752808989	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	505	"AWI"	505	26910	27775	27353	0	2.88184438040346	0	0.288184438040346	0	0	0	0	0	0	0	0	0	4.03458213256484	0	0	0	0	0	73.1988472622478	19.3083573487032	0	0	0	0	0.288184438040346	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	510	"AWI"	510	27051	27962	27512	0	0	0	0	0	0	0	0	0.264550264550265	0	0	0	0	9.78835978835979	0	0	0	0	0	59.2592592592593	30.6878306878307	0	0	0	0	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	515	"AWI"	515	27193	28168	27679	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2209944751381	0	0	0	0	0	71.5469613259668	17.9558011049724	0	0.276243093922652	0	0	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	520	"AWI"	520	27349	28392	27832	0	0.627615062761506	0	0.209205020920502	0	0	0	0.209205020920502	0	0	0	0	0	15.8995815899582	0	0	0	0	0	59.6234309623431	22.3849372384937	0	0	0	0.627615062761506	0	0	0	0.418410041841004	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	525	"AWI"	525	27506	28532	27994	0	0	0	1.14613180515759	0	0.859598853868195	0	0	0	0	0	0	0	4.29799426934097	0	0	0	0	0	63.6103151862464	29.2263610315186	0	0	0	0.286532951289398	0	0	0	0.573065902578797	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	530	"AWI"	530	27677	28708	28158	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58899676375405	0	0	0	0	0	68.6084142394822	28.4789644012945	0	0	0	0.323624595469256	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	540	"AWI"	540	27983	29163	28524	0	0	0	0.284900284900285	0	0	0	0	0	0	0	0	0	3.41880341880342	0.284900284900285	0	0	0	0	82.9059829059829	12.8205128205128	0	0.284900284900285	0	0	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	545	"AWI"	545	28116	29466	28720	0	0	0	0.29940119760479	0	0	0	0	0	0	0	0	0	1.79640718562874	0	0	0	0	0	75.748502994012	22.1556886227545	0	0	0	0	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	550	"AWI"	550	28261	29783	28910	0	0.289855072463768	0	0.289855072463768	0	0	0	0	0	0	0	0	0.289855072463768	2.89855072463768	0	0	0	0	0	56.8115942028986	38.8405797101449	0	0	0	0.579710144927536	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	560	"AWI"	560	28566	30218	29289	0	0.478468899521531	0	0.717703349282297	0	0.239234449760766	0	0	0	0	0	0	0.956937799043062	16.9856459330144	0	0	0	0	0	38.0382775119617	39.9521531100478	0.239234449760766	0.478468899521531	0	1.19617224880383	0	0	0	0.717703349282297	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	570	"AWI"	570	28851	30655	29638	0	0	0	0	0	0	0	0	0	0	0	0.259067357512953	0	3.36787564766839	0	0	0	0	0	24.0932642487047	70.9844559585492	0	0.77720207253886	0	0	0.259067357512953	0	0	0.259067357512953	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	575	"AWI"	575	28965	30811	29794	0	0	0	0	0	0	0	0	0.318471337579618	0	0	0	0	0.318471337579618	0	0	0	0	0	15.6050955414013	83.4394904458599	0	0	0	0.318471337579618	0	0	0	0	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	580	"AWI"	580	29093	30983	29945	0	1.0989010989011	0	0	0	0	0	0	0	0	0	0	0	3.2967032967033	0	0	0	0	0	37.9120879120879	54.9450549450549	0	0.549450549450549	0	1.64835164835165	0	0	0	0.549450549450549	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	590	"AWI"	590	29337	31272	30228	0	0.309597523219814	0	0	0	0	0	0	0	0	0	0	0	4.64396284829721	0	0	0	0	0	15.1702786377709	78.0185758513932	0	0.309597523219814	0	0.928792569659443	0	0	0	0.619195046439629	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	600	"AWI"	600	29607	31561	30515	0	1.06007067137809	0	0.353356890459364	0	0	0	0	0	0	0	0	0	12.7208480565371	0	0	0	0	0	10.9540636042403	71.3780918727915	0	2.12014134275618	0	1.06007067137809	0	0	0	0.353356890459364	0	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	605	"AWI"	605	29739	31696	30660	0	0	0	0.606060606060606	0	0.303030303030303	0	0	0	0	0	0	0	8.78787878787879	0	0	0	0	0	14.5454545454545	74.8484848484849	0	0	0	0	0	0	0	0.606060606060606	0.303030303030303	0	0	0
265	271	"Biggsville [Cessford Quarry]"	40.85556	-90.88	610	"AWI"	610	29873	31844	30802	0	0.293255131964809	0	0.879765395894428	0	0.293255131964809	0	0	0	0	0	0	0	8.79765395894428	0	0	0	0	0	19.0615835777126	68.6217008797654	0	0.586510263929619	0	0.879765395894428	0	0	0	0.586510263929619	0	0	0	0
