"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
700	720	"Domsvatnet"	70.325334	31.024642	5	"AWI"	5	-44	397	117	1.47991543340381	0.422832980972516	0	0.845665961945032	0.845665961945032	35.9408033826639	0	0	0	14.7991543340381	7.82241014799154	0.211416490486258	1.69133192389006	26.215644820296	0.211416490486258	7.39957716701903	0	0	0	0	0.845665961945032	1.05708245243129	0.211416490486258	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	15	"AWI"	15	217	909	516	0.33003300330033	0	0	0.66006600660066	0.33003300330033	31.6831683168317	0	0	0	12.2112211221122	9.57095709570957	0	0.99009900990099	36.963696369637	0	3.96039603960396	0	0.33003300330033	0	0	0	2.97029702970297	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	25	"AWI"	25	545	1362	916	1.27931769722815	0	0	0	0.213219616204691	33.0490405117271	0.213219616204691	0	0	11.9402985074627	8.74200426439232	0	1.49253731343284	37.5266524520256	0	4.90405117270789	0	0	0	0	0.426439232409382	0.213219616204691	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	35	"AWI"	35	890	1760	1316	1.15163147792706	0	0	0.191938579654511	0.767754318618042	34.7408829174664	0	0	0	10.7485604606526	5.3742802303263	0	2.30326295585413	40.6909788867562	0	3.07101727447217	0	0	0	0	0.383877159309021	0.575815738963532	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	45	"AWI"	45	1273	2133	1715	2.0501138952164	0	0	0.911161731207289	0.455580865603645	34.1685649202733	0	0	0	10.250569476082	5.92255125284738	0	3.18906605922551	38.0410022779043	0	2.50569476082005	0.227790432801822	0	0	0	0.455580865603645	1.36674259681093	0	0.227790432801822	0.227790432801822	0
700	720	"Domsvatnet"	70.325334	31.024642	55	"AWI"	55	1689	2484	2114	0.481540930979133	0.481540930979133	0	0.481540930979133	0.481540930979133	30.3370786516854	0	0	0	8.98876404494382	9.30979133226324	0	2.56821829855538	43.338683788122	0	2.40770465489567	0	0	0	0	0.802568218298555	0.321027287319422	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	65	"AWI"	65	2150	2809	2504	1.8348623853211	0	0.18348623853211	0.36697247706422	0.36697247706422	35.045871559633	0	0	0.18348623853211	6.97247706422018	6.97247706422018	0.18348623853211	0.73394495412844	44.2201834862385	0	1.8348623853211	0	0	0	0	0.55045871559633	0.55045871559633	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	75	"AWI"	75	2446	3198	2829	1.35135135135135	0.193050193050193	0	0.193050193050193	0.772200772200772	42.2779922779923	0	0	0.193050193050193	9.65250965250965	7.14285714285714	0	1.35135135135135	33.3976833976834	0	2.12355212355212	0	0	0	0	0.193050193050193	0.965250965250965	0	0.193050193050193	0	0
700	720	"Domsvatnet"	70.325334	31.024642	85	"AWI"	85	2748	3563	3155	1.42857142857143	0	0	0.634920634920635	0.476190476190476	42.2222222222222	0	0	0	5.23809523809524	6.98412698412698	0	1.74603174603175	37.9365079365079	0	2.85714285714286	0.158730158730159	0	0	0	0	0.317460317460317	0	0	0	0
700	720	"Domsvatnet"	70.325334	31.024642	95	"AWI"	95	3066	3912	3485	2.79850746268657	0	0	0.559701492537313	0.559701492537313	29.4776119402985	0.186567164179104	0	0.186567164179104	7.08955223880597	6.71641791044776	0	1.11940298507463	46.8283582089552	0	3.17164179104478	0	0	0	0	0.186567164179104	0.932835820895522	0	0.186567164179104	0	0
