"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Bromeliaceae"	"Buddleja"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Clethra"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Ficus"	"Gentianaceae"	"Grossulariaceae"	"Hedyosmum"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Malvaceae"	"Melastomataceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Papaveraceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polylepis"	"Proteaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sapium"	"Schinus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Trema"	"Urticaceae"	"Weinmannia"
1596	1647	"Laguna Junín"	-11	-76.16667	3000	"AWI"	3000	45891	57846	47798	0	12	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	64	207	0	0	0	0	0	0	1	0	0	0	0	0	0	72	2	8	0	6	2	0	0	0	0	0	0	0	0	1	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	2586	"AWI"	2586	35781	49403	41544	0	1	0	17	0	0	0	0	0	0	0	0	6	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	13	0	0	327	281	0	0	0	0	0	0	0	0	0	0	0	0	0	68	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2606	"AWI"	2606	36359	49858	41854	0	3	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	17	0	0	1	0	0	0	0	0	0	11	0	1	0	0	175	730	0	0	0	0	0	0	0	0	0	0	0	0	0	110	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	2905	"AWI"	2905	45285	56301	46247	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	6	0	0	80	440	0	0	0	0	0	0	0	0	0	0	1	0	0	46	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2867	"AWI"	2867	45100	55565	45691	0	8	0	0	0	0	13	0	0	0	0	1	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	42	0	0	0	0	0	1	0	0	0	0	2	0	0	40	1	5	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0
1596	1647	"Laguna Junín"	-11	-76.16667	2320	"AWI"	2320	30769	43678	37454	0	8	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	24	0	0	15	0	0	0	0	0	0	1	0	0	0	1	0	0	0	121	17	3	0	9	1	0	0	0	0	0	0	0	0	0	1	0	2
1596	1647	"Laguna Junín"	-11	-76.16667	350	"AWI"	350	1927	3680	2796	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	4	0	4	0	2	0	0	0	58	5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0
1596	1647	"Laguna Junín"	-11	-76.16667	2745	"AWI"	2745	40033	53103	44157	0	8	0	1	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	10	10	1	0	0	0	0	0	0	0	0	0	0	0	7	105	9	26	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2566	"AWI"	2566	35253	49086	41269	0	2	0	36	0	0	2	0	0	0	0	0	16	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	7	0	0	32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	27	29	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
1596	1647	"Laguna Junín"	-11	-76.16667	388	"AWI"	388	2521	3884	3114	0	5	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	250	"AWI"	250	750	3114	1972	0	13	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	41	4	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
1596	1647	"Laguna Junín"	-11	-76.16667	2945	"AWI"	2945	45412	56869	46835	1	25	0	0	2	0	3	0	0	0	0	3	7	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	5	0	0	120	311	0	0	0	0	0	1	0	11	0	0	0	0	0	110	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	160	"AWI"	160	272	2400	1224	0	8	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	3	1	0	4	0	0	0	0	0	0	1	0	1	4	7	0	0	0	112	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
1596	1647	"Laguna Junín"	-11	-76.16667	410	"AWI"	410	2739	4067	3330	2	24	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	7	0	0	14	1	1	0	0	0	0	3	3	4	0	2	0	0	0	114	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1596	1647	"Laguna Junín"	-11	-76.16667	190	"AWI"	190	346	2757	1472	0	19	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	3	0	15	1	0	1	8	0	0	1	0	0	5	0	0	5	3	0	0	0	122	10	1	0	0	3	0	1	0	0	0	0	0	0	1	0	6	1
1596	1647	"Laguna Junín"	-11	-76.16667	430	"AWI"	430	2887	4375	3566	1	32	5	0	0	0	0	0	0	0	7	1	1	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	11	1	0	13	1	0	0	0	0	0	8	28	0	0	0	0	0	17	195	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
1596	1647	"Laguna Junín"	-11	-76.16667	465	"AWI"	465	3089	5338	3940	0	0	3	4	1	0	0	0	0	0	23	0	0	9	3	0	0	2	2	1	0	0	0	0	6	1	0	0	1	3	2	0	27	2	0	0	0	0	0	1	19	2	0	3	0	0	0	116	5	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	480	"AWI"	480	3139	5835	4085	1	11	6	1	1	0	0	0	0	0	0	0	2	4	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	4	0	0	12	4	2	0	0	0	0	3	16	4	3	0	0	0	0	141	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	510	"AWI"	510	3247	6689	4384	2	9	0	2	0	0	0	0	0	0	16	0	0	1	4	0	0	4	0	0	0	1	0	1	0	0	0	0	0	2	1	0	8	0	3	0	0	0	0	3	12	3	0	5	0	0	0	138	8	1	0	1	0	0	0	0	0	0	0	0	0	3	4	5	1
1596	1647	"Laguna Junín"	-11	-76.16667	550	"AWI"	550	3578	7276	4949	1	16	7	0	6	0	1	0	0	0	4	2	0	3	0	0	0	11	2	0	0	1	0	0	0	0	0	0	0	5	0	0	16	3	1	0	0	0	0	10	10	7	0	1	0	0	0	136	11	0	0	1	0	0	0	0	0	0	0	0	1	4	0	5	0
1596	1647	"Laguna Junín"	-11	-76.16667	580	"AWI"	580	3707	7850	5380	1	27	3	0	5	0	0	0	0	0	4	0	0	4	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	3	1	0	18	3	1	1	0	0	0	0	10	3	0	2	0	0	14	188	13	1	0	2	0	0	0	0	1	0	0	0	0	2	0	12	1
1596	1647	"Laguna Junín"	-11	-76.16667	610	"AWI"	610	3839	8616	5744	0	11	2	3	2	0	0	0	0	0	5	0	2	5	3	0	0	7	1	0	0	0	0	1	15	0	0	1	0	6	0	0	0	1	0	1	0	0	0	7	11	4	0	1	0	0	6	164	8	0	1	0	0	0	0	0	0	0	1	0	0	1	0	31	4
1596	1647	"Laguna Junín"	-11	-76.16667	650	"AWI"	650	4215	8917	6291	0	10	4	0	0	0	2	0	0	0	0	0	4	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	3	9	2	3	0	0	0	6	100	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2
1596	1647	"Laguna Junín"	-11	-76.16667	685	"AWI"	685	4392	9333	6739	0	31	0	2	2	0	1	0	0	0	0	0	1	2	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	7	0	0	22	0	1	0	0	0	0	3	13	2	0	5	0	0	0	158	18	0	1	1	0	0	0	1	0	0	0	0	0	1	0	11	2
1596	1647	"Laguna Junín"	-11	-76.16667	690	"AWI"	690	4418	9414	6803	1	43	4	4	0	0	0	0	0	0	8	0	0	6	7	0	0	9	0	0	0	0	0	0	0	0	1	1	0	3	1	0	8	3	0	0	0	0	0	10	16	3	0	4	0	0	19	211	25	1	0	0	0	0	0	0	2	0	0	0	1	2	0	16	2
1596	1647	"Laguna Junín"	-11	-76.16667	710	"AWI"	710	4497	9770	7079	1	28	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	2	0	8	1	1	0	0	0	0	1	7	4	2	1	0	0	8	126	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3
1596	1647	"Laguna Junín"	-11	-76.16667	750	"AWI"	750	5437	9997	7621	5	53	0	5	0	0	0	0	0	0	8	0	0	43	15	0	0	8	2	0	0	0	0	1	18	0	0	0	0	4	0	0	13	1	0	0	0	0	0	13	51	4	0	6	0	1	25	314	39	1	0	0	0	0	0	1	0	0	0	0	0	2	1	26	1
1596	1647	"Laguna Junín"	-11	-76.16667	784	"AWI"	784	5774	10271	8180	1	41	0	1	3	0	1	0	0	0	7	0	1	15	3	0	0	9	1	0	0	1	0	1	0	0	0	1	0	10	1	0	12	1	1	0	0	0	0	3	30	3	0	1	0	0	0	167	16	0	0	0	0	0	0	0	0	0	0	0	1	3	0	25	7
1596	1647	"Laguna Junín"	-11	-76.16667	810	"AWI"	810	5953	10761	8567	2	40	0	2	4	0	0	0	0	0	9	1	0	14	2	0	0	10	0	0	0	1	0	0	18	1	0	0	0	3	0	0	14	0	0	0	0	0	0	4	30	1	1	7	0	0	0	214	22	0	0	0	0	0	0	0	1	0	1	0	1	4	0	11	1
1596	1647	"Laguna Junín"	-11	-76.16667	850	"AWI"	850	6856	11033	9094	2	31	0	0	0	0	0	0	0	0	9	0	0	12	5	0	0	5	1	0	0	0	0	0	23	1	1	0	0	6	1	0	16	2	0	0	0	0	0	4	26	1	0	8	0	0	6	175	17	0	0	0	0	0	0	0	1	0	0	0	1	1	0	25	4
1596	1647	"Laguna Junín"	-11	-76.16667	880	"AWI"	880	7263	11200	9529	6	61	0	2	4	0	0	0	0	0	10	0	2	24	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	8	0	0	30	1	0	0	0	0	0	4	25	5	0	4	0	0	9	234	30	1	0	0	0	0	0	0	1	0	0	2	1	3	0	14	2
1596	1647	"Laguna Junín"	-11	-76.16667	910	"AWI"	910	7564	11539	10008	5	41	4	3	0	0	0	0	0	0	10	0	0	22	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	1	0	0	0	9	15	3	0	4	0	0	0	167	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2
1596	1647	"Laguna Junín"	-11	-76.16667	930	"AWI"	930	7859	11681	10223	1	34	5	0	0	0	0	0	0	0	17	0	0	25	2	0	0	5	0	0	0	1	0	0	0	2	1	0	0	10	2	0	12	0	1	0	2	0	0	18	43	4	0	8	0	0	0	280	21	0	0	0	2	0	0	0	0	0	0	2	0	6	1	33	4
1596	1647	"Laguna Junín"	-11	-76.16667	950	"AWI"	950	8211	11754	10392	1	18	3	1	2	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	24	0	0	1	0	0	0	9	28	4	0	6	0	0	0	143	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	3
1596	1647	"Laguna Junín"	-11	-76.16667	970	"AWI"	970	8470	11851	10601	0	32	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	4	0	0	29	0	2	1	0	1	0	8	26	6	0	5	0	0	0	159	15	1	0	0	0	0	0	0	0	0	0	0	0	3	0	27	2
1596	1647	"Laguna Junín"	-11	-76.16667	985	"AWI"	985	8619	11916	10760	0	38	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	16	1	3	0	0	0	0	1	0	1	0	9	0	0	0	199	23	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	6
1596	1647	"Laguna Junín"	-11	-76.16667	1020	"AWI"	1020	8983	12186	11141	3	30	7	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	4	0	0	27	1	0	0	0	0	0	0	7	2	0	1	0	0	0	168	22	0	0	0	0	0	0	1	0	0	0	0	1	4	0	18	0
1596	1647	"Laguna Junín"	-11	-76.16667	1044	"AWI"	1044	9711	12260	11358	0	4	0	2	1	0	0	0	0	0	2	0	0	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	6	1	0	0	0	0	0	41	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1
1596	1647	"Laguna Junín"	-11	-76.16667	1070	"AWI"	1070	10448	12331	11601	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	1	0	0	4	0	0	0	0	137	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	1085	"AWI"	1085	10868	12409	11745	2	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	2	5	4	0	1	0	0	0	132	31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
1596	1647	"Laguna Junín"	-11	-76.16667	1105	"AWI"	1105	11299	12522	11942	0	23	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	13	0	0	0	0	18	1	0	11	2	2	0	0	0	0	7	1	5	0	6	0	0	0	257	66	1	0	0	0	0	0	0	0	0	0	0	1	3	0	4	7
1596	1647	"Laguna Junín"	-11	-76.16667	1125	"AWI"	1125	11744	12746	12234	0	16	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	15	3	0	14	1	0	0	0	0	0	5	0	4	6	6	0	0	0	165	53	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5
1596	1647	"Laguna Junín"	-11	-76.16667	1145	"AWI"	1145	12406	12990	12661	0	19	0	0	3	0	0	0	0	0	22	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	7	0	0	5	1	0	0	1	0	0	2	0	2	3	0	0	0	0	122	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
1596	1647	"Laguna Junín"	-11	-76.16667	1160	"AWI"	1160	12821	13229	12986	0	21	0	1	4	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	10	1	0	18	2	1	0	0	0	0	1	10	3	6	0	0	0	0	163	19	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
1596	1647	"Laguna Junín"	-11	-76.16667	1180	"AWI"	1180	13200	13720	13422	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	6	0	0	0	0	0	0	0	8	0	0	7	62	3	0	0	0	0	4	0	2	3	1	0	0	0	97	33	14	0	0	0	0	1	0	0	0	0	0	0	0	0	11	3
1596	1647	"Laguna Junín"	-11	-76.16667	1200	"AWI"	1200	13509	14408	13847	0	13	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	12	0	0	12	16	1	0	0	0	0	0	0	2	0	2	0	0	0	63	17	18	1	0	0	0	1	0	0	0	0	0	1	2	0	6	0
1596	1647	"Laguna Junín"	-11	-76.16667	1220	"AWI"	1220	13778	15064	14282	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	8	0	0	6	34	0	0	0	0	0	0	2	1	0	6	0	0	0	34	4	27	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1
1596	1647	"Laguna Junín"	-11	-76.16667	1260	"AWI"	1260	15230	16802	16188	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1596	1647	"Laguna Junín"	-11	-76.16667	1310	"AWI"	1310	16586	19569	18563	0	11	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	16	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	1435	"AWI"	1435	18671	22013	20335	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	5	1	0	0	0	0	1	0	0	3	0	0	0	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	1460	"AWI"	1460	18843	22200	20531	0	39	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	1	0	12	1	0	9	13	1	0	0	0	0	6	0	1	3	0	0	0	0	72	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3
1596	1647	"Laguna Junín"	-11	-76.16667	1520	"AWI"	1520	19239	22836	20992	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	22	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
1596	1647	"Laguna Junín"	-11	-76.16667	1540	"AWI"	1540	19449	22996	21141	0	7	0	0	0	0	1	0	0	0	9	0	3	3	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	3	0	25	36	1	0	1	0	0	2	1	0	0	0	0	0	0	52	3	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3
1596	1647	"Laguna Junín"	-11	-76.16667	1560	"AWI"	1560	19665	23121	21304	0	3	3	0	0	0	1	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	27	21	0	0	0	0	0	0	0	0	0	0	0	0	0	49	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1596	1647	"Laguna Junín"	-11	-76.16667	1656	"AWI"	1656	20558	24042	22102	0	10	0	1	0	0	4	0	0	0	0	1	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	70	5	7	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	1690	"AWI"	1690	20890	24332	22414	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	8	15	0	1	0	0	0	0	0	0	0	0	0	0	0	55	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
1596	1647	"Laguna Junín"	-11	-76.16667	1725	"AWI"	1725	21071	24780	22748	2	41	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	10	10	0	28	24	0	0	0	0	1	0	0	0	3	4	0	1	0	71	0	20	1	11	3	0	0	0	0	0	0	0	0	1	0	4	1
