"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Myrica"	"Onagraceae"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Viburnum"	"Violaceae"
296	302	"Boone Lake"	55.575	-119.43333	0	"AWI"	0	-107	59	-26	0.197628458498024	14.0316205533597	0	0	0.592885375494071	0	6.71936758893281	0	0	0	0	0	0.988142292490119	0	0	0	2.76679841897233	0	0	20.1581027667984	0	47.4308300395257	4.34782608695652	0	0.790513833992095	0	0	0	0	0	1.77865612648221	0.197628458498024	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	10	"AWI"	10	-6	994	311	1	19	0	0	0.4	0	9	0	0	0	0	0	0.6	0	0	0	1.2	0	0	18.6	0	48.6	0.4	0	0.2	0	0	0	0	0	0	1	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	25	"AWI"	25	199	2030	842	0	18.6915887850467	0	0	0	0	6.91588785046729	0	0	0	0	0	0.747663551401869	0	0	0	2.42990654205607	0	0	20	0.186915887850467	49.7196261682243	0.186915887850467	0	0.186915887850467	0	0	0	0	0	0	0.934579439252336	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	40	"AWI"	40	492	2669	1408	0.736648250460405	18.0478821362799	0.184162062615101	0	0.920810313075507	0	6.26151012891344	0	0	0	0	0	0.920810313075507	0	0	0	2.02578268876611	0	0	27.6243093922652	0.368324125230203	39.963167587477	0.552486187845304	0	0	0	0	0	0	0	0	2.20994475138122	0	0	0	0.184162062615101	0	0
296	302	"Boone Lake"	55.575	-119.43333	55	"AWI"	55	841	3190	2026	0.579150579150579	18.3397683397683	0.386100386100386	0	0.579150579150579	0	7.33590733590734	0	0	0	0	0	1.15830115830116	0	0	0	1.15830115830116	0	0	24.9034749034749	0.193050193050193	41.8918918918919	0.772200772200772	0	0.193050193050193	0	0	0	0	0	0	2.12355212355212	0	0	0	0.386100386100386	0	0
296	302	"Boone Lake"	55.575	-119.43333	70	"AWI"	70	1374	3619	2614	1.56862745098039	15.2941176470588	0	0	0.588235294117647	0	7.84313725490196	0	0	0	0	0	1.56862745098039	0.196078431372549	0	0	2.74509803921569	0	0	28.0392156862745	0	40.5882352941176	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	0.392156862745098	0	0
296	302	"Boone Lake"	55.575	-119.43333	85	"AWI"	85	1871	3968	3105	1.5180265654649	15.5597722960152	0	0	0	0	7.21062618595825	0	0	0	0	0	0.94876660341556	0	0	0.189753320683112	1.13851992409867	0	0	30.3605313092979	1.32827324478178	39.6584440227704	1.13851992409867	0	0	0	0	0	0	0	0	0.569259962049336	0	0	0	0.379506641366224	0	0
296	302	"Boone Lake"	55.575	-119.43333	100	"AWI"	100	2200	4395	3465	0	17.7570093457944	0.373831775700935	0	0.747663551401869	0	9.53271028037383	0	0	0.186915887850467	0	0	0.934579439252336	0	0	0	3.17757009345794	0	0.186915887850467	31.9626168224299	2.42990654205607	31.0280373831776	0.373831775700935	0	0.373831775700935	0	0	0	0	0	0	0.747663551401869	0	0	0.186915887850467	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	115	"AWI"	115	2524	4728	3771	0.742115027829314	12.2448979591837	0.185528756957328	0	0.927643784786642	0	7.42115027829314	0	0	0	0	0	3.15398886827458	0	0	0	1.2987012987013	0	0	23.3766233766234	1.2987012987013	45.8256029684601	1.11317254174397	0	0	0	0	0	0	0	0	2.41187384044527	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	130	"AWI"	130	2848	5047	4078	0.378787878787879	9.65909090909091	0.189393939393939	0	0.568181818181818	0	3.78787878787879	0	0	0	0	0	0.946969696969697	0	0	0	1.51515151515152	0	0	36.9318181818182	2.84090909090909	41.8560606060606	0.378787878787879	0	0	0	0	0	0	0	0	0.757575757575758	0	0	0	0.189393939393939	0	0
296	302	"Boone Lake"	55.575	-119.43333	145	"AWI"	145	3172	5357	4384	0.956022944550669	9.94263862332696	0	0	0.382409177820268	0	4.01529636711281	0	0	0	0	0	0.573613766730402	0.191204588910134	0	0	1.7208413001912	0	0	33.0783938814532	4.39770554493308	43.7858508604207	0.191204588910134	0	0	0	0	0	0	0	0	0.573613766730402	0	0	0.191204588910134	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	160	"AWI"	160	3541	5611	4705	0.580270793036751	13.5396518375242	0	0	0.773694390715667	0	8.31721470019342	0	0	0	0	0	0.193423597678917	0	0	0	1.54738878143133	0	0	33.2688588007737	2.321083172147	36.7504835589942	0.193423597678917	0	0	0	0	0	0	0	0.193423597678917	2.12765957446809	0	0	0	0.193423597678917	0	0
296	302	"Boone Lake"	55.575	-119.43333	175	"AWI"	175	3877	5846	5025	0.569259962049336	16.3187855787476	0.189753320683112	0	0.379506641366224	0	7.9696394686907	0	0	0	0	0	0.379506641366224	0	0	0	1.32827324478178	0	0	24.6679316888046	1.70777988614801	44.022770398482	0.569259962049336	0	0	0	0	0	0	0	0	1.89753320683112	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	190	"AWI"	190	4268	6073	5347	0.938086303939963	12.1951219512195	0.375234521575985	0	0.562851782363977	0	6.56660412757974	0	0	0	0	0	1.68855534709193	0	0	0	2.81425891181989	0	0	30.2063789868668	1.31332082551595	41.8386491557223	0.75046904315197	0	0	0	0	0	0	0	0	0.375234521575985	0	0	0.187617260787992	0.187617260787992	0	0
296	302	"Boone Lake"	55.575	-119.43333	205	"AWI"	205	4694	6276	5664	0.739371534195933	12.7541589648799	0	0	0	0	5.91497227356747	0	0	0	0	0	2.40295748613678	0	0	0	2.77264325323475	0	0	32.1626617375231	1.29390018484288	39.0018484288355	1.29390018484288	0	0	0	0	0	0	0	0	1.47874306839187	0	0	0	0.184842883548983	0	0
296	302	"Boone Lake"	55.575	-119.43333	220	"AWI"	220	5176	6459	5975	0.99601593625498	7.96812749003984	0.398406374501992	0	1.79282868525896	0	9.7609561752988	0	0	0	0	0	0.99601593625498	0.199203187250996	0	0	0.199203187250996	0	0	32.4701195219124	0.597609561752988	43.2270916334661	0.199203187250996	0	0	0	0	0	0	0	0	1.19521912350598	0	0	0	0	0	0
296	302	"Boone Lake"	55.575	-119.43333	235	"AWI"	235	5681	6637	6265	0.970873786407767	8.54368932038835	0	0	0	0	5.63106796116505	0	0	0.194174757281553	0	0	2.13592233009709	0	0	0	1.35922330097087	0	0	37.4757281553398	0	40.3883495145631	1.16504854368932	0	0	0	0	0	0	0	0.194174757281553	1.16504854368932	0	0	0.388349514563107	0.388349514563107	0	0
296	302	"Boone Lake"	55.575	-119.43333	250	"AWI"	250	6111	6849	6524	1.46252285191956	6.76416819012797	0	0	1.82815356489945	0	7.31261425959781	0	0	0	0	0	2.37659963436929	0	0	0	0.914076782449726	0	0	31.9926873857404	0.731261425959781	44.0585009140768	0.914076782449726	0	0	0	0	0	0	0	0	1.27970749542962	0	0	0.182815356489945	0.182815356489945	0	0
296	302	"Boone Lake"	55.575	-119.43333	265	"AWI"	265	6304	7167	6735	0.5859375	6.4453125	0.1953125	0	1.7578125	0	10.546875	0	0	0.1953125	0	0	1.7578125	0.1953125	0	0	2.734375	0	0	18.9453125	0.390625	52.34375	1.7578125	0	0	0	0	0	0	0	0	1.953125	0	0	0	0.1953125	0	0
296	302	"Boone Lake"	55.575	-119.43333	280	"AWI"	280	6482	7461	6939	0.58252427184466	4.27184466019417	0	0	0.970873786407767	0	5.63106796116505	0	0	0	0	0	0.776699029126214	0	0	0	1.16504854368932	0	0	27.9611650485437	0.388349514563107	56.1165048543689	1.16504854368932	0	0	0	0	0	0	0	0	0.776699029126214	0	0	0	0.194174757281553	0	0
296	302	"Boone Lake"	55.575	-119.43333	295	"AWI"	295	6651	7697	7142	0.195694716242661	6.65362035225049	0.195694716242661	0	0.782778864970646	0	5.0880626223092	0	0	0.782778864970646	0	0	2.15264187866928	0	0	0	0.782778864970646	0	0	23.679060665362	1.17416829745597	56.5557729941292	0.587084148727984	0	0	0	0	0	0	0	0.391389432485323	0.782778864970646	0.195694716242661	0	0	0	0	0
