"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Isoëtes"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"
25	25	"Alexis Lake"	52.51667	-57.03333	527	"AWI"	527	-149	15	-69	1.10497237569061	0	0	0	0	6.9060773480663	0	0	0	0.276243093922652	1.10497237569061	0.276243093922652	1.65745856353591	7.73480662983425	0.276243093922652	79.0055248618785	0	0.828729281767956	0.276243093922652	0	0	0	0	0.552486187845304	0
25	25	"Alexis Lake"	52.51667	-57.03333	565	"AWI"	565	1896	5332	3703	1.08695652173913	5	0	0.652173913043478	0	3.69565217391304	0	0	0	0	0	0.217391304347826	0.869565217391304	8.91304347826087	0.434782608695652	76.5217391304348	1.95652173913044	0.217391304347826	0.217391304347826	0	0	0	0	0.217391304347826	0
25	25	"Alexis Lake"	52.51667	-57.03333	585	"AWI"	585	4404	6396	5732	6.10932475884244	0	0	0	0	15.112540192926	0	0	0	0	0	0.321543408360129	0.321543408360129	5.78778135048232	0	71.3826366559485	0	0.321543408360129	0	0.643086816720257	0	0	0	0	0
25	25	"Alexis Lake"	52.51667	-57.03333	605	"AWI"	605	6476	7772	6968	10.1321585903084	0	0	0	0	7.26872246696035	0	0	0	0.220264317180617	0.881057268722467	0	0.220264317180617	26.6519823788546	0.220264317180617	52.2026431718062	1.3215859030837	0.440528634361234	0	0.220264317180617	0	0	0	0.220264317180617	0
25	25	"Alexis Lake"	52.51667	-57.03333	625	"AWI"	625	7009	9038	7872	16.6030534351145	0	0	0.572519083969466	0	23.6641221374046	0.190839694656489	0	0	0	1.7175572519084	0	0.190839694656489	42.5572519083969	0	13.1679389312977	0.572519083969466	0.381679389312977	0	0.190839694656489	0	0	0	0.190839694656489	0
25	25	"Alexis Lake"	52.51667	-57.03333	645	"AWI"	645	7660	9960	8775	13.7221269296741	6.17495711835334	0	0.171526586620926	0	9.43396226415094	0	0	0	0.171526586620926	0.686106346483705	0	1.20068610634648	28.8164665523156	0	29.3310463121784	8.57632933104631	1.20068610634648	0.171526586620926	0	0	0	0	0.343053173241852	0
25	25	"Alexis Lake"	52.51667	-57.03333	670	"AWI"	670	8757	11008	9929	0	0	0	0.255754475703325	0	9.97442455242967	0	0	0.255754475703325	0	1.53452685421995	0.255754475703325	0.255754475703325	77.7493606138107	0.255754475703325	6.90537084398977	0	2.0460358056266	0	0	0	0	0	0.51150895140665	0
25	25	"Alexis Lake"	52.51667	-57.03333	685	"AWI"	685	9493	11518	10613	0.87527352297593	0	0	0.218818380743982	0	10.9409190371991	0	0	0	0	6.34573304157549	0.656455142231947	0	60.3938730853392	0.437636761487965	14.8796498905908	1.09409190371991	3.28227571115974	0.87527352297593	0	0	0	0	0	0
25	25	"Alexis Lake"	52.51667	-57.03333	705	"AWI"	705	10857	12335	11470	0	0	0.177619893428064	0	0	17.4067495559503	0	0	0	0.177619893428064	2.13143872113677	0.355239786856128	0.177619893428064	75.4884547069272	0	0	0	1.77619893428064	0	0	0.355239786856128	0	0	1.9538188277087	0
25	25	"Alexis Lake"	52.51667	-57.03333	725	"AWI"	725	11627	14019	12640	0	3.80761523046092	0	0	0	30.060120240481	0	0	0	0	3.2064128256513	0	0	55.7114228456914	0.200400801603206	3.0060120240481	1.40280561122244	0.400801603206413	0	0	0	0	0	2.20440881763527	0
25	25	"Alexis Lake"	52.51667	-57.03333	745	"AWI"	745	12511	15458	13907	0.286532951289398	0	0.286532951289398	0	0	40.4011461318052	0	0	0	0.286532951289398	7.73638968481375	0	0	37.2492836676218	0	2.29226361031519	0	0.573065902578797	0.859598853868195	0	0.286532951289398	0	0	9.74212034383954	0
25	25	"Alexis Lake"	52.51667	-57.03333	767	"AWI"	767	13674	16742	15306	0.561797752808989	3.93258426966292	0	0.561797752808989	0	39.3258426966292	0	0.280898876404494	0	0.280898876404494	4.49438202247191	1.40449438202247	1.12359550561798	32.0224719101124	0.280898876404494	1.96629213483146	0	1.12359550561798	0	0	0	0	0	12.6404494382022	0
25	25	"Alexis Lake"	52.51667	-57.03333	807	"AWI"	807	17071	18455	17756	0	0	0	0	0	30.952380952381	0	0	0	10.7142857142857	15.4761904761905	0	1.19047619047619	0	0	9.52380952380952	0	5.95238095238095	0	0	1.19047619047619	0	1.19047619047619	23.8095238095238	0
25	25	"Alexis Lake"	52.51667	-57.03333	853	"AWI"	853	20692	24340	22772	0	0	0	0	0	22.9357798165138	0	0.917431192660551	0	11.0091743119266	12.8440366972477	5.5045871559633	2.75229357798165	0	0	11.0091743119266	0	1.8348623853211	1.8348623853211	0	0.917431192660551	1.8348623853211	0	26.605504587156	0
25	25	"Alexis Lake"	52.51667	-57.03333	919	"AWI"	919	25156	30521	27566	0	22.2727272727273	0	0	1.36363636363636	15.9090909090909	0	1.36363636363636	0	8.63636363636364	25.4545454545455	1.36363636363636	4.54545454545455	0	3.18181818181818	6.81818181818182	0	3.18181818181818	1.36363636363636	0	0	0	0	4.09090909090909	0.454545454545455
