"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Drimys"	"Embothrium"	"Ephedraceae"	"Ericales"	"Gentianaceae"	"Gunneraceae"	"Lomatia"	"Maytenus"	"Misodendraceae"	"Nothofagus"	"Poaceae"	"Podocarpus"	"Rosaceae"	"Schinus"
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	10	"AWI"	10	-77	362	62	2.36156351791531	1.2214983713355	2.36156351791531	0	0	82.0032573289902	0	0	0	0	0	0	0	0	0	0	12.0521172638436	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	30	"AWI"	30	66	719	331	0	0	0	2.13523131672598	4.27046263345196	76.1565836298932	0	0	0	0	0	0	0	0	0	0	11.0320284697509	6.40569395017794	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	40	"AWI"	40	169	872	471	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	55	"AWI"	55	345	1072	675	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	65	"AWI"	65	482	1198	811	1.88679245283019	5.66037735849057	16.9811320754717	0	13.2075471698113	41.5094339622642	0	0	0	9.43396226415094	0	0	3.77358490566038	3.77358490566038	0	0	3.77358490566038	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	75	"AWI"	75	639	1325	940	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	85	"AWI"	85	772	1508	1099	6.83760683760684	25.6410256410256	9.4017094017094	0	0	45.2991452991453	0	0	0	3.41880341880342	0	0	0	9.4017094017094	0	0	0	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	95	"AWI"	95	890	1796	1275	0	35.8974358974359	5.12820512820513	0	0	35.8974358974359	0	0	0	0	0	0	0	7.69230769230769	0	0	15.3846153846154	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	105	"AWI"	105	1016	2048	1454	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	115	"AWI"	115	1151	2292	1640	1.86915887850467	0.934579439252336	1.86915887850467	0	0	54.2056074766355	0	0	0	0	0	0	0	1.86915887850467	0	30.8411214953271	7.47663551401869	0.934579439252336	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	125	"AWI"	125	1286	2510	1824	0	0	0	0	0	35.9832635983264	0	0	0	0	0	0.836820083682008	0	0.418410041841004	0.418410041841004	56.0669456066946	6.27615062761506	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	135	"AWI"	135	1433	2712	2010	0	0	0	0	0	24.6817930271168	0	0	0	0	0	0	0	0	0	73.049252905368	1.8262313226342	0	0.442722744881018	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	145	"AWI"	145	1582	2927	2197	1.5625	0.520833333333333	1.5625	0	0	51.5625	0	0	0	0	0	0	0	0.520833333333333	0	37.5	6.77083333333333	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	155	"AWI"	155	1740	3134	2385	0.629722921914358	0.629722921914358	0.629722921914358	0	0	45.3400503778337	0	0	0	2.6448362720403	0	0.629722921914358	0	2.01511335012594	0	40.176322418136	7.30478589420655	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	160	"AWI"	160	1800	3245	2476	1.14996479699601	0.563248063834781	1.14996479699601	0	0	46.9608073222248	0	0	0	0	0	0	0	0.750997418446374	0.187749354611594	46.9608073222248	1.71321286083079	0	0	0.563248063834781
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	165	"AWI"	165	1895	3332	2573	0	0.335570469798658	0	0	0	56.7114093959732	0	0	0	0	0	0	0	0.335570469798658	0	38.255033557047	4.36241610738255	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	175	"AWI"	175	2061	3525	2764	0.204540805890775	0.634076498261403	0.204540805890775	0	0.40908161178155	56.8214358764574	0	0	0	0	0	0	0	0.204540805890775	0.204540805890775	36.2650848844344	3.78400490897934	1.26815299652281	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	185	"AWI"	185	2227	3712	2950	2.56959314775161	1.9271948608137	2.56959314775161	0	0	52.6766595289079	0	0	0	0	0	0	0	0.642398286937901	0	33.8329764453961	4.49678800856531	1.2847965738758	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	190	"AWI"	190	2302	3824	3048	5.68978955572876	0.506625097427903	5.68978955572876	0	0	39.9064692127825	0	0	0	0	0	0	0	0	0	44.037412314887	2.61106780982073	1.55884645362432	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	195	"AWI"	195	2397	3899	3139	6.25	0	6.25	0	0	70.5357142857143	0	0	0	0	0	0	0	0	0	13.3928571428571	1.78571428571429	1.78571428571429	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	205	"AWI"	205	2590	4067	3326	9.85915492957746	0	9.85915492957746	0	1.40845070422535	74.6478873239437	0	0	0	0	0	0	0	0	0	0	4.22535211267606	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	215	"AWI"	215	2779	4239	3512	15.6862745098039	0	15.6862745098039	0	0	60.7843137254902	0	0	0	0	0	0	0	0	0	0	3.92156862745098	3.92156862745098	0	0
