"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Amaranthaceae"	"Asteraceae"	"Carya"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Ficus"	"Malvaceae"	"Myrica"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Salix"
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	1.5	"AWI"	1.5	-52.5	319	132.5	0	25	0	6.25	20.8333333333333	0	0	0	2.08333333333333	2.08333333333333	18.75	0	4.16666666666667	4.16666666666667	16.6666666666667
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	5.5	"AWI"	5.5	38.5	1259.5	640.5	0	85.5555555555556	3.33333333333333	2.22222222222222	1.11111111111111	0	0	0	0	0	5.55555555555556	0	0	0	2.22222222222222
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	10.5	"AWI"	10.5	239	2345	1271.5	0	86.0103626943005	2.59067357512953	0	1.55440414507772	0	0	0	0	0.518134715025907	7.25388601036269	0.518134715025907	1.03626943005181	0	0.518134715025907
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	15.5	"AWI"	15.5	1337	2479	1902	0	96.0264900662252	0	0	0	0	0	0	0	0	3.97350993377483	0	0	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	21	"AWI"	21	2254	2768	2522	0	96.5625	0.3125	0	0	0.3125	0	0	0	0	2.1875	0.3125	0.3125	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	27	"AWI"	27	2547	3224	2892	0	96.3576158940397	0	0	0	0	0.33112582781457	0.33112582781457	0	0	1.98675496688742	0.33112582781457	0.662251655629139	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	29	"AWI"	29	2568	3440	3018	0	91.5750915750916	0	0	0	0	0	0	0	0	7.69230769230769	0	0.732600732600733	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	35	"AWI"	35	3048	3627	3333	0	77.8156996587031	0.68259385665529	0	0	0	0	0	0	0	19.4539249146758	0	1.70648464163823	0	0.341296928327645
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	39	"AWI"	39	3295	3741	3547	0	80.5429864253394	0	0	0	0	0.452488687782805	0	0	0	15.8371040723982	0.904977375565611	2.26244343891403	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	45	"AWI"	45	3411	3826	3640	0	93.1232091690544	0	0	0	0	0	0	0	0	5.44412607449857	0.286532951289398	1.14613180515759	0	0
964	995	"Water Conservation Area 3B, Gumbo Limbo Near Tail"	25.88694	-80.56139	51	"AWI"	51	3483	3877	3689	0.301204819277108	92.4698795180723	0	0	0	0	0	0	0	0.301204819277108	6.02409638554217	0	0.903614457831325	0	0
