"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
214	215	"Arts Lough"	52.95	-6.43333	3	"AWI"	3	141	990	688	14.7887323943662	0	0	0.704225352112676	0	0	8.45070422535211	0	1.40845070422535	0.704225352112676	0	0	0	49.2957746478873	0	4.22535211267606	0	0	0	0	0	0	0	0.704225352112676	0	0	0	0	0	0	0	3.52112676056338	0	0	0	11.9718309859155	0	0	0	0	0	0.704225352112676	0	0	0	0	0	3.52112676056338	0
214	215	"Arts Lough"	52.95	-6.43333	7	"AWI"	7	815	1702	1364	8.64197530864197	0	0.205761316872428	0	0.205761316872428	0	4.32098765432099	0	0	0.205761316872428	0.205761316872428	0	0	25.7201646090535	0	2.05761316872428	31.2757201646091	0	0	0	0.411522633744856	0	0	0	0	0	0	0	1.02880658436214	0	0.205761316872428	1.85185185185185	0	15.0205761316872	0	6.5843621399177	0	0	0	0	0	0.205761316872428	0	0	0	0	0	1.85185185185185	0
214	215	"Arts Lough"	52.95	-6.43333	10	"AWI"	10	1448	1854	1678	8.11688311688312	0	0	0	0	0	6.16883116883117	0	0	0	0	0	0	30.5194805194805	0	3.8961038961039	25.974025974026	0	0	0	0.649350649350649	0	0.324675324675325	0	0	0	0	0	0.974025974025974	0	0	1.94805194805195	0	12.987012987013	0	4.87012987012987	0	0	0	0	0	0	0	0	0.324675324675325	0	0	3.24675324675325	0
214	215	"Arts Lough"	52.95	-6.43333	11	"AWI"	11	1492	1865	1694	10	0.384615384615385	0	0.384615384615385	0	0	9.61538461538462	0	0.384615384615385	0.384615384615385	0	0	0	35.3846153846154	0	5.38461538461539	0	0	0.384615384615385	0	1.92307692307692	0	0	0.384615384615385	0	0	0	0	0	0	1.53846153846154	0.769230769230769	0	22.6923076923077	0	8.07692307692308	0	0	0	0	0	0	0	0	0	0	0	2.30769230769231	0
214	215	"Arts Lough"	52.95	-6.43333	12	"AWI"	12	1534	1878	1711	13.0681818181818	0	0	0	0	0	10.7954545454545	0	1.13636363636364	0	0	0	0	31.25	0	2.84090909090909	0	0	0	0	0.568181818181818	0	0	0	0	0	0	0	0.568181818181818	0	1.13636363636364	4.54545454545455	0	22.7272727272727	0	9.09090909090909	0	0	0	0	0	0	0	0	0	0	0	2.27272727272727	0
214	215	"Arts Lough"	52.95	-6.43333	13	"AWI"	13	1568	1894	1729	11.9469026548673	0	0	0	0.442477876106195	0	6.19469026548673	0	0	0.442477876106195	0	0	0	32.7433628318584	0	3.53982300884956	0	0	0	0	1.76991150442478	0	0	0	0	0	0	0.442477876106195	0	0	0	0.884955752212389	0	27.4336283185841	0	9.29203539823009	0	0	0	0	0	0	0	0.884955752212389	0	0	0	3.98230088495575	0
214	215	"Arts Lough"	52.95	-6.43333	14	"AWI"	14	1596	1915	1748	10.7011070110701	0	0	0.3690036900369	0	0	5.16605166051661	0	0.3690036900369	0.3690036900369	0	0	0	36.90036900369	0	3.690036900369	0	0	0	0	0.3690036900369	0	0	0	0	0	0	0	0	0	0.3690036900369	2.5830258302583	0	21.4022140221402	0	11.070110701107	0	0	0	0	0	0.738007380073801	0	0.3690036900369	0	0	0	5.53505535055351	0
214	215	"Arts Lough"	52.95	-6.43333	16	"AWI"	16	1650	1982	1807	17.7914110429448	0	0	0	0	0	6.13496932515337	0	0	0	0	0.613496932515337	0	51.5337423312883	0	1.84049079754601	0	0	0.613496932515337	0	1.22699386503067	0.613496932515337	0	0	0	0	0	0	0	0	0	1.84049079754601	0	0	0	9.20245398773006	0	0	0	0	0	0	0	0	0	0	0	7.97546012269939	0.613496932515337
214	215	"Arts Lough"	52.95	-6.43333	18	"AWI"	18	1699	2111	1876	12.5874125874126	0	0	0	0	0	7.69230769230769	0	1.3986013986014	0	0	0	0	51.0489510489511	0	4.1958041958042	0	0	0	0.699300699300699	1.3986013986014	0	0	0	0	0	0	0	0.699300699300699	0	0	4.1958041958042	0	0	0	11.1888111888112	0	0	0	0	0	0	0	0.699300699300699	0	0	0	4.1958041958042	0
214	215	"Arts Lough"	52.95	-6.43333	19	"AWI"	19	1720	2183	1909	7.89473684210526	0	0	0.956937799043062	0.478468899521531	0	7.41626794258373	0	0	0.478468899521531	0	0	0	35.1674641148325	0	5.02392344497608	0	0	0	0	1.67464114832536	0	0	0	0	0	0	0	0	0.239234449760766	1.19617224880383	2.87081339712919	0	24.4019138755981	0	7.41626794258373	0	0	0	0	0	0	0	0	0	0	0	4.78468899521531	0
