"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
214	215	"Arts Lough"	52.95	-6.43333	20	"AWI"	20	1738	2272	1942	4.27807486631016	0.53475935828877	0	0	0	0	6.41711229946524	0	0.53475935828877	0	0	0	0	25.1336898395722	0	2.67379679144385	27.2727272727273	0	0	0	0.53475935828877	0	0	0	0	0	0	0	0	0	0	3.74331550802139	0	17.1122994652406	0	8.02139037433155	0	0	0	0	0	0	0.53475935828877	0	0	0	0	3.20855614973262	0
214	215	"Arts Lough"	52.95	-6.43333	21	"AWI"	21	1942	2501	2216	6.00706713780919	0	0	0	0	0	4.24028268551237	0	0.706713780918728	0	0	0	0	23.6749116607774	0	5.30035335689046	26.8551236749117	0	0	0	1.41342756183746	0	0	0	0	0	0	0	4.59363957597173	0	0.353356890459364	2.12014134275618	0	13.0742049469965	0	7.42049469964664	0	0.353356890459364	0	0	0	1.06007067137809	0	0	0	0	0	2.82685512367491	0
214	215	"Arts Lough"	52.95	-6.43333	22	"AWI"	22	2084	2795	2495	6.59340659340659	0.366300366300366	0.366300366300366	0	0.366300366300366	0	4.3956043956044	0	0.366300366300366	0.366300366300366	0	0	0	26.3736263736264	0	3.66300366300366	23.8095238095238	0	0	0	0.366300366300366	0	0.366300366300366	0	0	0	0	0	0	0	0.732600732600733	1.83150183150183	0	20.5128205128205	0	7.32600732600733	0	0	0	0	0	0	0	0	0	0	0	2.1978021978022	0
214	215	"Arts Lough"	52.95	-6.43333	23	"AWI"	23	2209	3105	2767	10.4347826086957	0	0	0	0	0	7.39130434782609	0.434782608695652	0.434782608695652	1.30434782608696	0	0	0	31.7391304347826	0	3.91304347826087	0	0	0	0	0.869565217391304	0	0	0.434782608695652	0	0	0	0	0	0	0.869565217391304	2.60869565217391	0	25.6521739130435	0	8.69565217391304	0	0	0	0	0	0.869565217391304	0	0.869565217391304	0	0	0	3.47826086956522	0
214	215	"Arts Lough"	52.95	-6.43333	25	"AWI"	25	2427	3797	3299	14.2857142857143	0.303951367781155	0	0	0	0	7.29483282674772	0	0	1.21580547112462	0	0	0	32.2188449848024	0	1.51975683890578	0	0	0	0	1.51975683890578	0	0	0	0	0	0	0	0	0	0	1.51975683890578	0	15.5015197568389	0	16.7173252279635	0	0	0	0	0	1.21580547112462	0	0.911854103343465	0.911854103343465	0	0	4.86322188449848	0
214	215	"Arts Lough"	52.95	-6.43333	27	"AWI"	27	3353	3925	3672	18.6594202898551	0	0	0.181159420289855	0	0	4.89130434782609	0	0	1.44927536231884	0	0	0	38.5869565217391	0	1.81159420289855	0	0	0	0	1.26811594202899	0	0	0	8.69565217391304	0	0	0	0	0	0	2.53623188405797	0	0	0	17.3913043478261	0	0	0	0	0	1.26811594202899	0	0.36231884057971	0	0	0	2.89855072463768	0
214	215	"Arts Lough"	52.95	-6.43333	29	"AWI"	29	3675	4565	4064	17.0818505338078	0.355871886120996	0	0	0	0	6.04982206405694	0	0	0.355871886120996	0	0	0	35.2313167259786	0	0.711743772241993	0	0	0.355871886120996	0	2.13523131672598	0	0	0	0	0	0	0	0	0	0	3.55871886120996	0	0	0	23.4875444839858	0	0	0	0	0	0.355871886120996	0	0.355871886120996	1.06761565836299	0	0	8.89679715302491	0
214	215	"Arts Lough"	52.95	-6.43333	35	"AWI"	35	3977	5503	4654	10.7913669064748	0	0	0	0	0	5.75539568345324	0	0	1.07913669064748	0	0	0	33.4532374100719	0	0	0	0	0	0	4.31654676258993	0	0	0.359712230215827	0	0	0	0	0.359712230215827	0	0.359712230215827	1.79856115107914	0	0	0	30.5755395683453	0	0	0	0	0	0.719424460431655	0	0.359712230215827	0	0	0	10.0719424460432	0
214	215	"Arts Lough"	52.95	-6.43333	40	"AWI"	40	4274	5860	5049	13.0434782608696	0	0	0.36231884057971	0	0	10.5072463768116	0	0	0	0	0	0	32.6086956521739	0	0.72463768115942	0	0	0	0	3.6231884057971	0	0	0	0	0	0	0	0	0	0	4.71014492753623	0	0	0	26.4492753623188	0	0	0	0	0	0.72463768115942	0	0	0	0	0	7.2463768115942	0
214	215	"Arts Lough"	52.95	-6.43333	45	"AWI"	45	4606	6151	5435	15.6862745098039	0	0	0	0	0	1.96078431372549	0	0	0	0	0	0	41.8300653594771	0	1.96078431372549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88235294117647	0	0	0	16.9934640522876	0	0	0	0	0	0.65359477124183	0	1.30718954248366	0	0	0	13.7254901960784	0
214	215	"Arts Lough"	52.95	-6.43333	50	"AWI"	50	4984	6432	5822	26.4900662251656	0	0	0	0	0	2.64900662251656	0	0	0	0	0	0	32.4503311258278	0.662251655629139	0.662251655629139	0	0	0.662251655629139	0	0	0	0	0	0	0	0	0	0	0	0	9.27152317880795	0	0	0	13.2450331125828	0	0	0	0	0	0.662251655629139	0	0.662251655629139	0	0	0	12.5827814569536	0
214	215	"Arts Lough"	52.95	-6.43333	58	"AWI"	58	5971	6752	6396	14.2857142857143	0	0	0	0	0	5.91133004926108	0	0	0	0	0	0	26.6009852216749	0	0.492610837438424	3.44827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1970443349754	0	0	0	9.85221674876847	0	0	0	0	0	0.492610837438424	0	0	0	0	0	18.7192118226601	0
214	215	"Arts Lough"	52.95	-6.43333	59	"AWI"	59	6092	6797	6467	13.0177514792899	0	0	0.29585798816568	0.29585798816568	0	9.17159763313609	0	0	0	0	0	0	35.7988165680473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0887573964497	0	0	0	12.7218934911243	0	0	0	0	0	0.29585798816568	0	0.29585798816568	0	0	0.29585798816568	12.7218934911243	0
214	215	"Arts Lough"	52.95	-6.43333	60	"AWI"	60	6167	6867	6543	13.3879781420765	0	0	0.273224043715847	0	0	9.01639344262295	0	0	0	0	0	0	27.0491803278689	0	0.546448087431694	0	0	0	0	0	0	0	0.546448087431694	0	0	0	0	1.63934426229508	0	0	16.6666666666667	0	0	0	15.8469945355191	0	0	0	0	0	1.63934426229508	0	0	0	0	0	13.1147540983607	0.273224043715847
214	215	"Arts Lough"	52.95	-6.43333	62	"AWI"	62	6266	6977	6640	9.91735537190083	0	0	0	0	0	6.19834710743802	0	0	0	0	0	0	38.4297520661157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.595041322314	0	0	0	11.9834710743802	0	0	0	0	0	2.47933884297521	0	0	0	0	0	12.396694214876	0
214	215	"Arts Lough"	52.95	-6.43333	69	"AWI"	69	6474	7574	6939	6.18556701030928	0	0	0	0	0	8.93470790378007	0	0	0	0	0	0	29.553264604811	0	0.343642611683849	0	0	0	0	0.343642611683849	0	0	0	0	0	0	0	0	0	0	30.9278350515464	0	0	0	10.9965635738832	0	0	0	0	0	0.343642611683849	0	0	0	0	0	12.3711340206186	0
214	215	"Arts Lough"	52.95	-6.43333	95	"AWI"	95	7342	9072	8125	0	0	0	0.793650793650794	0	0	7.14285714285714	0	0	0	0	0	0	48.8095238095238	0	0.396825396825397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.92063492063492	0	0	0	10.7142857142857	0	0	0	0	0	3.57142857142857	0	0	0	0	0	18.6507936507937	0
214	215	"Arts Lough"	52.95	-6.43333	130	"AWI"	130	8762	10753	9745	0	0	0	0	0	0	69.0909090909091	0	0	0	0	0	0	0.606060606060606	0	3.03030303030303	0	0	0	0	0	0	0	0	0	5.45454545454545	0	0	0	0	0	1.81818181818182	0	0	0	1.21212121212121	0	0	0	0	0	18.1818181818182	0	0	0	0	0	0.606060606060606	0
214	215	"Arts Lough"	52.95	-6.43333	165	"AWI"	165	10391	12213	11348	0	0	0	0	0.917431192660551	0	23.8532110091743	0.917431192660551	0	0	0	0	1.8348623853211	0	0	29.3577981651376	0	0	0	0	0	0	0	0	0	25.6880733944954	0	0	0	0	0	2.75229357798165	0	0	0	1.8348623853211	0	0	0	9.1743119266055	0	2.75229357798165	0	0	0	0.917431192660551	0	0	0
214	215	"Arts Lough"	52.95	-6.43333	185	"AWI"	185	11406	12994	12279	0	0	0	0	0	0	17.5	0	0	0	0	0	1.25	0	0	18.75	0	0	0	0	0	0	0	0	0	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
