"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Diospyros"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Morus"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhus"	"Rosaceae"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
364	375	"Chatsworth Bog"	40.67552	-88.325062	220	"AWI"	220	4358	5003	4737	0	0	1	4	0	2	44	5	1	16	6	5	0	0	0	56	0	0	6	0	6	0	4	0	0	0	2	1	2	0	0	0	0	9	76	0	0	1	93	0	0	3	0	0	1	0	2	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	240	"AWI"	240	4466	5219	4861	0	1	0	3	1	7	44	2	0	18	2	0	0	1	4	39	0	0	2	0	14	0	1	0	0	1	1	1	0	1	0	0	0	6	51	0	0	1	110	0	0	2	0	0	0	0	12	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	260	"AWI"	260	4577	5452	4980	1	1	2	6	1	3	56	3	2	12	0	0	0	0	1	27	0	0	1	0	14	0	1	0	0	0	2	2	2	0	0	0	11	2	38	0	0	0	112	0	0	11	0	0	1	0	12	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	280	"AWI"	280	4702	5570	5131	0	2	2	3	1	2	45	1	0	7	2	1	0	0	4	56	0	0	0	2	25	0	5	0	0	0	2	3	1	0	0	0	0	9	53	0	0	0	132	0	2	4	0	0	1	0	12	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	300	"AWI"	300	4800	5750	5266	0	1	1	9	0	1	28	3	0	7	6	0	0	0	3	36	0	0	0	2	17	0	4	0	0	0	1	0	6	0	0	1	0	6	33	0	0	0	128	0	0	2	0	0	0	0	34	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	320	"AWI"	320	4941	5843	5408	0	1	1	7	0	5	57	2	0	13	1	0	0	2	4	47	0	0	0	1	19	0	4	0	0	0	0	4	3	0	0	1	4	7	42	0	0	3	109	0	0	5	0	0	2	0	23	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	340	"AWI"	340	5035	5993	5546	0	1	1	8	0	3	65	0	0	15	0	0	0	2	4	74	2	0	3	1	14	0	2	0	0	0	1	0	2	0	0	1	5	12	44	0	0	0	108	0	0	6	0	0	0	0	17	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	360	"AWI"	360	5206	6052	5682	0	2	1	8	0	2	48	0	0	13	1	0	0	1	4	31	1	0	3	1	16	0	4	0	0	0	0	1	4	0	0	0	0	6	39	0	0	0	108	0	1	2	0	0	2	1	21	1	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	380	"AWI"	380	5312	6170	5816	0	0	2	10	0	2	35	3	0	19	3	0	0	0	7	35	0	0	0	1	28	0	4	0	0	0	2	6	2	0	0	0	3	11	22	0	0	0	128	0	0	5	0	0	2	1	15	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	400	"AWI"	400	5586	6229	5931	0	2	0	13	0	4	47	0	0	9	0	0	0	2	3	41	0	0	0	2	19	0	2	0	0	0	0	1	0	0	0	0	0	6	22	0	0	0	132	0	0	2	0	0	2	0	22	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	420	"AWI"	420	5769	6318	6061	0	0	2	10	0	3	0	0	0	14	3	0	0	0	3	17	0	0	0	2	14	0	3	0	0	0	0	4	5	0	0	0	0	8	24	0	0	0	149	0	0	3	0	1	2	0	32	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	440	"AWI"	440	5923	6511	6217	0	3	2	19	0	3	35	1	0	22	4	2	0	0	4	22	0	0	0	5	18	0	6	1	0	0	1	4	5	0	0	0	0	8	18	0	1	0	166	0	0	9	0	1	3	0	39	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	460	"AWI"	460	5985	6860	6362	0	3	0	28	0	3	25	1	0	18	2	0	0	1	0	23	0	0	0	2	10	0	7	0	0	0	0	0	2	0	0	0	0	9	28	0	0	0	141	0	0	3	0	0	1	0	26	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	480	"AWI"	480	6092	7067	6508	0	5	0	16	0	0	47	0	0	19	1	1	0	4	3	30	0	0	0	6	8	0	6	0	0	0	1	2	0	0	0	0	0	2	27	0	0	1	171	0	0	2	0	1	0	0	24	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	500	"AWI"	500	6178	7282	6660	0	5	0	10	1	1	28	3	0	12	2	0	0	3	5	11	0	0	0	1	6	0	5	0	0	0	0	0	3	0	0	0	0	4	27	0	0	0	177	0	1	0	0	1	0	0	20	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	520	"AWI"	520	6312	7451	6817	0	1	1	10	0	4	31	0	0	21	0	1	0	1	3	27	0	0	0	2	15	0	6	0	0	0	0	1	7	0	0	0	2	12	21	0	1	2	146	0	0	3	0	2	0	0	20	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	540	"AWI"	540	6412	7628	6996	0	3	1	10	0	0	22	0	0	18	1	5	0	1	5	18	0	0	0	2	7	0	4	0	0	0	0	2	5	0	0	0	0	13	40	0	0	0	165	0	0	2	0	0	1	1	13	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	560	"AWI"	560	6549	7808	7160	0	4	1	10	0	2	30	1	0	15	4	1	0	2	0	23	0	0	0	3	14	0	5	0	0	0	1	0	4	0	0	0	0	8	23	0	0	0	161	0	0	2	0	0	0	0	24	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	580	"AWI"	580	6678	7927	7335	0	0	1	5	1	1	22	0	0	16	2	0	0	0	0	8	0	0	0	4	14	0	10	1	0	0	1	1	4	0	0	2	0	10	20	0	0	0	185	0	0	0	0	0	0	0	22	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	600	"AWI"	600	6815	8081	7497	0	4	2	6	0	3	0	0	0	21	1	0	0	0	2	15	0	0	0	4	7	0	6	0	0	0	0	0	3	0	0	0	2	5	15	0	0	0	186	0	0	2	0	0	2	1	23	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	620	"AWI"	620	6980	8163	7665	1	2	0	2	0	1	21	0	0	26	3	1	0	5	3	7	0	0	0	0	7	0	9	0	0	0	3	2	5	0	0	0	0	7	14	0	0	0	190	0	0	0	0	0	0	0	34	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	640	"AWI"	640	7137	8297	7827	0	3	0	1	1	2	35	1	0	18	3	0	0	2	0	13	0	0	0	8	12	0	6	0	0	0	2	1	6	0	0	0	0	14	13	0	0	0	146	0	0	6	0	0	0	0	29	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	660	"AWI"	660	7374	8365	7968	1	4	0	1	0	1	37	2	0	13	6	2	0	0	4	9	0	0	0	0	10	0	6	0	0	0	1	1	0	0	0	2	4	8	16	0	0	0	156	0	0	4	0	0	0	0	36	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	680	"AWI"	680	7539	8477	8111	0	1	1	5	1	0	42	0	0	18	2	0	0	2	0	13	0	0	0	3	10	0	4	0	0	0	0	0	2	0	0	0	0	12	22	0	0	0	161	0	1	1	0	0	0	0	29	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	700	"AWI"	700	7851	8545	8248	0	2	0	6	0	0	39	1	0	31	0	0	0	2	1	3	0	0	0	0	9	0	11	0	0	0	0	0	1	0	0	0	0	1	10	0	0	0	217	0	0	2	0	0	1	0	61	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	720	"AWI"	720	8010	8672	8392	0	3	0	5	0	0	39	0	0	20	1	0	0	2	1	7	0	0	0	0	16	0	6	0	0	0	0	0	8	0	0	1	0	2	10	0	0	0	171	0	0	0	0	0	2	0	37	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	740	"AWI"	740	8115	8766	8484	0	1	0	10	0	3	40	1	0	14	2	0	0	5	2	20	0	0	0	1	7	0	6	0	0	0	0	0	7	0	0	2	0	5	23	0	0	1	154	0	0	0	0	0	2	0	21	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	760	"AWI"	760	8178	8991	8565	0	2	3	7	0	3	56	0	0	10	1	0	0	4	1	23	0	0	0	0	16	0	7	0	0	0	1	0	8	0	0	0	0	3	20	0	0	0	130	0	0	3	0	0	1	0	30	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	780	"AWI"	780	8286	9133	8648	0	5	0	4	0	7	49	0	0	20	1	0	0	3	0	31	0	0	0	1	9	0	4	0	0	0	2	0	7	0	0	2	0	3	27	0	0	0	133	0	0	3	0	0	0	0	27	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	800	"AWI"	800	8354	9318	8732	0	1	0	11	0	0	44	0	0	20	0	0	0	3	2	31	0	0	0	1	5	0	5	0	0	0	0	0	6	0	0	1	0	4	26	0	1	0	165	0	0	4	0	0	1	0	26	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	820	"AWI"	820	8447	9430	8820	0	3	0	7	0	0	55	0	0	13	3	0	4	1	1	19	0	0	0	0	11	0	6	0	0	0	0	0	2	0	0	1	0	3	29	1	0	0	167	0	0	2	0	0	2	0	0	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	840	"AWI"	840	8514	9563	8911	0	1	0	3	0	2	57	1	0	5	3	0	1	3	0	38	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	6	24	0	0	1	154	0	0	1	0	2	1	0	17	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	860	"AWI"	860	8590	9697	8992	0	3	0	6	0	5	75	0	0	19	1	0	1	0	0	14	0	0	0	0	11	0	6	0	0	0	2	0	2	0	0	1	0	1	25	0	0	0	135	1	0	1	0	0	0	0	9	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	880	"AWI"	880	8667	9825	9078	0	1	1	3	0	2	73	0	0	17	0	0	0	3	0	30	0	0	0	0	8	0	2	0	0	0	0	0	2	0	0	0	0	3	34	0	0	0	163	0	0	0	0	1	0	0	13	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	900	"AWI"	900	8774	9958	9159	0	0	0	2	0	3	69	0	0	27	0	0	0	2	2	9	0	0	0	0	11	0	4	0	0	0	0	0	3	0	0	0	0	3	18	0	0	0	174	0	0	0	0	0	1	0	19	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	920	"AWI"	920	8856	10082	9244	0	3	1	5	0	2	37	2	0	26	1	0	0	0	1	17	0	0	4	0	8	0	7	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	189	0	1	1	0	1	2	0	19	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	940	"AWI"	940	8993	10196	9326	0	2	0	9	1	3	33	0	0	24	0	0	0	4	1	12	0	0	0	0	9	0	7	0	0	0	0	0	6	0	0	0	0	1	8	1	0	0	167	0	0	0	0	0	1	0	27	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	960	"AWI"	960	9139	10402	9415	0	1	0	2	0	1	47	0	0	24	0	0	0	4	0	2	0	0	0	0	11	0	2	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	191	0	0	1	0	1	3	0	33	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	980	"AWI"	980	9318	10640	9649	0	9	0	2	0	0	0	4	0	22	0	0	0	1	2	4	0	0	0	0	10	1	1	0	0	0	0	0	20	0	0	0	0	5	3	0	0	0	194	0	0	1	0	0	0	0	74	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1000	"AWI"	1000	9488	11281	10164	0	5	0	3	0	1	0	4	0	34	2	0	0	0	1	5	0	0	0	0	20	0	2	0	0	0	0	0	16	0	0	1	0	1	5	0	1	0	151	0	0	0	0	0	3	0	63	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1020	"AWI"	1020	9719	12075	10625	0	2	3	2	0	6	8	2	0	22	1	0	0	7	1	8	0	0	0	0	21	0	2	0	0	0	0	0	24	0	0	1	0	1	1	0	0	0	191	0	0	0	0	0	6	0	74	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1040	"AWI"	1040	10059	12251	11221	0	4	1	3	0	3	11	5	0	16	2	1	0	3	2	11	0	0	0	0	16	0	3	0	0	0	0	0	24	0	0	1	0	0	5	0	0	0	169	0	0	1	0	0	3	0	70	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1060	"AWI"	1060	10330	12636	11808	0	3	1	1	0	1	13	3	0	8	1	0	0	3	0	1	0	0	0	0	18	0	5	0	0	0	0	0	19	0	0	4	0	0	3	0	0	0	125	0	0	0	0	0	3	0	108	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1080	"AWI"	1080	11463	12707	12228	1	2	9	2	0	1	5	7	0	6	1	0	0	6	0	13	0	0	0	0	21	0	1	0	0	0	0	0	14	0	0	0	0	0	6	0	1	0	124	0	1	1	0	0	5	0	99	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1100	"AWI"	1100	12300	12919	12666	1	2	22	2	0	1	8	27	0	6	0	0	0	2	0	6	0	0	0	0	44	0	5	0	1	0	0	0	21	0	0	2	0	0	4	0	0	2	238	0	0	0	0	0	1	0	76	1	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1120	"AWI"	1120	12569	13030	12833	7	0	28	2	0	3	0	6	0	7	0	0	0	0	1	6	0	0	0	0	28	0	0	0	2	0	0	0	4	0	0	9	0	1	2	0	0	0	145	0	0	5	0	0	1	0	47	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1140	"AWI"	1140	12731	13290	12994	3	1	31	6	1	10	12	2	0	4	1	0	0	9	2	16	0	0	0	0	44	0	1	2	5	0	0	0	10	0	0	38	0	0	12	0	0	2	94	0	0	4	0	4	0	0	26	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1160	"AWI"	1160	13063	13752	13337	6	0	20	5	0	8	11	2	0	5	0	0	0	3	0	14	0	0	0	0	40	0	2	0	0	0	0	1	5	0	0	19	0	0	10	0	0	0	125	0	0	6	0	1	0	3	22	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1180	"AWI"	1180	13177	14664	13691	1	1	3	7	1	0	7	0	0	3	0	0	0	7	5	45	0	0	0	2	139	0	1	0	2	0	0	0	10	0	0	22	0	1	17	0	0	0	50	0	0	3	0	1	0	0	9	2	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1200	"AWI"	1200	13809	15563	14725	2	0	4	3	0	8	11	3	1	3	0	0	0	2	2	22	0	0	0	1	132	0	1	0	3	1	0	0	6	0	0	29	0	1	12	0	0	0	56	0	0	2	0	1	0	0	21	1	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1220	"AWI"	1220	14205	16867	16024	0	1	4	4	0	1	6	14	0	1	0	0	0	4	5	35	0	0	0	0	143	0	1	0	2	0	0	0	9	0	0	28	0	0	14	0	0	1	55	0	0	5	0	2	0	0	3	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1240	"AWI"	1240	14733	17597	16834	3	2	3	0	1	3	17	8	0	2	0	0	0	0	2	21	0	0	0	0	28	0	0	2	5	0	0	0	0	0	0	118	0	1	23	0	0	4	46	0	0	5	0	5	0	0	9	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1260	"AWI"	1260	15152	18075	17413	6	0	13	0	0	6	2	4	0	0	0	0	0	0	1	11	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0	267	0	0	7	0	0	0	14	0	0	2	0	1	0	0	2	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	1270	"AWI"	1270	15332	18741	17655	8	0	10	1	0	5	0	5	0	1	0	0	0	0	5	15	0	0	0	0	13	0	0	2	9	0	0	0	0	0	0	211	0	1	11	0	0	3	26	0	0	4	0	1	0	0	1	0	0
