"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acanthaceae"	"Alchornea"	"Amaranthaceae"	"Anthodiscus"	"Apeiba"	"Apiaceae"	"Apocynaceae"	"Araceae"	"Araliaceae"	"Arecaceae"	"Asteraceae"	"Bauhinia"	"Begoniaceae"	"Berberidaceae"	"Bignoniaceae"	"Boraginaceae"	"Bromeliaceae"	"Burseraceae"	"Byrsonima"	"Calophyllaceae"	"Caryocar"	"Caryophyllaceae"	"Cassia"	"Catostemma"	"Cecropia"	"Cedrela"	"Celtis"	"Chrysophyllum"	"Clusia"	"Combretaceae"	"Combretum"	"Commelinaceae"	"Copaifera"	"Cordia"	"Cryosophila"	"Cyperaceae"	"Didymopanax"	"Dilleniaceae"	"Diospyros"	"Ericales"	"Erythroxylum"	"Euphorbiaceae"	"Fabaceae"	"Genipa"	"Gordonia"	"Guarea"	"Hedyosmum"	"Hieronyma"	"Humiriaceae"	"Ilex"	"Iriartea"	"Isoëtes"	"Lacmellea"	"Lamanonia"	"Lamiaceae"	"Loranthaceae"	"Luehea"	"Lythraceae"	"Mabea"	"Macrolobium"	"Malpighiaceae"	"Malvaceae"	"Maripa"	"Mauritia"	"Meliaceae"	"Meliosma"	"Menispermaceae"	"Myrsine"	"Myrtaceae"	"Onagraceae"	"Ouratea"	"Passiflora"	"Paullinia"	"Peraceae"	"Phyllanthaceae"	"Piperaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Pouteria"	"Protium"	"Psychotria"	"Ranunculaceae"	"Roupala"	"Rubiaceae"	"Rutaceae"	"Sapindaceae"	"Sapium"	"Sapotaceae"	"Schizolobium"	"Solanaceae"	"Spondias"	"Symmeria"	"Symphonia"	"Symplocos"	"Tabebuia"	"Tachigali"	"Tapirira"	"Trichilia"	"Urticaceae"	"Verbenaceae"	"Virola"	"Vitaceae"	"Vochysiaceae"	"Weinmannia"
532	547	"Lagoa das Patas"	0.26667	-66.68333	0	"AWI"	0	-135	31	-52	0	58	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	27	0	0	0	0	16	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	52	4	0	0	0	17	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	101	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	5	"AWI"	5	-8	1554	471	0	59	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	0	0	1	11	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	33	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	115	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	10	"AWI"	10	223	2534	1076	0	80	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	4	0	26	1	0	0	0	13	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	48	5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	93	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	15	"AWI"	15	535	3615	1692	0	41	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	35	2	0	0	0	12	0	0	0	3	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	6	0	118	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	20	"AWI"	20	904	4170	2352	0	72	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	45	0	0	0	1	14	0	0	14	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	40	6	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	5	0	132	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	25	"AWI"	25	1355	4705	2970	0	51	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	2	0	11	1	0	0	0	15	0	0	63	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	10	0	0	0	1	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	5	0	38	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	30	"AWI"	30	2007	5164	3548	0	50	0	0	0	0	0	0	0	8	0	5	0	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	15	0	0	39	2	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	55	1	2	0	0	23	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	97	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	35	"AWI"	35	2545	5564	4071	0	39	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	2	0	0	20	0	0	51	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1	1	0	0	16	0	0	0	0	0	0	0	6	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	81	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	40	"AWI"	40	3168	5926	4617	0	40	0	0	1	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	1	0	0	19	0	0	46	1	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	35	11	2	0	0	18	0	0	0	0	0	0	0	4	1	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	41	0	0	0	0	0
532	547	"Lagoa das Patas"	0.26667	-66.68333	45	"AWI"	45	3927	6328	5226	0	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	28	0	0	36	1	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	40	2	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	88	0	0	0	0	0
