"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Betula"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"
996	1028	"Hebron Lake"	58.2	-63.03333	250	"AWI"	250	-146	27	-65	17.6470588235294	1.12044817927171	30.2521008403361	0.280112044817927	24.6498599439776	1.96078431372549	0.840336134453782	14.5658263305322	1.96078431372549	0.840336134453782	0	0	5.32212885154062	0.560224089635854
996	1028	"Hebron Lake"	58.2	-63.03333	260	"AWI"	260	219	1372	645	15.3061224489796	1.02040816326531	34.6938775510204	0	14.2857142857143	0	0	22.4489795918367	1.02040816326531	0	0	2.04081632653061	8.16326530612245	1.02040816326531
996	1028	"Hebron Lake"	58.2	-63.03333	270	"AWI"	270	750	2259	1403	18.6094069529652	0.613496932515337	33.7423312883436	0	13.4969325153374	2.24948875255624	0.204498977505113	21.4723926380368	1.84049079754601	1.02249488752556	0.204498977505113	0.408997955010225	4.08997955010225	2.04498977505112
996	1028	"Hebron Lake"	58.2	-63.03333	280	"AWI"	280	1377	3073	2176	22.1238938053097	0.884955752212389	33.6283185840708	0	12.3893805309735	2.06489675516224	1.17994100294985	17.6991150442478	1.47492625368732	1.76991150442478	0	1.17994100294985	5.30973451327434	0.294985250737463
996	1028	"Hebron Lake"	58.2	-63.03333	290	"AWI"	290	2056	3847	2946	23.0582524271845	0	35.4368932038835	0	11.4077669902913	1.45631067961165	0.728155339805825	18.2038834951456	1.21359223300971	1.69902912621359	0	0.728155339805825	5.09708737864078	0.970873786407767
996	1028	"Hebron Lake"	58.2	-63.03333	300	"AWI"	300	2779	4588	3726	31.9101123595506	0.224719101123596	37.3033707865169	0	7.64044943820225	1.57303370786517	0.224719101123596	13.2584269662921	1.79775280898876	1.12359550561798	0	0.898876404494382	3.82022471910112	0.224719101123596
996	1028	"Hebron Lake"	58.2	-63.03333	310	"AWI"	310	3596	5261	4492	36.3636363636364	0.454545454545455	35.4545454545455	0	7.04545454545454	1.13636363636364	0	10	0.227272727272727	1.59090909090909	0	2.04545454545455	4.77272727272727	0.909090909090909
996	1028	"Hebron Lake"	58.2	-63.03333	320	"AWI"	320	4485	5892	5259	38.8505747126437	0.689655172413793	35.8620689655172	0	5.97701149425287	2.29885057471264	0.229885057471264	5.51724137931035	0.459770114942529	0.689655172413793	0.229885057471264	1.37931034482759	7.35632183908046	0.459770114942529
996	1028	"Hebron Lake"	58.2	-63.03333	330	"AWI"	330	5432	6419	6031	44.2922374429224	0.45662100456621	36.7579908675799	0	6.39269406392694	0.45662100456621	0.228310502283105	2.28310502283105	1.14155251141552	1.82648401826484	0	2.28310502283105	2.73972602739726	1.14155251141552
996	1028	"Hebron Lake"	58.2	-63.03333	335	"AWI"	335	6040	6660	6385	40.3314917127072	0	43.646408839779	0	4.69613259668508	0.276243093922652	0.828729281767956	0.552486187845304	2.20994475138122	1.38121546961326	0	1.65745856353591	1.65745856353591	2.76243093922652
996	1028	"Hebron Lake"	58.2	-63.03333	340	"AWI"	340	6330	7145	6712	14.4736842105263	0.263157894736842	53.9473684210526	0.263157894736842	10.7894736842105	0.526315789473684	0.263157894736842	1.84210526315789	1.57894736842105	6.57894736842105	0	1.84210526315789	1.31578947368421	6.31578947368421
996	1028	"Hebron Lake"	58.2	-63.03333	345	"AWI"	345	6624	7509	7052	7.09459459459459	0	60.8108108108108	0.675675675675676	6.75675675675676	0.337837837837838	1.35135135135135	0	0.337837837837838	5.06756756756757	0	0.337837837837838	4.39189189189189	12.8378378378378
996	1028	"Hebron Lake"	58.2	-63.03333	350	"AWI"	350	6935	7805	7383	13.5542168674699	0.602409638554217	57.2289156626506	0	6.02409638554217	0.903614457831325	2.71084337349398	0.602409638554217	0.903614457831325	7.83132530120482	0	0.903614457831325	4.21686746987952	4.51807228915663
996	1028	"Hebron Lake"	58.2	-63.03333	355	"AWI"	355	7302	8070	7732	8.6687306501548	0.619195046439629	59.1331269349845	0	8.97832817337461	1.23839009287926	0	0.309597523219814	0.928792569659443	1.54798761609907	0.928792569659443	2.1671826625387	4.3343653250774	11.1455108359133
996	1028	"Hebron Lake"	58.2	-63.03333	360	"AWI"	360	7757	8302	8055	13.5416666666667	5.20833333333333	15.625	0	29.1666666666667	3.125	3.125	1.04166666666667	1.04166666666667	6.25	1.04166666666667	6.25	4.16666666666667	10.4166666666667
996	1028	"Hebron Lake"	58.2	-63.03333	365	"AWI"	365	7964	8615	8286	0	7.14285714285714	3.57142857142857	0	55.3571428571429	0	0	0	0	5.35714285714286	5.35714285714286	1.78571428571429	0	21.4285714285714
996	1028	"Hebron Lake"	58.2	-63.03333	380	"AWI"	380	8629	9296	8998	0	3.94736842105263	2.63157894736842	2.63157894736842	13.1578947368421	0	1.31578947368421	0	0	7.89473684210526	0	61.8421052631579	6.57894736842105	0
996	1028	"Hebron Lake"	58.2	-63.03333	400	"AWI"	400	9543	10681	10019	0	0	0	3.03030303030303	33.3333333333333	0	9.09090909090909	0	0	24.2424242424242	3.03030303030303	27.2727272727273	0	0
