"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1556	1598	"Lake LB1"	57.91667	-75.61667	0	"AWI"	0	-144	23	-66	0	0	10.1102941176471	0.735294117647059	0.735294117647059	1.10294117647059	45.2205882352941	0	0	0	0.183823529411765	0.367647058823529	11.7647058823529	5.51470588235294	0	0	0	0	0	0	0	0	18.1066176470588	3.21691176470588	0	0	2.38970588235294	0	0	0	0	0	0	0.551470588235294	0	0	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	6	"AWI"	6	15	1144	544	0	0	10.8251996450754	0.177462289263531	2.66193433895297	2.8393966282165	35.6699201419698	0	0	0	0	0.177462289263531	14.019520851819	5.67879325643301	0	0	0	0	0	0	0	0	23.5137533274179	0	0.177462289263531	0	2.12954747116238	0.177462289263531	0	0	0	0	0	1.77462289263531	0	0	0.177462289263531	0
1556	1598	"Lake LB1"	57.91667	-75.61667	10	"AWI"	10	73	1952	951	0	0	11.8518518518519	0.185185185185185	2.96296296296296	1.85185185185185	36.2962962962963	0	0	0	0	0.37037037037037	10.1851851851852	5.92592592592593	0.185185185185185	0	0.185185185185185	0.37037037037037	0	0	0	0	26.2962962962963	0	0	0	1.85185185185185	0	0	0	0	0	0	1.2962962962963	0	0	0	0.185185185185185
1556	1598	"Lake LB1"	57.91667	-75.61667	14	"AWI"	14	756	2057	1353	0	0	13.1578947368421	0	1.40350877192982	1.92982456140351	38.7719298245614	0	0	0	0	0.526315789473684	9.64912280701754	5.26315789473684	0	0	0	0	0	0.175438596491228	0	0	26.140350877193	0	0.350877192982456	0	1.40350877192982	0	0	0.175438596491228	0	0	0	0.526315789473684	0	0.175438596491228	0.350877192982456	0
1556	1598	"Lake LB1"	57.91667	-75.61667	20	"AWI"	20	1440	2412	2003	0	0	13.9452780229479	0.353045013239188	1.41218005295675	1.05913503971756	34.77493380406	0	0	0	0.176522506619594	1.41218005295675	6.88437775816417	4.41306266548985	0	0	0	0	0	0	0	0	30.3618711385702	3.0891438658429	0	0	1.41218005295675	0	0	0	0	0	0	0.706090026478376	0	0	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	24	"AWI"	24	1582	2508	2116	0	0	9.98487140695915	0	1.51285930408472	1.51285930408472	30.4084720121029	0	0	0	0	0.605143721633888	7.5642965204236	4.53857791225416	0	0	0	0	0.151285930408472	0	0.151285930408472	0.302571860816944	41.1497730711044	0	0.151285930408472	0	0.75642965204236	0	0	0	0.453857791225416	0	0	0.605143721633888	0	0.151285930408472	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	30	"AWI"	30	1729	2817	2269	0	0	9.55465587044534	0	1.61943319838057	1.1336032388664	37.246963562753	0	0	0	0	0.647773279352227	5.66801619433198	5.50607287449393	0	0	0	0	0	0	0	0	36.1943319838057	0	0	0	1.94331983805668	0	0.161943319838057	0	0	0	0	0.161943319838057	0	0	0	0.161943319838057
1556	1598	"Lake LB1"	57.91667	-75.61667	34	"AWI"	34	1867	2910	2386	0	0	15.9420289855072	0	1.0351966873706	0	37.888198757764	0	0	0	0	0.82815734989648	5.79710144927536	4.55486542443064	0	0	0	0	0	0	0	0	32.5051759834368	0	0	0	0.82815734989648	0	0	0.20703933747412	0	0	0	0.41407867494824	0	0	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	40	"AWI"	40	1999	3151	2551	0	0	16.374269005848	0.146198830409357	1.90058479532164	0.87719298245614	40.6432748538012	0	0	0.146198830409357	0	0.730994152046784	5.99415204678363	4.53216374269006	0	0	0	0.146198830409357	0	0	0	0.146198830409357	25.5847953216374	0	0	0	1.16959064327485	0	0	0.146198830409357	0	0	0	1.31578947368421	0	0	0	0.146198830409357
1556	1598	"Lake LB1"	57.91667	-75.61667	46	"AWI"	46	2192	3305	2720	0	0.165425971877585	10.5872622001654	0.33085194375517	1.32340777502068	0	37.8825475599669	0	0	0	0	0.827129859387924	5.78990901571547	2.31596360628619	0	0	0	0	0	0	0	0	36.8899917287014	1.73697270471464	0.496277915632754	0	0.827129859387924	0	0	0	0	0	0	0.661703887510339	0	0.165425971877585	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	50	"AWI"	50	2268	3440	2836	0	0	14.4513826940232	0	1.42729705619982	1.6057091882248	39.607493309545	0	0	0	0	0.535236396074933	7.13648528099911	4.10347903657449	0	0	0.178412132024978	0	0	0	0	0.178412132024978	26.4942016057092	1.6057091882248	0.178412132024978	0	1.07047279214987	0	0	0	0	0.178412132024978	0	1.24888492417484	0	0	0	0
1556	1598	"Lake LB1"	57.91667	-75.61667	56	"AWI"	56	2531	3586	2997	0	0	12.8367670364501	0	1.26782884310618	1.10935023771791	37.0839936608558	0	0	0	0	0.158478605388273	5.38827258320127	4.5958795562599	0	0	0	0	0	0	0	0	35.3407290015848	0	0	0.158478605388273	0.950871632329636	0	0	0	0	0	0	0.950871632329636	0	0	0	0.158478605388273
