"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Amaranthaceae"	"Apiaceae"	"Asparagaceae"	"Asphodelaceae"	"Asteliaceae"	"Asteraceae"	"Banksia"	"Brassicaceae"	"Callitris"	"Caryophyllaceae"	"Casuarina (<23 µm)"	"Casuarina (>23 µm)"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ericales"	"Eucalyptus"	"Exocarpos"	"Fabaceae"	"Geraniaceae"	"Goodeniaceae"	"Grevillea"	"Hakea"	"Haloragaceae"	"Hibbertia"	"Lamiaceae"	"Liliaceae"	"Lomatia"	"Malvaceae"	"Montiaceae"	"Myrtaceae"	"Nothofagus"	"Phyllocladus"	"Picrodendraceae"	"Pinus"	"Pittosporaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Proteaceae"	"Ranunculaceae"	"Restionaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Stylidiaceae"
1583	1630	"Lake George"	-35.111608	149.418218	0	"AWI"	0	-151	14	-69	0	56.9230769230769	0	0	0	0	9.23076923076923	0	0	0	0	0	0	1.53846153846154	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0	0	0	1.53846153846154	0	0	0	0	0	6.15384615384615	0	0	16.9230769230769	0	0	0	6.15384615384615	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	5	"AWI"	5	598	771	682	0	29.5774647887324	0	0	0	0	0	0	0	2.8169014084507	0	0	1.40845070422535	0	0	0	0	0	12.6760563380282	0	0	1.40845070422535	0	0	2.8169014084507	0	0	5.63380281690141	0	0	0	0	0	0	0	0	0	0	38.0281690140845	0	0	0	4.22535211267606	1.40845070422535	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	10	"AWI"	10	1313	1560	1432	0	19.7424892703863	0	0	0	0	18.8841201716738	0	0	0.429184549356223	0.429184549356223	0.858369098712446	0	1.71673819742489	0	0	0	0	3.00429184549356	0	0.858369098712446	0	0	0	3.00429184549356	0	0.429184549356223	0.429184549356223	0	0	0	0	0	0	0	0	0	0.429184549356223	45.9227467811159	0	0	0	1.71673819742489	0	0	0	2.14592274678112	0
1583	1630	"Lake George"	-35.111608	149.418218	15	"AWI"	15	2019	2366	2183	0	20.6611570247934	0	0	0	0	24.7933884297521	0	0	0	0	0.826446280991736	0	2.47933884297521	0	0	0	0	2.47933884297521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65289256198347	47.1074380165289	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	20	"AWI"	20	2716	3176	2932	0	9.18367346938776	0	0	0	0	17.0068027210884	0	0	0	0	2.04081632653061	0	1.36054421768707	0	0	0	0	1.02040816326531	0	0	0	2.04081632653061	0	1.70068027210884	0	0	1.70068027210884	0	0	0	0	0	0	0	0	0	0.340136054421769	62.2448979591837	0	0	0	1.02040816326531	0	0	0	0.340136054421769	0
1583	1630	"Lake George"	-35.111608	149.418218	30	"AWI"	30	4109	4721	4401	0	8.23529411764706	0	0	0	0	12.9411764705882	0	0	0	1.17647058823529	1.76470588235294	0	1.76470588235294	0	0	0	0	2.35294117647059	0	0.588235294117647	0	0	0	2.94117647058824	0	0	1.17647058823529	0	0	0	0	0	0	0	0	0	1.76470588235294	61.1764705882353	0	0	0	0	0	0	0	0	4.11764705882353
1583	1630	"Lake George"	-35.111608	149.418218	40	"AWI"	40	5183	6017	5720	0	6.79012345679012	0	0	0	0	0	0	0	0	0	2.46913580246914	0	2.46913580246914	0	0	0	0	1.85185185185185	0	0	0	0	0	0	0	0	2.46913580246914	0	0	0	0	0	0	0	0	0	1.85185185185185	75.3086419753086	0	0	0	0	0	0	0	0	6.79012345679012
1583	1630	"Lake George"	-35.111608	149.418218	45	"AWI"	45	5615	6752	6375	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
1583	1630	"Lake George"	-35.111608	149.418218	50	"AWI"	50	6018	7520	7026	0	5.66037735849057	0	0	0	0	0	0	0	0	0	0	0	2.83018867924528	0	0	0	0	2.83018867924528	0	0	0.943396226415094	0	0	1.88679245283019	0	0	5.66037735849057	0	0	0	0	0	0	0	0	0	8.49056603773585	68.8679245283019	0	0	0	0	0	0	0	0	2.83018867924528
1583	1630	"Lake George"	-35.111608	149.418218	55	"AWI"	55	6432	8298	7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
