"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
353	361	"Chase Pond"	45.65139	-60.675	511	"AWI"	511	11279	12189	11630	0	0	2.13903743315508	0	0	0	2.67379679144385	34.4919786096257	0	0	0	0	0	0	0.267379679144385	3.47593582887701	0	5.3475935828877	0.802139037433155	0	1.06951871657754	0.267379679144385	3.47593582887701	0	0.267379679144385	29.144385026738	0	0.267379679144385	1.33689839572193	7.2192513368984	0	4.01069518716578	0	1.33689839572193	0	0	2.40641711229947	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	514	"AWI"	514	11362	12320	11729	0	0	4.23728813559322	0	0	1.27118644067797	0	37.7118644067797	0	0	0.423728813559322	0	0	0	0.423728813559322	10.1694915254237	0.423728813559322	3.38983050847458	2.54237288135593	0	0.423728813559322	0	2.54237288135593	0	0	1.69491525423729	0	0.423728813559322	0	11.864406779661	0	13.5593220338983	0	3.8135593220339	0	0	4.66101694915254	0	0	0	0.423728813559322	0	0
353	361	"Chase Pond"	45.65139	-60.675	516	"AWI"	516	11484	12372	11793	0.342465753424658	0	3.42465753424658	0	0	0.684931506849315	0	32.5342465753425	0	0	0.342465753424658	0.342465753424658	0	0.342465753424658	0.342465753424658	19.8630136986301	0	5.47945205479452	3.76712328767123	0	0.342465753424658	0	4.45205479452055	0	0	2.73972602739726	0.342465753424658	0	0	9.58904109589041	0	8.21917808219178	0	1.02739726027397	0	0.684931506849315	5.13698630136986	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	517	"AWI"	517	11525	12401	11830	0	0	0	0	0	1.35135135135135	0	26.0135135135135	1.01351351351351	0	0.675675675675676	0.337837837837838	0	0	0	29.3918918918919	0	4.05405405405405	5.40540540540541	0	0	0	3.37837837837838	0	0	3.04054054054054	0.337837837837838	0.675675675675676	0	7.43243243243243	0	8.10810810810811	0	1.01351351351351	0	1.01351351351351	6.08108108108108	0	0	0	0	0.675675675675676	0
353	361	"Chase Pond"	45.65139	-60.675	518	"AWI"	518	11555	12444	11870	0	0	7.77777777777778	0	0	3.7037037037037	2.22222222222222	21.4814814814815	0	0	0	1.11111111111111	0	0	0.37037037037037	23.3333333333333	0	1.48148148148148	0.37037037037037	0	0	0	10.7407407407407	0	0.37037037037037	0	0	0	0	12.2222222222222	0	3.7037037037037	0	1.48148148148148	0	2.59259259259259	5.92592592592593	0	0.37037037037037	0	0.37037037037037	0.37037037037037	0
353	361	"Chase Pond"	45.65139	-60.675	519	"AWI"	519	11585	12501	11910	0	0	0	0.374531835205993	0	3.37078651685393	1.12359550561798	19.1011235955056	0	0	2.24719101123596	0	0	0	0	32.2097378277154	1.49812734082397	1.49812734082397	0.749063670411985	0	0.374531835205993	0	6.74157303370786	0	0	0.374531835205993	0.374531835205993	0	0	19.4756554307116	0	1.87265917602996	0	0.374531835205993	0	2.62172284644195	4.8689138576779	0	0.374531835205993	0	0.374531835205993	0	0
353	361	"Chase Pond"	45.65139	-60.675	521	"AWI"	521	11754	12614	12102	0.4149377593361	0	0	0	0	4.5643153526971	0	19.9170124481328	0	0	1.2448132780083	0	0	0	0	25.7261410788382	0.4149377593361	0	0.4149377593361	0	0.4149377593361	0	9.12863070539419	0	0	1.2448132780083	0	0.4149377593361	0	17.4273858921162	0	5.39419087136929	0	0.4149377593361	0	3.3195020746888	8.29875518672199	0	1.2448132780083	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	523	"AWI"	523	11825	12787	12299	0	0	0	0	0	3.79746835443038	0	17.4050632911392	0	0	1.26582278481013	0	0	0	0	27.2151898734177	0.632911392405063	3.16455696202532	0.632911392405063	0	0	0	8.54430379746835	0	0	0.632911392405063	0	0.316455696202532	0	18.9873417721519	0	2.84810126582278	0	0.316455696202532	0	4.74683544303798	8.86075949367089	0	0.316455696202532	0	0.316455696202532	0	0
353	361	"Chase Pond"	45.65139	-60.675	525	"AWI"	525	11991	12951	12467	0	0	9.12863070539419	0	0	4.5643153526971	0	12.0331950207469	0	0	2.9045643153527	0.4149377593361	0	0	0.4149377593361	22.8215767634855	0.4149377593361	1.2448132780083	0	0	0	0	10.7883817427386	0	0.4149377593361	0	0	0	0	17.8423236514523	0	6.22406639004149	0	0	0	0.4149377593361	9.12863070539419	0	1.2448132780083	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	529	"AWI"	529	12293	13144	12827	0	0	6.94444444444444	0	0	6.94444444444444	0	6.94444444444444	0	0	0.694444444444444	0	0	0	0.694444444444444	28.125	0.694444444444444	2.08333333333333	0.347222222222222	0	0	0	10.0694444444444	0	0.347222222222222	0.694444444444444	0	0	7.63888888888889	13.8888888888889	0	3.125	0	0	0	5.20833333333333	4.86111111111111	0	0	0	0	0.694444444444444	0
353	361	"Chase Pond"	45.65139	-60.675	532	"AWI"	532	12703	13201	12996	0	0	0	0	0	4.62633451957295	3.55871886120996	12.0996441281139	0	0	2.49110320284698	0	0	0	0.355871886120996	30.9608540925267	2.13523131672598	2.49110320284698	0	0	0	0	7.11743772241993	0	0	0.355871886120996	0	0.355871886120996	0	19.2170818505338	0	3.91459074733096	0	0	0	0.711743772241993	8.89679715302491	0	0.355871886120996	0	0	0.355871886120996	0
353	361	"Chase Pond"	45.65139	-60.675	533	"AWI"	533	12784	13238	13062	0.327868852459016	0	3.9344262295082	0.327868852459016	0	1.63934426229508	1.9672131147541	8.19672131147541	0.327868852459016	0	2.29508196721311	0	0	0	0.655737704918033	37.3770491803279	0.327868852459016	1.31147540983607	0	0	0.327868852459016	0	9.18032786885246	0	0.655737704918033	1.31147540983607	0	0.983606557377049	3.9344262295082	11.4754098360656	0	7.86885245901639	0	0.327868852459016	0	0	5.24590163934426	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	534	"AWI"	534	12837	13313	13119	0	0	0	0.778210116731518	0	4.28015564202335	2.33463035019455	20.2334630350195	0	0	1.55642023346304	0	0	0	0.778210116731518	36.9649805447471	0.389105058365759	5.83657587548638	0	0	0	0	3.50194552529183	0	0	0.778210116731518	0	0.389105058365759	5.83657587548638	0	0	6.22568093385214	0	0.389105058365759	0	0	9.33852140077821	0	0	0	0.389105058365759	0	0
353	361	"Chase Pond"	45.65139	-60.675	535	"AWI"	535	12884	13328	13141	0.303951367781155	0	2.73556231003039	0.303951367781155	0	3.3434650455927	2.12765957446809	17.3252279635258	0	0	0.60790273556231	0	0	0	0.303951367781155	30.6990881458967	0.60790273556231	4.55927051671733	0	0	0	0	3.03951367781155	0	0	1.51975683890578	0	0.60790273556231	3.03951367781155	13.3738601823708	0	6.68693009118541	0	0.911854103343465	0	0	7.59878419452887	0	0	0	0	0.303951367781155	0
353	361	"Chase Pond"	45.65139	-60.675	536	"AWI"	536	12917	13350	13162	0	0	0	1.17647058823529	0	4.31372549019608	0	30.9803921568627	0	0	2.35294117647059	0	0	0	0.392156862745098	34.5098039215686	0	4.70588235294118	1.56862745098039	0	0	0	2.74509803921569	0	0	1.56862745098039	0	0	5.09803921568627	0	0	5.49019607843137	0	1.17647058823529	0	0	3.92156862745098	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	538	"AWI"	538	12969	13403	13210	0	0	0	0.313479623824451	0	0	1.56739811912226	40.4388714733542	0	0	0.313479623824451	0	0	0	0	22.257053291536	0	4.70219435736677	0	0	0	0.313479623824451	1.25391849529781	0	0	0.626959247648903	0	1.25391849529781	5.01567398119122	9.40438871473354	0	5.32915360501567	0	1.25391849529781	0	0	5.01567398119122	0	0.313479623824451	0	0	0.626959247648903	0
353	361	"Chase Pond"	45.65139	-60.675	540	"AWI"	540	13063	13460	13264	0	0	0	0	0	0.655737704918033	0	44.2622950819672	0	0	0.327868852459016	0	0	0	0.983606557377049	19.672131147541	0.655737704918033	7.86885245901639	0	0	0.327868852459016	0	1.9672131147541	0	0.983606557377049	3.60655737704918	0	0	4.91803278688525	0	0	7.54098360655738	0	1.31147540983607	0	0	4.91803278688525	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	542	"AWI"	542	13167	13545	13327	0	0	0	0	0	0.719424460431655	0	38.4892086330935	0	0	0.359712230215827	0	0	0	1.43884892086331	21.9424460431655	0	5.39568345323741	0	0	0.359712230215827	0	1.43884892086331	0	0.359712230215827	6.47482014388489	0	0.359712230215827	6.11510791366906	0	0	10.0719424460432	0	1.43884892086331	0	0	4.67625899280576	0	0	0	0	0.359712230215827	0
353	361	"Chase Pond"	45.65139	-60.675	546	"AWI"	546	13349	13978	13632	0	0	0	0.328947368421053	0	2.30263157894737	0	39.8026315789474	0.328947368421053	0	0.328947368421053	0.328947368421053	0	0	0.328947368421053	24.0131578947368	0.328947368421053	2.30263157894737	0.986842105263158	0	0	0	1.97368421052632	0	0	3.28947368421053	0	0.328947368421053	6.25	0	0	8.88157894736842	0	2.63157894736842	0	0	5.26315789473684	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	548	"AWI"	548	13407	14452	13857	0.769230769230769	0	0	0	0	0.384615384615385	0	33.4615384615385	0.384615384615385	0	0.769230769230769	0	0	0	2.69230769230769	30	0.384615384615385	0.769230769230769	0	0	0	0	6.15384615384615	0	1.53846153846154	1.15384615384615	0	0.384615384615385	5.38461538461539	0	0	9.23076923076923	0	0.769230769230769	0	0	5.76923076923077	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	552	"AWI"	552	13876	14834	14352	0	0	0	0	0	0.743494423791822	0	39.0334572490706	0	0	0.743494423791822	0	0	0.371747211895911	0.371747211895911	30.4832713754647	0	2.23048327137546	0.371747211895911	0	0.371747211895911	0	1.11524163568773	0	0	2.60223048327138	0	0.743494423791822	6.69144981412639	0	0	7.43494423791822	0	0.371747211895911	0	0	6.31970260223048	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	556	"AWI"	556	14322	15160	14857	0	0	0	0	0	0.900900900900901	5.10510510510511	47.4474474474475	0	0	0	0	0	0.3003003003003	3.3033033033033	9.30930930930931	0.3003003003003	2.1021021021021	0.3003003003003	0	0	0	3.003003003003	0	0.3003003003003	5.10510510510511	0	1.5015015015015	0	7.50750750750751	0	2.7027027027027	0	0.900900900900901	0	0	9.00900900900901	0	0	0	0.3003003003003	0.600600600600601	0
353	361	"Chase Pond"	45.65139	-60.675	560	"AWI"	560	14602	15849	15202	0	0	0	0	0.324675324675325	3.8961038961039	0	53.2467532467532	0.324675324675325	0	0.974025974025974	0	0	0	0.649350649350649	12.012987012987	0.649350649350649	1.62337662337662	0	0	0	0	2.27272727272727	0	0.324675324675325	3.8961038961039	0.324675324675325	0.974025974025974	0	6.16883116883117	0	3.24675324675325	0	0.974025974025974	0	0	7.79220779220779	0	0.324675324675325	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	566	"AWI"	566	15006	16444	15722	0	0	0	0	0	11.2280701754386	0	29.4736842105263	0	0	1.75438596491228	0	0	0	0	18.2456140350877	1.75438596491228	2.45614035087719	0	0	0	0	4.21052631578947	0	0.701754385964912	4.21052631578947	0	2.80701754385965	0	9.12280701754386	0	4.56140350877193	0	1.05263157894737	0	0	8.07017543859649	0	0	0	0	0	0.350877192982456
353	361	"Chase Pond"	45.65139	-60.675	574	"AWI"	574	15652	17040	16455	0	0	0	0	1.0752688172043	2.8673835125448	0	13.2616487455197	0.3584229390681	0	0.3584229390681	0	0	0.716845878136201	1.7921146953405	29.0322580645161	5.73476702508961	3.9426523297491	1.7921146953405	0	0	0	3.9426523297491	0	1.0752688172043	5.37634408602151	0	1.4336917562724	0	0	0	10.752688172043	0	2.5089605734767	0	0	13.6200716845878	0	0	0	0	0.3584229390681	0
353	361	"Chase Pond"	45.65139	-60.675	580	"AWI"	580	16395	17326	16948	0	0	0	0	0	1.74672489082969	2.62008733624454	8.29694323144105	0	0	0.436681222707424	0	0	0.873362445414847	2.62008733624454	23.5807860262009	6.55021834061135	4.80349344978166	0.436681222707424	0	0	0	7.4235807860262	0.873362445414847	0.873362445414847	4.80349344978166	0.436681222707424	1.31004366812227	4.80349344978166	0	0	9.1703056768559	0	0.436681222707424	0	0	17.9039301310044	0	0	0	0	0	0
353	361	"Chase Pond"	45.65139	-60.675	582	"AWI"	582	16492	17527	17065	0	0	0	0	0.851063829787234	4.68085106382979	3.82978723404255	13.6170212765957	0	0	0	0	0	0	0	24.6808510638298	10.6382978723404	5.53191489361702	0	0	0.425531914893617	0	5.95744680851064	0	0	3.82978723404255	0	2.12765957446809	0	0	0.425531914893617	1.27659574468085	0	3.82978723404255	0	0	17.8723404255319	0	0	0	0	0.425531914893617	0
353	361	"Chase Pond"	45.65139	-60.675	584	"AWI"	584	16568	17846	17169	0	0	0	0	0	2.18181818181818	2.54545454545455	10.9090909090909	0	0	0.727272727272727	0	0	0.363636363636364	0.363636363636364	12	11.2727272727273	6.18181818181818	0	0	0.727272727272727	0.363636363636364	4.36363636363636	0.363636363636364	0	0	0.363636363636364	2.54545454545455	9.81818181818182	14.5454545454545	1.45454545454545	1.09090909090909	0	4.72727272727273	0	0	10.5454545454545	0	0	0	0	2.54545454545455	0
353	361	"Chase Pond"	45.65139	-60.675	586	"AWI"	586	16662	17993	17287	0	0	3.125	0.520833333333333	0.520833333333333	5.20833333333333	3.64583333333333	17.1875	0	0.520833333333333	0.520833333333333	0	0	0	0	19.7916666666667	0	3.64583333333333	0	0	0.520833333333333	0	9.375	0	0	0	0.520833333333333	2.08333333333333	0	0	1.04166666666667	3.64583333333333	0	3.125	0	0	23.9583333333333	0	0	0.520833333333333	0	0.520833333333333	0
