"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	30	"AWI"	30	70	697	330	33	2	5	35	0	48	1	6	17	6	11	0	0	0	0	12	74	3	2	0	0	3	14	2	0
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	70	"AWI"	70	483	1230	862	10	2	2	18	0	30	0	0	12	44	8	0	0	2	1	7	52	3	1	0	0	0	2	0	0
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	120	"AWI"	120	1320	1745	1499	34	2	3	40	0	62	2	7	10	54	26	0	0	0	0	14	66	2	14	0	0	2	18	0	0
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	220	"AWI"	220	2709	3462	3022	23	2	0	46	15	62	4	0	11	9	10	0	0	0	1	10	70	4	6	0	2	0	14	2	0
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	270	"AWI"	270	3494	4984	4164	23	2	2	44	0	57	2	0	13	50	6	0	0	0	0	10	120	3	6	0	0	2	15	2	1
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	350	"AWI"	350	5292	6798	5991	22	2	2	30	0	46	0	0	13	78	6	0	1	0	2	15	50	6	15	0	0	28	14	0	1
1524	1562	"Bol'shaya Kuropatoch'ya River (KUROP7)"	70.66667	156.75	400	"AWI"	400	6207	8546	7236	31	4	5	38	0	34	3	0	30	20	12	0	0	0	2	5	82	2	0	0	2	0	8	6	0
