"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"
528	543	"Cygnet Lake Fen"	44.65	-110.6	0	"AWI"	0	-147	24	-55	0.746268656716418	0	0	1.11940298507463	0	8.95522388059701	0	0	0	0	0	0	4.66417910447761	0.186567164179104	0	0	0.373134328358209	0	0.186567164179104	0	0.186567164179104	0.373134328358209	0.373134328358209	80.2238805970149	0.186567164179104	1.67910447761194	0	0	0.373134328358209	0.186567164179104	0	0	0	0	0	0	0	0	0.186567164179104	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	20	"AWI"	20	29	903	343	0.657894736842105	0	0.328947368421053	0.657894736842105	0	7.89473684210526	0	0	0	0	0.328947368421053	0.328947368421053	3.28947368421053	0	0	0	0.657894736842105	0	0.328947368421053	0	0	0	0.657894736842105	81.25	0	2.30263157894737	0	0	0.328947368421053	0.328947368421053	0	0	0	0	0	0.657894736842105	0	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	37	"AWI"	37	272	1269	728	0.200803212851406	0	0.200803212851406	1.60642570281124	0	8.63453815261044	0	0.200803212851406	0	0	0	0	1.80722891566265	0	0	0	0	0	0	0	0	0.401606425702811	0.401606425702811	82.9317269076305	0	2.81124497991968	0	0	0	0	0	0	0	0	0.200803212851406	0.200803212851406	0.200803212851406	0	0.200803212851406	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	60	"AWI"	60	660	1749	1230	1.25944584382872	0	0.251889168765743	1.00755667506297	0	7.80856423173804	0	0	0	0	0	0	1.00755667506297	0	0	0	0	0	0	0	0	0.251889168765743	0.503778337531486	80.8564231738035	0	5.54156171284635	0	0	0.251889168765743	0	0	0	0	0	0	0.251889168765743	1.00755667506297	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	80	"AWI"	80	1138	2090	1681	0.421052631578947	0	0	0.842105263157895	0	9.26315789473684	0	0	0.210526315789474	0	0	0	2.31578947368421	0.210526315789474	0	0	0	0.210526315789474	0	0	0	0	0.210526315789474	80.8421052631579	0	3.36842105263158	0	0	1.47368421052632	0.210526315789474	0	0	0	0	0	0.210526315789474	0.210526315789474	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	100	"AWI"	100	1756	2318	2096	0.44543429844098	0	0	1.33630289532294	0	10.467706013363	0	0	0	0.22271714922049	0	0.22271714922049	3.56347438752784	0	0.22271714922049	0	0	0	0	0	0	0.44543429844098	0.66815144766147	74.1648106904232	0	6.01336302895323	0	0	1.33630289532294	0	0	0	0	0	0	0.44543429844098	0	0	0.22271714922049	0	0.22271714922049
528	543	"Cygnet Lake Fen"	44.65	-110.6	110	"AWI"	110	2089	2670	2341	1.06157112526539	0	0.636942675159236	2.33545647558386	0.212314225053079	11.4649681528662	0	0	0	0	0	0	1.48619957537155	0	0	0	0.636942675159236	0	0	0.212314225053079	0	0.212314225053079	0	74.7346072186836	0	5.30785562632696	0	0	0	0.212314225053079	0	0.212314225053079	0	0	0	0.636942675159236	0	0	0.212314225053079	0	0.424628450106157
528	543	"Cygnet Lake Fen"	44.65	-110.6	135	"AWI"	135	2515	3864	3055	0.659340659340659	0	0.43956043956044	1.75824175824176	0.43956043956044	12.7472527472527	0	0	0	0	0	0	8.79120879120879	0	0	0	0.43956043956044	0	0	0	0	0.21978021978022	0.659340659340659	65.4945054945055	0.21978021978022	6.37362637362637	0	0	0.43956043956044	0.21978021978022	0	0	0	0	0	0.659340659340659	0.21978021978022	0	0	0	0.21978021978022
528	543	"Cygnet Lake Fen"	44.65	-110.6	150	"AWI"	150	2814	4398	3522	0.578871201157742	0	0	1.88133140376266	0.144717800289436	9.11722141823444	0	0.144717800289436	0	0	0	0	3.32850940665702	0.144717800289436	0	0	0	0	0.144717800289436	0	0	0.144717800289436	0.578871201157742	78.0028943560058	0.144717800289436	5.20984081041968	0	0	0	0	0	0	0	0	0	0.289435600578871	0.144717800289436	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	170	"AWI"	170	3272	4992	4126	1.10935023771791	0.158478605388273	0.316957210776545	1.26782884310618	0	8.24088748019017	0	0	0	0	0.158478605388273	0	2.85261489698891	0	0	0	0	0	0	0	0	0.158478605388273	0.63391442155309	77.0206022187005	0	6.18066561014263	0	0	0.316957210776545	0.316957210776545	0	0	0	0	0	0.950871632329636	0	0	0.158478605388273	0	0.158478605388273
528	543	"Cygnet Lake Fen"	44.65	-110.6	190	"AWI"	190	3819	5503	4751	0.857142857142857	0	0.142857142857143	1.57142857142857	0.142857142857143	10.7142857142857	0	0	0.142857142857143	0.142857142857143	0	0	1.28571428571429	0	0	0	0.857142857142857	0	0	0	0	0.285714285714286	0.571428571428571	79	0	3.28571428571429	0	0	0.285714285714286	0.142857142857143	0	0	0	0	0	0	0.142857142857143	0	0.142857142857143	0	0.285714285714286
528	543	"Cygnet Lake Fen"	44.65	-110.6	210	"AWI"	210	4542	5922	5402	0.573394495412844	0.114678899082569	0.229357798165138	2.40825688073395	0	11.0091743119266	0	0.114678899082569	0	0	0	0.229357798165138	1.37614678899083	0.458715596330275	0	0.229357798165138	0.229357798165138	0	0	0	0	0.458715596330275	0.688073394495413	76.605504587156	0	3.21100917431193	0	0	1.03211009174312	0	0	0	0	0	0	0.114678899082569	0.229357798165138	0	0.458715596330275	0	0.229357798165138
528	543	"Cygnet Lake Fen"	44.65	-110.6	230	"AWI"	230	5629	6233	5993	0.248138957816377	0	0.496277915632754	3.84615384615385	0.124069478908189	12.1588089330025	0	0	0.124069478908189	0	0	0.124069478908189	1.36476426799007	0.248138957816377	0	0	0.248138957816377	0	0	0	0	0.372208436724566	0.992555831265509	75.9305210918114	0	2.23325062034739	0	0	0.124069478908189	0.744416873449132	0	0	0	0	0	0.248138957816377	0.248138957816377	0	0.124069478908189	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	250	"AWI"	250	6055	6716	6346	0.3690036900369	0	0.3690036900369	3.50553505535055	0	17.1586715867159	0	0	0	0	0	0.18450184501845	1.4760147601476	0	0	0	0.18450184501845	0	0	0	0	0	0.922509225092251	73.4317343173432	0	0.922509225092251	0	0	0.55350553505535	0.18450184501845	0	0	0	0	0	0.3690036900369	0.18450184501845	0	0.18450184501845	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	270	"AWI"	270	6285	7095	6667	0.552486187845304	0	0	3.13075506445672	0	11.6022099447514	0	0.184162062615101	0	0	0	0.184162062615101	1.47329650092081	0	0	0	0	0	0	0	0	0	0.552486187845304	78.4530386740332	0	1.84162062615101	0	0	0.184162062615101	0.552486187845304	0	0	0	0.184162062615101	0	0.368324125230203	0.368324125230203	0	0.368324125230203	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	290	"AWI"	290	6553	7401	6982	0.910746812386157	0.182149362477231	0	5.46448087431694	0	14.0255009107468	0	0	0	0	0	0.182149362477231	2.00364298724954	0	0	0	0.182149362477231	0	0	0	0	0	0.910746812386157	73.9526411657559	0	1.82149362477231	0	0	0	0	0	0	0	0	0	0	0.182149362477231	0	0.182149362477231	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	310	"AWI"	310	6877	7668	7307	0.191204588910134	0	0.191204588910134	4.58891013384321	0	12.2370936902486	0	0	0	0	0	0.382409177820268	2.29445506692161	0	0	0	0.382409177820268	0	0	0	0	0.191204588910134	0.573613766730402	74.9521988527725	0	2.10325047801147	0	0	0.382409177820268	0.191204588910134	0	0	0	0	0.191204588910134	0.382409177820268	0.573613766730402	0	0.191204588910134	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	330	"AWI"	330	7238	7881	7612	1.02739726027397	0	0.684931506849315	2.73972602739726	0	11.472602739726	0	0	0	0	0	0.342465753424658	1.36986301369863	0	0	0	0.684931506849315	0	0.171232876712329	0	0	0.171232876712329	0.684931506849315	78.2534246575342	0	1.36986301369863	0	0	0.171232876712329	0	0	0	0	0	0	0.513698630136986	0	0	0.171232876712329	0	0.171232876712329
528	543	"Cygnet Lake Fen"	44.65	-110.6	350	"AWI"	350	7711	8146	7919	1.37795275590551	0	0.196850393700787	4.92125984251969	0	16.7322834645669	0	0	0	0	0.393700787401575	0	4.7244094488189	0.393700787401575	0	0	0.393700787401575	0	0.196850393700787	0	0	0.393700787401575	0	65.748031496063	0	2.75590551181102	0	0	0.196850393700787	0	0.196850393700787	0	0.590551181102362	0	0	0.590551181102362	0.196850393700787	0	0	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	370	"AWI"	370	7930	8775	8264	0.930232558139535	0	0	2.32558139534884	0	12.2480620155039	0	0	0	0	0	0.310077519379845	3.56589147286822	0.155038759689922	0	0	0.155038759689922	0	0.155038759689922	0	0	0.155038759689922	0.930232558139535	72.4031007751938	0	2.7906976744186	0	0	0.310077519379845	0.465116279069767	0	0	0	0	0	2.17054263565891	0.465116279069767	0.155038759689922	0.310077519379845	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	390	"AWI"	390	8197	9210	8641	0.798722044728434	0	0	2.55591054313099	0	11.0223642172524	0	0	0	0	0	0.319488817891374	1.59744408945687	0.159744408945687	0.319488817891374	0	0.958466453674121	0	0.319488817891374	0	0	0	0.319488817891374	79.2332268370607	0	1.11821086261981	0	0	0.159744408945687	0.159744408945687	0.319488817891374	0	0	0	0	0.479233226837061	0	0	0.159744408945687	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	410	"AWI"	410	8526	9628	9007	0.664451827242525	0	0	2.49169435215947	0.166112956810631	11.9601328903654	0	0.166112956810631	0.166112956810631	0	0	0.498338870431894	5.81395348837209	0	0	0	0.332225913621262	0	0	0	0	0	0.166112956810631	75.2491694352159	0	1.16279069767442	0	0	0	0.166112956810631	0	0	0	0	0	0	0.332225913621262	0	0.664451827242525	0	0
528	543	"Cygnet Lake Fen"	44.65	-110.6	430	"AWI"	430	8916	9962	9365	0.290697674418605	0	0	2.61627906976744	0.290697674418605	14.2441860465116	0	0	0.145348837209302	0	0	0.290697674418605	2.61627906976744	0	0	0	0.436046511627907	0	0	0	0	0.145348837209302	0.581395348837209	74.5639534883721	0	1.88953488372093	0	0	0.436046511627907	0	0.145348837209302	0	0	0	0	0.436046511627907	0.436046511627907	0	0.290697674418605	0.145348837209302	0
