"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Syringa"	"Thalictrum"	"Ulmus"
19	19	"Akulinin Exposure P1282"	47.11667	138.55	60	"AWI"	60	2245	8068	4653	1.44927536231884	27.536231884058	0	0	0	7.2463768115942	0	0	0	0	0	0	29.7101449275362	7.2463768115942	4.34782608695652	0	0	1.44927536231884	0	0	10.1449275362319	0	10.8695652173913	0	0	0	0	0	0	0	0	0	0	0	0
19	19	"Akulinin Exposure P1282"	47.11667	138.55	225	"AWI"	225	14380	21507	18295	7.23684210526316	7.89473684210526	0	0	3.28947368421053	0.657894736842105	0	0	0	0	0	0	67.1052631578947	3.94736842105263	0.657894736842105	0	0	0.657894736842105	0	0	0	0	1.31578947368421	0	0	0	0	0	0	7.23684210526316	0	0	0	0	0
19	19	"Akulinin Exposure P1282"	47.11667	138.55	230	"AWI"	230	14755	21910	18681	5.90062111801242	2.48447204968944	0	0.31055900621118	0.93167701863354	0.62111801242236	13.9751552795031	0	0	0	0	0	30.1242236024845	6.2111801242236	0.62111801242236	0	0	0	0.62111801242236	0	32.9192546583851	0	1.24223602484472	0	0.31055900621118	0	0	1.86335403726708	0	1.5527950310559	0	0	0	0	0.31055900621118
19	19	"Akulinin Exposure P1282"	47.11667	138.55	240	"AWI"	240	15717	22612	19466	8.69565217391304	11.5942028985507	0	0.72463768115942	2.17391304347826	1.44927536231884	0	0	0	0	0	0.72463768115942	41.304347826087	16.6666666666667	0	0	0	7.2463768115942	0	0	0	0	2.89855072463768	1.44927536231884	1.44927536231884	0	0	0	0	2.17391304347826	0	0	0	0	1.44927536231884
19	19	"Akulinin Exposure P1282"	47.11667	138.55	245	"AWI"	245	16145	22838	19860	7.31707317073171	17.0731707317073	0	0	1.21951219512195	1.82926829268293	0	0	0	0	0	0	56.7073170731707	4.26829268292683	0	0	0	2.4390243902439	0	0	0	0	3.04878048780488	0	0	0	0	1.82926829268293	0	1.82926829268293	0	0	0	0	2.4390243902439
19	19	"Akulinin Exposure P1282"	47.11667	138.55	251	"AWI"	251	16630	23249	20347	5.57029177718833	25.1989389920424	0.26525198938992	0.26525198938992	1.85676392572944	1.85676392572944	0	0	0	0	0	0.26525198938992	23.8726790450928	8.75331564986737	0.795755968169761	0	0.26525198938992	0	0	0	22.0159151193634	0	2.12201591511936	0	0	0	0	0.795755968169761	0	4.50928381962865	0	0.26525198938992	0.26525198938992	0.26525198938992	0.795755968169761
19	19	"Akulinin Exposure P1282"	47.11667	138.55	257	"AWI"	257	17192	23618	20819	0.454545454545455	27.5	0	0.454545454545455	1.59090909090909	2.27272727272727	0	0	0	0	0	0.454545454545455	24.0909090909091	12.0454545454545	0	0	0	0	0	0	23.8636363636364	0	1.59090909090909	0	0.454545454545455	0	0	1.59090909090909	0.454545454545455	2.27272727272727	0.227272727272727	0	0	0	0.681818181818182
19	19	"Akulinin Exposure P1282"	47.11667	138.55	270	"AWI"	270	18432	24436	21892	0.311526479750779	78.5046728971963	0	0.623052959501558	0	1.55763239875389	0	0	0	0.311526479750779	0	0	8.72274143302181	7.78816199376947	0	0	0	0	0	0	0	0	0.934579439252336	0	0.311526479750779	0	0	0	0	0.623052959501558	0	0	0.311526479750779	0	0
19	19	"Akulinin Exposure P1282"	47.11667	138.55	280	"AWI"	280	19463	24984	22671	0.491400491400491	49.8771498771499	0	0	0.245700245700246	0.737100737100737	33.6609336609337	0	0	0	0	0	2.7027027027027	10.5651105651106	0	0	0	0	0	0	0	0	0.245700245700246	0	0	0	0.245700245700246	0.737100737100737	0	0.491400491400491	0	0	0	0	0
19	19	"Akulinin Exposure P1282"	47.11667	138.55	285	"AWI"	285	20011	25204	23093	0.385356454720617	27.9383429672447	0.192678227360308	0	2.50481695568401	0.770712909441233	34.8747591522158	0	0	0	0	0	10.597302504817	15.2215799614644	0.963391136801541	0	0	0	0	0	0	0	2.11946050096339	0	0	0	0	2.69749518304432	0	1.34874759152216	0	0.385356454720617	0	0	0
