"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Lamiaceae"	"Larix"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Salix"	"Thalictrum"
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	50	"AWI"	50	1653	4323	2906	0	0	0.984251968503937	0.590551181102362	24.2125984251968	0	0	0.984251968503937	4.13385826771654	24.2125984251968	0	7.8740157480315	0.984251968503937	5.90551181102362	0.196850393700787	4.33070866141732	0	17.5196850393701	0	4.92125984251969	0.78740157480315	0	0.78740157480315	1.5748031496063	0
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	90	"AWI"	90	3977	6517	5348	0	0	1.34228187919463	0	38.9261744966443	0	0	0.335570469798658	0.335570469798658	38.5906040268456	0	12.4161073825503	0	0	0	0	0	5.36912751677852	0	0.671140939597315	0	0	0	2.01342281879195	0
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	95	"AWI"	95	4285	6737	5644	65.3409090909091	0	0.568181818181818	0	18.75	0	0	0.568181818181818	1.13636363636364	5.68181818181818	0	0.568181818181818	0.284090909090909	0	0	0	0	4.54545454545455	0	0.852272727272727	0	0	0	1.70454545454545	0
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	200	"AWI"	200	16297	20439	17877	43.7888198757764	0	1.24223602484472	0.62111801242236	36.6459627329193	0.31055900621118	0	0.62111801242236	2.17391304347826	3.41614906832298	0	0.93167701863354	0.31055900621118	0	0	0.93167701863354	0.31055900621118	5.59006211180124	0	0.93167701863354	0	0.31055900621118	0	1.5527950310559	0.31055900621118
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	410	"AWI"	410	40325	48388	43746	0	0	5.79710144927536	0	0	0	0	1.44927536231884	11.5942028985507	23.1884057971014	1.44927536231884	4.34782608695652	0	8.69565217391304	0	0	0	26.0869565217391	0	1.44927536231884	1.44927536231884	0	0	14.4927536231884	0
320	327	"Byllatskoye Exposure, Byllat River, Indigirka Basin [<U+0411><U+0430><U+0441><U+0441><U+0435><U+0439><U+043D> <U+0440>. <U+0418><U+043D><U+0434><U+0438><U+0433><U+0438><U+0440><U+043A><U+0430>, <U+0440>. <U+0411><U+044B><U+043B><U+043B><U+0430><U+0442>, <U+043B><U+0440><U+0430><U+0432><U+044B><U+0439> <U+043F><U+0440><U+0438><U+0442><U+043E><U+043A> <U+0440>. <U+0423><U+044F><U+043D><U+0434><U+0438><U+043D><U+0430>]"	69.16528	140.0625	185	"AWI"	185	15174	17468	16104	33.9066339066339	0.245700245700246	1.96560196560197	1.22850122850123	25.0614250614251	0.491400491400491	0	0.737100737100737	2.45700245700246	7.86240786240786	0	9.09090909090909	0.245700245700246	0	0	1.22850122850123	0	8.10810810810811	0.982800982800983	2.94840294840295	0.491400491400491	0	0	2.7027027027027	0.245700245700246
