"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Viburnum"
1485	1523	"Kirk Lake"	48.23333	-121.61667	1	"AWI"	1	-102	59	-21	4	0	186	0	1	5	0	0	3	0	0	0	115	1	0	0	0	0	2	0	17	0	0	6	47	0	6	5	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	27.5	"AWI"	27.5	-25.5	515.5	186	2	0	85	0	0	5	0	0	1	0	0	0	266	9	0	0	0	1	1	0	30	0	0	6	61	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	47.5	"AWI"	47.5	68	786.5	345	5	0	72	0	0	3	2	0	0	0	0	0	161	4	0	0	0	0	0	0	32	0	0	2	41	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	67.5	"AWI"	67.5	180.5	947	528	3	0	54	0	1	5	0	0	0	0	0	0	127	9	0	0	0	0	1	0	20	0	1	1	17	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	62	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	87.5	"AWI"	87.5	358.5	1132.5	706.5	1	0	62	0	0	4	2	0	0	0	0	0	185	2	0	0	0	0	0	0	27	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	105	"AWI"	105	512	1309	883	4	0	32	0	9	0	0	0	0	0	0	1	161	2	0	0	7	0	2	0	0	0	0	3	89	0	3	0	13	0	0	4	0	0	0	0	0	0	0	0	0	42	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	107.5	"AWI"	107.5	526	1347	906.5	4	0	55	0	0	3	0	0	2	0	0	0	168	1	0	0	0	0	0	0	15	0	0	3	17	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	125	"AWI"	125	628	1572	1078	3	0	22	0	1	1	0	0	0	0	0	0	190	6	0	0	0	0	1	0	0	0	0	11	139	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	48	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	127.5	"AWI"	127.5	645	1590.5	1105.5	8	0	70	0	0	1	1	0	0	0	0	0	135	2	0	0	0	0	0	0	19	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	145	"AWI"	145	761	1804	1267	4	0	34	0	10	3	1	0	0	0	0	0	90	38	0	0	0	0	5	0	0	0	0	7	19	0	1	0	30	0	0	0	0	0	0	1	0	0	0	2	0	74	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	165	"AWI"	165	909	2086	1438	5	0	89	0	2	0	0	0	0	0	0	0	143	47	0	0	0	0	0	0	0	0	0	6	20	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	180	"AWI"	180	1013	2178	1597	5	0	37	1	5	9	0	0	0	0	0	0	150	6	0	0	0	0	6	0	0	0	0	1	10	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	42	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	205	"AWI"	205	1194	2460	1844	4	0	0	0	1	4	0	0	0	0	0	0	121	3	0	0	3	0	8	0	0	0	0	2	36	0	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	38	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	225	"AWI"	225	1394	2622	2028	5	0	20	0	0	11	0	0	1	0	0	0	112	6	0	0	3	0	3	0	0	0	0	6	108	0	0	0	15	0	0	1	0	0	0	2	0	0	0	0	0	70	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	245	"AWI"	245	1584	2818	2197	8	0	80	1	3	6	1	0	0	0	0	1	154	22	0	0	0	0	1	0	0	0	0	2	47	0	0	0	24	0	0	0	0	0	0	1	0	0	0	1	0	70	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	265	"AWI"	265	1802	2954	2383	13	0	190	0	0	2	0	0	1	0	0	0	122	13	0	0	0	0	3	0	0	0	0	4	27	0	3	0	15	0	0	1	0	0	0	0	0	0	0	0	0	81	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	285	"AWI"	285	1993	3135	2581	7	0	28	0	0	3	0	0	0	0	0	0	177	5	0	0	0	0	0	0	0	0	0	2	35	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	305	"AWI"	305	2126	3555	2774	12	0	49	0	1	3	0	0	0	0	1	0	166	0	0	0	0	0	1	0	0	0	0	4	42	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	34	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	325	"AWI"	325	2249	3893	2959	7	0	28	0	0	1	1	0	0	0	0	0	153	2	0	0	0	0	0	0	0	0	0	3	28	0	0	0	20	0	2	0	0	0	0	1	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	345	"AWI"	345	2400	4156	3155	4	0	59	0	0	3	0	0	0	0	0	1	180	0	0	0	0	0	0	0	0	1	0	4	19	0	2	0	20	0	0	1	0	0	0	0	1	0	0	1	0	53	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	365	"AWI"	365	2575	4415	3362	4	0	0	0	1	27	0	0	0	0	0	0	138	1	0	0	0	0	5	0	0	0	0	2	18	0	0	0	9	1	0	2	0	0	0	1	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	385	"AWI"	385	2695	4685	3569	5	0	53	0	3	8	0	0	0	0	0	0	166	5	0	0	0	0	2	0	0	0	0	4	31	0	1	0	15	2	0	0	0	0	0	1	1	0	0	0	0	72	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	405	"AWI"	405	2864	4910	3770	10	0	79	0	2	5	1	0	0	0	0	0	433	7	0	0	0	0	5	0	0	0	0	8	57	0	1	0	24	0	0	0	0	0	0	2	0	1	0	1	0	84	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	425	"AWI"	425	3008	5122	3982	8	0	72	0	2	11	1	0	0	0	0	0	279	2	0	0	0	0	0	0	0	0	0	2	44	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	75	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	445	"AWI"	445	3222	5306	4196	3	0	22	0	2	3	1	0	0	0	0	0	251	2	0	0	0	0	2	0	0	0	0	4	25	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	95	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	465	"AWI"	465	3351	5512	4415	7	0	67	0	0	5	1	0	0	0	0	1	264	4	0	0	0	0	0	0	0	0	0	2	20	0	1	0	7	0	0	1	0	0	0	2	0	0	0	0	0	73	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	485	"AWI"	485	3560	5725	4625	9	0	91	0	2	2	1	0	0	0	0	0	322	9	0	0	0	0	0	0	0	0	0	2	33	0	1	0	18	0	0	0	0	0	0	1	0	0	0	0	0	96	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	505	"AWI"	505	3757	5917	4851	6	0	109	1	0	4	0	0	1	0	0	0	354	25	0	0	0	0	2	0	0	0	0	0	31	0	1	3	13	0	0	0	0	0	0	9	1	0	0	0	0	91	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	525	"AWI"	525	3981	6109	5074	9	0	80	0	0	7	0	2	1	0	0	0	367	11	0	0	0	0	1	0	0	0	0	0	47	0	4	1	21	0	0	0	0	0	0	8	0	0	0	0	0	119	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	545	"AWI"	545	4187	6385	5299	3	0	88	0	0	8	1	2	0	0	0	1	191	3	0	0	0	0	3	0	0	0	0	0	24	0	1	0	14	0	0	1	0	0	0	4	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	565	"AWI"	565	4352	6548	5510	11	0	72	0	1	5	2	0	0	0	0	0	196	6	0	0	0	0	5	1	0	0	0	2	43	0	2	0	16	0	0	0	0	0	0	6	0	0	0	1	0	56	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	605	"AWI"	605	4743	6941	5935	4	0	73	0	0	4	1	0	0	0	0	1	291	3	0	0	0	0	3	0	0	0	0	2	42	0	1	0	15	1	0	0	0	0	0	19	0	0	0	1	0	66	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	625	"AWI"	625	4914	7134	6139	3	0	75	0	0	5	0	0	0	0	0	2	310	1	0	0	0	0	0	0	0	0	0	2	23	0	1	0	25	0	0	0	0	0	0	10	1	0	0	0	0	55	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	645	"AWI"	645	5176	7271	6329	4	0	73	0	1	6	0	0	0	0	0	1	211	2	0	0	0	0	0	0	0	0	0	0	26	0	1	0	16	0	0	1	0	0	0	1	0	0	0	0	0	53	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	665	"AWI"	665	5394	7446	6540	2	0	75	1	0	7	0	0	0	0	0	0	152	3	0	0	0	0	2	0	0	0	0	0	16	0	0	0	12	0	0	1	0	0	0	3	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	685	"AWI"	685	5720	7573	6737	5	0	60	1	0	1	2	0	0	0	0	0	344	1	0	0	0	0	1	0	0	0	0	0	67	0	0	2	16	0	0	0	0	0	0	1	0	0	0	0	0	52	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	705	"AWI"	705	5987	7773	6964	3	0	127	2	1	2	0	0	0	1	0	0	400	1	0	0	0	2	1	0	0	0	0	2	63	0	0	2	33	0	2	0	0	0	0	4	0	0	0	0	0	85	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1155	"AWI"	1155	13274	14237	13684	53	0	567	0	1	0	3	0	3	1	0	0	2	23	1	0	0	0	4	0	0	0	0	71	360	0	1	72	0	0	0	0	0	0	0	3	0	0	0	0	1	6	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1160	"AWI"	1160	13297	14385	13747	0	0	91	0	0	0	5	0	0	0	0	0	1	12	0	0	0	0	2	0	0	0	0	7	258	0	2	42	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1165	"AWI"	1165	13318	14531	13804	2	0	51	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	6	288	0	0	52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1170	"AWI"	1170	13331	14706	13858	0	0	14	0	1	0	1	0	0	0	0	0	4	43	0	0	0	0	0	0	0	0	0	4	232	0	3	94	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1175	"AWI"	1175	13348	14881	13908	0	0	10	0	0	0	9	5	0	0	0	0	0	52	3	0	0	0	14	1	0	0	0	3	150	0	10	8	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1180	"AWI"	1180	13363	15072	13962	0	0	3	0	0	0	1	0	0	0	0	0	1	23	0	0	0	0	3	0	0	0	0	0	43	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	725	"AWI"	725	6351	7881	7166	8	0	61	0	1	1	1	0	0	0	0	1	236	11	0	0	0	0	0	0	0	0	0	0	28	0	5	3	25	0	0	0	0	0	0	3	1	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	745	"AWI"	745	6572	8001	7390	3	0	123	0	0	1	1	0	0	0	0	1	142	2	0	0	0	0	2	0	0	0	0	2	27	0	2	0	23	0	0	0	0	0	0	2	3	0	0	2	0	49	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	755	"AWI"	755	6904	8079	7495	15	0	163	0	0	0	1	0	0	0	0	0	81	18	0	0	0	0	1	0	0	0	0	0	29	0	2	2	35	0	0	0	0	0	0	1	0	0	0	2	0	62	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	765	"AWI"	765	7209	8169	7603	16	0	248	2	0	0	3	0	1	0	0	1	106	27	0	0	0	0	0	0	0	1	0	4	47	0	8	6	56	0	0	0	0	0	0	2	0	0	0	2	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	780	"AWI"	780	7409	8367	7786	6	0	174	2	0	1	1	0	0	0	0	4	18	3	0	0	0	0	1	0	0	0	0	0	15	0	2	5	36	0	1	0	0	0	0	6	1	0	0	0	0	31	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	805	"AWI"	805	7671	8857	8238	8	0	261	0	1	1	1	0	0	0	0	3	21	16	0	0	0	0	5	0	0	0	0	1	21	0	7	12	50	1	1	0	0	0	0	3	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	815	"AWI"	815	7754	9099	8441	13	0	176	0	1	2	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	20	0	0	0	35	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	825	"AWI"	825	7798	9407	8634	14	0	212	0	0	1	0	0	0	0	0	2	24	5	0	0	0	0	3	0	0	0	0	1	25	0	3	2	35	0	0	0	0	0	0	0	0	0	0	0	0	25	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	845	"AWI"	845	8651	9530	9092	2	0	139	0	0	2	1	0	0	0	0	1	13	14	0	0	0	0	4	0	0	0	0	0	11	0	8	4	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	865	"AWI"	865	9423	9802	9537	7	0	259	0	0	1	3	0	0	0	0	2	22	37	0	0	0	0	2	0	0	1	0	3	19	0	2	13	63	0	1	0	0	0	0	2	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	885	"AWI"	885	9569	10152	9837	2	0	275	1	2	4	2	0	0	0	0	0	10	17	0	0	0	0	3	0	0	0	0	1	14	0	1	13	46	0	3	0	0	0	0	3	1	1	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	905	"AWI"	905	9621	10685	10121	7	0	263	0	0	3	1	0	0	0	0	2	12	8	0	0	0	0	6	0	0	0	0	2	22	0	6	10	62	0	0	0	0	0	0	2	1	0	0	0	0	21	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	915	"AWI"	915	9794	10747	10240	7	0	148	0	0	1	0	0	1	0	0	1	1	7	0	0	0	0	2	0	0	0	0	1	17	0	2	8	56	1	4	0	0	0	0	0	0	0	0	0	0	14	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	925	"AWI"	925	9915	10819	10372	2	0	245	1	0	3	2	0	2	0	0	0	8	12	0	0	0	2	9	0	0	0	0	1	20	0	11	4	40	0	2	0	0	0	0	4	0	0	0	0	0	10	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	935	"AWI"	935	9998	10902	10510	9	0	157	1	0	0	0	0	4	0	0	0	0	14	0	0	0	0	3	0	0	0	0	2	19	0	3	3	46	0	2	0	0	0	0	2	0	0	0	0	0	7	1
1485	1523	"Kirk Lake"	48.23333	-121.61667	945	"AWI"	945	10098	11031	10638	5	0	239	0	0	0	1	0	0	0	0	0	4	8	0	0	0	0	2	0	0	0	0	3	24	0	6	9	51	0	3	0	0	0	0	1	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	965	"AWI"	965	10704	11223	10983	1	0	144	0	0	0	0	0	2	0	0	0	9	8	0	0	0	0	3	0	0	0	0	0	27	0	7	5	18	0	0	0	0	0	0	1	0	0	0	0	0	4	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	985	"AWI"	985	10876	11961	11287	8	0	268	0	0	0	1	0	1	0	0	0	10	13	0	0	0	0	7	0	0	0	0	2	54	0	2	8	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1005	"AWI"	1005	11084	12159	11626	5	0	245	0	1	1	3	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	46	0	3	6	29	0	0	0	0	0	0	1	0	0	0	0	0	6	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1025	"AWI"	1025	11262	12498	11923	7	0	232	0	3	0	4	0	1	0	0	0	4	75	0	2	0	0	6	0	0	0	0	0	104	0	2	9	53	0	0	0	0	0	0	4	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1035	"AWI"	1035	11574	12524	12076	10	0	195	0	0	0	1	0	1	0	0	0	0	9	0	0	0	0	2	0	0	0	0	4	46	0	4	3	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1045	"AWI"	1045	11831	12564	12233	3	0	244	0	1	1	2	0	0	0	0	0	1	5	0	0	0	0	3	0	0	0	0	2	68	0	3	9	35	0	0	0	0	0	0	0	0	0	0	0	1	5	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1050	"AWI"	1050	11921	12585	12320	9	0	204	0	1	1	3	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	2	49	0	2	22	48	0	2	0	0	0	0	2	0	0	0	0	0	10	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1055	"AWI"	1055	11999	12610	12410	5	0	209	0	0	0	1	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	0	2	34	0	0	17	46	0	0	0	0	0	0	3	0	0	0	0	0	5	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1060	"AWI"	1060	12068	12658	12497	10	0	195	1	3	0	2	0	2	0	0	0	9	5	0	0	0	0	2	0	0	0	0	4	35	0	2	15	60	0	0	0	0	0	0	2	0	0	0	0	0	23	0
1485	1523	"Kirk Lake"	48.23333	-121.61667	1065	"AWI"	1065	12162	12716	12565	6	0	193	1	1	0	3	0	0	0	0	0	2	18	0	0	0	0	5	0	0	0	0	6	30	0	4	15	41	0	0	0	0	0	0	3	0	0	0	0	0	13	0
