"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
759	778	"Eaglenest Lake"	57.76667	-112.1	0	"AWI"	0	-106	58	-28	0	11.2676056338028	0	0	0.845070422535211	0	7.6056338028169	0	0.28169014084507	0	0	0	0	1.40845070422535	0	0.28169014084507	0	0	5.35211267605634	0	0	25.2112676056338	45.2112676056338	0	0.563380281690141	0	0.845070422535211	0	0	0	1.12676056338028	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	12.5	"AWI"	12.5	-1	777.5	282	0	8.34419817470665	0.260756192959583	0	0.521512385919166	0	12.7770534550196	0	0.260756192959583	0	0	0	0	1.5645371577575	0	0.260756192959583	0	0	9.90873533246415	0	0	20.8604954367666	41.5906127770535	0	1.5645371577575	0	0.260756192959583	0	0	0	1.82529335071708	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	25	"AWI"	25	37	1583	584	0.259403372243839	9.07911802853437	0	0	1.2970168612192	0	8.56031128404669	0.259403372243839	0	0	0	0	0	1.2970168612192	0	0.259403372243839	0	0	8.81971465629053	0	0	25.9403372243839	38.780804150454	0	1.81582360570687	0	1.55642023346304	0	0	0	2.07522697795071	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	37.5	"AWI"	37.5	75.5	2390	886	0	9.12751677852349	0	0	0.536912751677852	0	10.2013422818792	0.268456375838926	0.268456375838926	0	0	0	0	1.34228187919463	0	0.536912751677852	0	0	5.63758389261745	0	0	30.2013422818792	37.5838926174497	0	0.536912751677852	0	0.805369127516779	0	0	0	2.95302013422819	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	50	"AWI"	50	182	3042	1186	0	8.09716599190283	1.07962213225371	0	0.269905533063428	0	7.55735492577598	0	0	0	0	0	0	1.34952766531714	0	0.269905533063428	0	0	8.36707152496626	0	0	22.6720647773279	43.3198380566802	0	2.96896086369771	0	1.88933873144399	0	0	0	2.15924426450742	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	67.5	"AWI"	67.5	405	3406.5	1611	0	11.8733509234828	0	0	0	0	9.49868073878628	0	0	0.263852242744063	0	0	0.263852242744063	0.79155672823219	0	0.527704485488127	0	0	7.12401055408971	0	0	25.9894459102902	37.8627968337731	0	1.84696569920844	0	0.263852242744063	0	0	0	3.69393139841689	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	75	"AWI"	75	463	3618	1791	0.265604249667995	6.37450199203187	0	0	0.531208499335989	0	11.6865869853918	0	0.265604249667995	0	0	0	0.265604249667995	0.796812749003984	0	0	0	0	5.84329349269588	0	0	27.8884462151394	41.5670650730412	0	0.796812749003984	0	0.796812749003984	0	0	0	2.92164674634794	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	87.5	"AWI"	87.5	554.5	4082.5	2102.5	0	11.1111111111111	0	0	0	0	9.09090909090909	0	0	0	0	0	0	1.51515151515152	0	0	0	0	10.3535353535354	0	0	20.0757575757576	43.0555555555556	0	1.51515151515152	0	0.252525252525253	0	0	0	3.03030303030303	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	100	"AWI"	100	797	4428	2411	0	11.889035667107	0.264200792602378	0	0.528401585204756	0	9.77542932628798	0	0	0	0	0.264200792602378	0	1.05680317040951	0	0.528401585204756	0	0	9.77542932628798	0	0	21.2681638044914	39.3659180977543	0	1.32100396301189	0	1.32100396301189	0	0	0	2.64200792602378	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	112.5	"AWI"	112.5	1101	4671.5	2744.5	0.253485424588086	16.2230671736375	0.506970849176172	0	0.253485424588086	0	10.3929024081115	0	0	0	0	0	0	1.26742712294043	0	0.253485424588086	0	0	9.1254752851711	0	0	17.9974651457541	37.1356147021546	0	1.26742712294043	0	0.760456273764259	0	0	0	4.05576679340938	0.253485424588086	0	0	0.253485424588086
759	778	"Eaglenest Lake"	57.76667	-112.1	125	"AWI"	125	1307	5033	3103	0	18.6351706036745	0	0	1.18110236220472	0	12.0734908136483	0	0	0	0	0	0	1.5748031496063	0	0	0	0	8.66141732283465	0	0	16.4041994750656	34.1207349081365	0	2.36220472440945	0	0.78740157480315	0	0	0	4.1994750656168	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	137.5	"AWI"	137.5	1457.5	5523.5	3429.5	0	19.4444444444444	0	0	1.26262626262626	0	10.1010101010101	0.505050505050505	0	0	0	0	0	1.76767676767677	0	0	0	0	10.3535353535354	0	0	13.7626262626263	35.9848484848485	0	2.02020202020202	0	0.757575757575758	0	0	0	3.78787878787879	0	0	0	0.252525252525253
759	778	"Eaglenest Lake"	57.76667	-112.1	150	"AWI"	150	1883	5733	3743	0.288600288600289	14.4300144300144	0	0	1.15440115440115	0	9.23520923520923	0.288600288600289	0	0	0	0	0	1.44300144300144	0	0	0	0	3.75180375180375	0	0	30.7359307359307	34.9206349206349	0	0.577200577200577	0	0.865800865800866	0	0	0	2.30880230880231	0	0	0	0
