"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxodium"	"Thalictrum"	"Tilia"	"Toxicodendron"	"Tsuga"	"Ulmus"	"Viburnum"	"Vitaceae"
1643	1698	"Mansell Pond"	45.04167	-68.73333	705	"AWI"	705	91	439	260	6	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	0	4	3	0	0	0	6	1	0	0	0	0	4	81	186.5	0	1	0	0	0	0	30	0	0	0	0	0	0	16	1	0	1	0	0	0	0	0	0	0	179	8	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	709	"AWI"	709	119	463	290	8	0	0	0	0	3	0	300	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	108	12	0	5	1	0	0	0	6	0	0	0	0	0	6	95.5	192.5	0	1	0	0	0	0	34	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	1	0	185	5	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	714	"AWI"	714	150	505	327	5	0	0	0	0	0	0	337	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	0	110	0	0	9	5	0	0	0	4	0	0	0	0	0	5	81	172.5	0	1	0	1	0	0	39	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	159	9	2	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	718	"AWI"	718	185	524	358	18.5	0	0	1	0	0	0	452	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	151	18	0	8	1	0	0	0	7	0	0	0	0	0	4	130.5	214	0	0	0	0	0	0	41	0	0	6	0	0	0	24	1	0	0	0	0	0	0	0	0	0	180	8	3	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	726	"AWI"	726	248	573	417	8.5	0	0	0	0	3	0	367	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	116	18	0	8	1	0	0	0	11	0	1	0	0	8	7	102.5	214	0	1	0	0	0	0	33	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	151	8	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	732	"AWI"	732	292	605	461	10	0	0	1	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	103	7	0	5	1	0	0	0	11	0	1	0	0	0	2	106.5	238	0	1	0	0	0	0	34	0	0	3	0	0	0	5	2	0	1	0	0	0	0	0	0	0	136	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	736	"AWI"	736	338	623	488	14.5	0	0	0	1	0	0	448	0	0	0	0	0	1	0	0	0	0	0	1	5	2	0	0	0	117	17	0	5	1	0	0	0	6	0	0	1	0	0	9	89	214	0	3	0	0	0	0	56	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	1	0	156	12	2	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	740	"AWI"	740	379	640	512	14	0	0	0	0	2	0	426	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	127	14	0	3	0	0	0	0	10	0	0	1	0	0	5	122.5	298	0	0	0	0	0	0	47	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	186	5	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	744	"AWI"	744	410	672	542	11.5	0	0	2	0	4	0	701	0	0	0	0	0	1	0	1	0	0	0	6	8	4	0	0	0	216	28	0	13	1	0	0	0	9	0	0	0	0	0	3	162	421	0	4	0	0	0	0	59	0	0	0	0	0	0	35	3	0	0	0	0	0	0	1	1	0	249	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	748	"AWI"	748	459	741	587	10	0	0	0	0	0	0	455	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	85	13	0	6	0	0	0	0	5	0	0	0	0	0	6	99	144	0	0	0	0	0	0	39	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	159	7	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	752	"AWI"	752	488	833	629	4.5	0	0	0	0	2	0	415	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	117	13	0	5	1	0	0	0	6	0	0	0	3	0	4	86.5	197	0	1	0	0	0	0	52	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	182	4	2	1
1643	1698	"Mansell Pond"	45.04167	-68.73333	754	"AWI"	754	509	867	650	3.5	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	145	9	0	6	1	0	0	0	2	0	0	1	0	0	3	59.5	167.5	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	9	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	758	"AWI"	758	555	920	693	7.5	0	0	0	0	1	0	388	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	143	19	0	5	1	0	0	0	7	0	0	0	0	0	3	107	159.5	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	223	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	762	"AWI"	762	580	1002	733	9.5	0	0	0	0	3	0	441	0	0	0	0	0	1	0	0	0	0	0	3	5	1	0	0	0	95	17	0	10	1	0	0	0	9	0	0	0	0	0	3	106	150	0	2	0	0	0	0	37	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	766	"AWI"	766	651	1102	842	4.5	0	0	0	0	0	0	478	1	0	0	0	0	1	0	0	1	0	0	2	3	0	0	0	0	133	18	0	9	2	0	0	0	10	0	0	0	0	0	3	81	175	0	0	0	0	0	0	35	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	198	10	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	770	"AWI"	770	693	1278	960	7	0	0	0	0	0	0	438	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	119	19	0	10	2	0	0	0	4	0	0	0	0	0	6	89	180.5	0	2	0	0	0	0	39	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	175	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	774	"AWI"	774	759	1462	1071	13.5	0	0	1	0	1	0	542	0	0	0	0	0	1	0	0	0	0	0	2	7	3	0	0	0	172	21	0	15	1	0	0	0	12	1	0	0	0	0	6	131.5	257	0	0	0	0	0	0	51	0	0	8	0	0	0	0	1	0	1	0	0	0	0	1	0	0	280	13	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	778	"AWI"	778	872	1533	1204	16.5	0	0	0	0	1	0	389	0	0	0	0	0	1	0	0	0	0	0	1	14	0	0	0	0	121	17	0	7	1	0	0	0	10	0	0	0	0	0	6	87	155.5	0	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	169	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	782	"AWI"	782	942	1644	1340	10	0	0	0	0	0	0	407	0	0	0	0	0	1	0	0	0	0	0	3	6	1	0	0	0	202	22	0	7	1	0	0	0	6	0	0	0	0	0	4	100.5	173.5	0	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	258	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	786	"AWI"	786	1217	1743	1479	4	0	0	1	0	0	0	315	0	1	0	0	0	1	0	0	0	0	0	1	8	1	0	0	0	141	14	0	3	2	0	0	0	3	0	0	0	0	0	2	89.5	127.5	0	0	0	0	0	0	33	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	227	3	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	790	"AWI"	790	1441	1863	1631	10	0	0	0	0	1	0	383	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	159	16	0	6	1	0	0	0	10	0	0	1	0	0	6	72.5	138.5	0	1	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	229	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	794	"AWI"	794	1609	2129	1844	2	0	0	0	0	2	0	305	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	149	18	0	3	3	0	0	0	7	0	0	0	0	0	2	18.5	147.5	0	1	0	0	0	0	37	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	353	3	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	798	"AWI"	798	1804	2590	2253	5.5	0	0	0	0	1	0	346	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	203	24	0	3	1	0	0	0	5	0	0	1	0	0	6	25.5	182	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	335	6	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	802	"AWI"	802	1905	3182	2649	6	0	0	0	0	0	0	480	0	0	0	0	0	2	0	0	0	0	0	0	7	2	0	0	0	207	31	0	1	3	0	0	0	6	0	0	0	0	0	9	18.5	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	284	15	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	806	"AWI"	806	2313	3370	2919	3	0	0	0	0	1	0	372	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	143	15	0	1	1	0	0	0	7	0	0	0	0	0	8	17.5	176	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	810	"AWI"	810	2677	3430	3173	3	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	161	17	0	2	3	0	0	0	5	0	0	0	0	0	4	20	186	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	223	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	814	"AWI"	814	2869	3596	3381	4.5	0	0	1	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	222	23	0	1	4	0	0	0	6	0	0	0	0	0	7	8	304.5	0	3	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	207	9	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	818	"AWI"	818	2929	3656	3425	4.5	0	0	0	0	1	0	362	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	165	20	0	2	1	0	0	0	2	0	0	0	0	0	3	9.5	274.5	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	146	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	822	"AWI"	822	2979	3742	3468	5	0	0	0	0	0	0	404	0	0	0	0	0	2	0	0	0	7	0	1	1	1	0	0	0	160	15	0	1	3	0	0	0	2	0	0	0	0	0	2	12	295	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	826	"AWI"	826	3056	3800	3514	2	0	0	0	0	1	0	444	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	154	21	0	3	10	0	0	0	2	0	0	2	0	0	8	5	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	110	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	830	"AWI"	830	3109	3853	3559	4.5	0	0	0	0	0	0	525	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	234	26	0	0	1	0	0	0	2	0	0	0	0	0	5	19.5	0	0	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	159	7	1	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	834	"AWI"	834	3172	3925	3606	6	0	0	0	0	0	0	401	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	152	10	0	4	1	0	0	0	6	0	0	1	0	0	7	39.5	222	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	838	"AWI"	838	3231	3968	3652	4.5	0	0	1	0	0	0	472	0	0	0	0	0	4	0	0	0	0	0	1	12	1	0	0	0	190	23	0	2	1	0	0	0	3	0	0	0	0	0	9	66	206.5	0	2	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	303	9	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	842	"AWI"	842	3286	4031	3697	3	0	0	1	1	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	127	17	0	1	1	0	0	0	1	0	0	0	0	0	2	27.5	132	0	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	248	6	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	846	"AWI"	846	3359	4082	3744	3	0	0	0	0	0	0	348	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	171	25	0	0	1	0	0	0	4	0	0	0	0	0	3	8.5	360	0	1	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	13	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	850	"AWI"	850	3433	4126	3792	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	123	0	0	1	6	0	0	0	0	0	0	0	0	0	4	17	314.5	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	166	7	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	858	"AWI"	858	3588	4228	3888	4.5	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	17	0	0	3	0	0	0	0	0	0	0	0	0	3	14.5	334.5	0	1	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	6	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	862	"AWI"	862	3644	4291	3939	3	0	0	0	0	1	0	413	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	173	18	0	0	2	0	0	0	3	0	0	0	0	0	6	6.5	326	0	1	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	9	0	1
1643	1698	"Mansell Pond"	45.04167	-68.73333	866	"AWI"	866	3705	4355	4000	2.5	0	13	0	0	1	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	25	0	0	0	0	0	0	1	0	0	0	0	0	8	3.5	295	0	0	0	0	0	0	62	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	870	"AWI"	870	3747	4433	4066	4	0	0	1	0	1	0	374	2	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	137	15	0	1	4	0	0	0	3	0	1	0	0	0	9	9	247	0	0	0	0	0	0	76	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	69	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	874	"AWI"	874	3794	4529	4131	3	0	0	0	0	0	0	355	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	156	23	0	0	1	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	6	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	878	"AWI"	878	3866	4592	4198	2.5	0	0	0	0	2	0	414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	143	21	0	2	1	0	0	0	2	0	0	0	0	0	5	13	0	0	1	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	116	7	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	882	"AWI"	882	3907	4687	4260	4.5	0	0	0	0	3	0	460	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	155	11	0	4	1	0	0	0	3	0	0	0	0	0	13	10	232.5	0	1	0	0	0	0	81	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	119	11	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	886	"AWI"	886	3970	4750	4324	3.5	0	0	0	0	1	0	540	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	181	20	0	0	1	0	0	0	1	0	0	1	0	0	7	3	0	0	1	0	0	0	0	63	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	108	7	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	890	"AWI"	890	4026	4811	4395	3.5	0	0	0	0	1	0	479	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	174	24	0	0	1	0	0	0	2	0	0	0	1	0	4	12	255.5	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	98	6	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	894	"AWI"	894	4078	4889	4458	7.5	0	0	0	0	0	0	489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	20	0	1	3	0	0	0	2	0	0	0	0	0	8	8.5	290.5	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	77	7	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	898	"AWI"	898	4158	4936	4530	4.5	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	134	25	0	0	3	0	0	0	1	0	0	0	0	0	7	12.5	320.5	0	0	0	0	0	0	74	0	0	6	0	0	0	2	0	0	1	0	0	0	0	0	3	0	71	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	902	"AWI"	902	4214	5008	4600	9	0	0	0	0	1	0	407	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	156	20	0	0	1	0	0	0	3	0	0	0	0	0	8	7.5	280	0	1	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	906	"AWI"	906	4295	5063	4665	6	0	0	1	0	0	0	402	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	141	19	0	0	1	0	0	0	0	0	0	0	0	0	5	8.5	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	70	10	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	910	"AWI"	910	4371	5122	4735	6	0	0	0	0	0	0	424	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	127	27	0	2	3	0	0	0	2	0	0	0	1	0	9	13.5	292.5	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	8	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	914	"AWI"	914	4443	5192	4800	3.5	0	0	0	0	0	0	479	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	140	28	0	0	7	0	0	0	0	0	0	2	0	0	7	12	287.5	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	74	16	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	918	"AWI"	918	4572	5226	4857	5	0	0	0	0	0	0	418	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	115	29	0	0	6	0	0	0	3	0	0	0	0	0	5	5	0	0	2	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	97	13	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	922	"AWI"	922	4643	5278	4925	4.5	0	0	0	0	0	0	484	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	105	0	0	4	5	0	0	0	0	0	0	0	0	0	2	3.5	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	89	20	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	926	"AWI"	926	4724	5388	5022	4	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	119	18	0	1	3	0	0	0	2	0	0	0	0	0	2	7.5	279	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	78	15	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	930	"AWI"	930	4779	5558	5128	1	0	0	0	0	3	0	526	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	101	21	0	0	1	0	0	0	3	0	0	0	0	0	8	6	244	0	0	0	0	0	0	54	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	78	12	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	934	"AWI"	934	4841	5741	5232	2.5	0	0	0	0	2	0	467	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	135	20	0	1	3	0	0	0	3	0	0	0	0	0	4	9.5	0	0	2	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	81	15	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	938	"AWI"	938	4933	5822	5340	1.5	0	0	1	0	0	0	440	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	143	23	0	2	3	0	0	0	1	0	0	0	0	0	1	4.5	0	0	0	0	0	0	0	43	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	103	10	0	0
