"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Caprifoliaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
946	976	"Lac Gras"	52.25	-67.06667	795	"AWI"	795	-129	31	-41	6.61764705882353	0	18.3823529411765	0	0	0	20.5882352941176	10.2941176470588	0	0.735294117647059	0	0	0	2.20588235294118	0	0	8.08823529411765	2.20588235294118	0	1.47058823529412	0.735294117647059	0.735294117647059	0	26.4705882352941	0	0.735294117647059	0	0	0.735294117647059	0	0	0
946	976	"Lac Gras"	52.25	-67.06667	807	"AWI"	807	24	385	183	4.66321243523316	0	21.2435233160622	0	0	0	25.3886010362694	14.5077720207254	1.03626943005181	0	1.03626943005181	3.10880829015544	0	1.03626943005181	0	0	4.14507772020725	1.55440414507772	0	0.518134715025907	1.03626943005181	0.518134715025907	0	19.1709844559585	0	0	0.518134715025907	0	0	0	0	0.518134715025907
946	976	"Lac Gras"	52.25	-67.06667	819	"AWI"	819	211	622	421	2.25563909774436	0	24.0601503759398	0.75187969924812	0	0	20.3007518796992	10.5263157894737	0.75187969924812	0.75187969924812	0	3.7593984962406	0	0	0	0	6.01503759398496	1.50375939849624	0	2.25563909774436	0.75187969924812	0.75187969924812	0	22.5563909774436	0	0	0	1.50375939849624	1.50375939849624	0	0	0
946	976	"Lac Gras"	52.25	-67.06667	827	"AWI"	827	423	758	574	3.84615384615385	0	20	0	2.30769230769231	0	23.0769230769231	12.3076923076923	0	0	0	0.769230769230769	0	1.53846153846154	0	0	9.23076923076923	0.769230769230769	0	0	0.769230769230769	1.53846153846154	0	20	0	1.53846153846154	1.53846153846154	0.769230769230769	0	0	0	0
946	976	"Lac Gras"	52.25	-67.06667	839	"AWI"	839	653	1117	849	3.40136054421769	1.36054421768707	17.0068027210884	0.680272108843537	1.36054421768707	0	27.891156462585	11.5646258503401	0	0	0	2.72108843537415	0	0	0	0	4.08163265306122	1.36054421768707	0	1.36054421768707	0	0	0	25.8503401360544	0	0.680272108843537	0	0	0	0	0	0.680272108843537
946	976	"Lac Gras"	52.25	-67.06667	851	"AWI"	851	887	1447	1161	7.05882352941176	0	0	0	1.17647058823529	0	24.7058823529412	10.5882352941176	1.17647058823529	0	0	7.05882352941176	0	1.17647058823529	0	0	9.41176470588235	3.52941176470588	0	1.17647058823529	0	1.17647058823529	0	24.7058823529412	0	1.17647058823529	0	1.17647058823529	2.35294117647059	0	0	2.35294117647059
946	976	"Lac Gras"	52.25	-67.06667	863	"AWI"	863	1230	1701	1475	5.14285714285714	0	15.4285714285714	0	2.85714285714286	0	29.1428571428571	14.8571428571429	0.571428571428571	0	0	1.71428571428571	0	0.571428571428571	0	0	9.14285714285714	1.14285714285714	0	1.71428571428571	0.571428571428571	0	0	14.8571428571429	0.571428571428571	0.571428571428571	0	0.571428571428571	0.571428571428571	0	0	0
946	976	"Lac Gras"	52.25	-67.06667	873	"AWI"	873	1524	1965	1740	4.45859872611465	0	19.7452229299363	0	0	0	26.7515923566879	13.3757961783439	0.636942675159236	0	0	3.18471337579618	0	0.636942675159236	0	0	5.73248407643312	1.91082802547771	0	1.27388535031847	0.636942675159236	0.636942675159236	0	17.8343949044586	0	0.636942675159236	0	1.27388535031847	0	0	0	1.27388535031847
946	976	"Lac Gras"	52.25	-67.06667	878	"AWI"	878	1626	2158	1875	3.17460317460317	0	20.6349206349206	0	1.05820105820106	0	30.1587301587302	14.2857142857143	0.529100529100529	0	0	1.58730158730159	0	1.05820105820106	0	0	8.99470899470899	1.58730158730159	0	1.05820105820106	0	0	0	14.8148148148148	0	0.529100529100529	0	0.529100529100529	0	0	0	0
946	976	"Lac Gras"	52.25	-67.06667	888	"AWI"	888	1866	2435	2150	5.96026490066225	0	27.1523178807947	0	0	0	19.8675496688742	13.9072847682119	0	0	0	3.3112582781457	0	0.662251655629139	0	0	8.60927152317881	1.32450331125828	0	0	0	0	0	15.2317880794702	0	0.662251655629139	1.32450331125828	0.662251655629139	0.662251655629139	0	0	0.662251655629139
946	976	"Lac Gras"	52.25	-67.06667	898	"AWI"	898	2175	2650	2432	4.32692307692308	0	24.5192307692308	0	0.480769230769231	0	28.3653846153846	7.69230769230769	0	0.480769230769231	0.480769230769231	3.36538461538462	0	0.961538461538462	0.961538461538462	0	9.13461538461538	2.40384615384615	0	1.44230769230769	0.480769230769231	0	0	12.5	0	0.480769230769231	0	0	0.480769230769231	0	0.961538461538462	0.480769230769231
946	976	"Lac Gras"	52.25	-67.06667	908	"AWI"	908	2491	3083	2772	3.90625	0	17.96875	0	0	0	39.0625	10.15625	0	0	0	1.5625	0	1.5625	0	0	5.46875	0	0	3.125	0.78125	0	0	10.9375	0	1.5625	0	0.78125	2.34375	0	0.78125	0
