"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Caryophyllaceae"	"Castanea"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1356	1391	"Joes Pond"	48.24	-58.24	1	"AWI"	1	-104	65	-19	22	0	27	0	0	1	0	0	69	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	40	10	0	15	0	1	0	0	5	0	0	2	3	0
1356	1391	"Joes Pond"	48.24	-58.24	10	"AWI"	10	-45	428	97	39	0	18	0	0	0	0	0	96	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	29	8	0	3	0	0	0	0	3	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	20	"AWI"	20	-19	870	222	31	0	12	0	0	1	0	0	81	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	57	9	0	1	0	0	0	2	0	1	0	1	0	0
1356	1391	"Joes Pond"	48.24	-58.24	30	"AWI"	30	1	1331	349	64	0	23	1	1	1	0	0	64	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	34	7	0	0	0	2	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	40	"AWI"	40	71	1543	500	27	0	20	0	0	1	0	0	100	0	0	0	4	0	1	1	0	1	1	1	0	0	0	0	34	6	1	2	0	0	0	0	0	1	0	1	0	0
1356	1391	"Joes Pond"	48.24	-58.24	50	"AWI"	50	131	1693	664	40	0	15	0	0	0	0	0	95	0	0	0	0	0	0	1	0	0	2	0	2	2	0	0	37	7	0	0	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	60	"AWI"	60	175	1949	813	35	0	10	0	0	0	0	0	92	0	0	0	2	0	1	1	0	0	2	1	1	0	0	0	50	5	0	1	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	70	"AWI"	70	255	2219	954	30	0	13	0	0	1	0	0	111	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	32	7	0	0	0	0	0	0	0	0	1	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	80	"AWI"	80	360	2388	1107	34	0	15	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	2	0	1	0	1	0	0	0	0	0	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	90	"AWI"	90	428	2608	1257	34	0	12	0	0	0	0	0	99	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	42	2	0	0	0	1	0	0	0	0	1	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	100	"AWI"	100	493	2902	1401	39	0	12	0	0	0	0	0	103	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	33	7	0	1	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	110	"AWI"	110	610	3039	1546	34	0	9	0	0	0	0	0	117	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	120	"AWI"	120	697	3191	1707	21	0	6	0	0	0	0	0	132	0	0	0	2	0	0	0	2	0	2	2	0	0	0	0	28	6	0	0	1	1	0	0	0	0	0	1	0	0
1356	1391	"Joes Pond"	48.24	-58.24	130	"AWI"	130	754	3425	1845	45	0	6	0	0	0	0	0	120	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	21	3	0	1	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	140	"AWI"	140	907	3597	2000	36	0	13	0	0	0	0	0	106	0	0	0	5	0	0	1	0	0	3	0	0	0	0	0	30	7	0	0	0	0	0	0	0	0	0	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	170	"AWI"	170	1263	4117	2469	26	0	18	0	0	0	0	0	112	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	31	2	0	0	0	1	0	0	0	0	0	0	1	1
1356	1391	"Joes Pond"	48.24	-58.24	180	"AWI"	180	1411	4252	2623	42	0	37	0	0	0	0	0	72	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	34	9	0	0	0	2	0	0	0	1	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	190	"AWI"	190	1572	4430	2775	38	0	18	0	0	0	0	0	105	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	25	4	0	1	0	2	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	200	"AWI"	200	1669	4664	2936	31	0	23	0	0	0	0	0	115	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	21	4	0	2	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	210	"AWI"	210	1876	4828	3077	53	0	20	0	0	0	0	0	83	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	28	10	0	1	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	220	"AWI"	220	2043	5004	3232	37	0	21	0	0	0	0	0	97	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	29	8	0	0	0	0	0	0	0	0	0	0	1	1
1356	1391	"Joes Pond"	48.24	-58.24	230	"AWI"	230	2187	5222	3389	26	0	24	0	0	0	0	0	114	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	26	1	0	0	0	2	0	0	0	0	0	1	0	0
1356	1391	"Joes Pond"	48.24	-58.24	240	"AWI"	240	2381	5432	3533	61	0	21	0	0	0	0	0	68	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	39	8	0	0	0	0	0	0	0	0	0	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	250	"AWI"	250	2576	5604	3688	21	0	35	0	0	0	0	0	111	0	0	0	3	0	0	1	0	0	5	2	0	0	0	0	18	6	0	0	1	2	0	0	0	0	0	0	2	0
1356	1391	"Joes Pond"	48.24	-58.24	260	"AWI"	260	2702	5775	3835	35	0	37	0	0	0	0	1	86	0	0	0	2	0	0	1	2	0	2	0	0	1	0	0	26	9	0	0	0	0	0	0	0	0	0	0	0	1
1356	1391	"Joes Pond"	48.24	-58.24	270	"AWI"	270	2872	5918	3979	13	0	31	0	0	1	0	0	126	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	16	7	0	0	0	1	0	0	0	0	0	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	280	"AWI"	280	3118	6086	4175	36	0	23	0	0	0	0	0	114	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	23	9	0	0	0	3	0	0	0	0	0	0	1	0
1356	1391	"Joes Pond"	48.24	-58.24	290	"AWI"	290	3318	6263	4360	33	0	11	0	0	0	0	0	128	0	0	0	2	0	0	0	0	0	3	1	2	0	0	0	17	8	0	1	0	4	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	300	"AWI"	300	3445	6561	4562	36	0	5	0	0	0	0	0	100	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	42	14	0	0	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	310	"AWI"	310	3833	7097	5074	29	0	6	0	0	0	0	0	101	0	0	0	1	0	0	1	0	0	3	1	0	1	0	0	40	15	0	0	0	2	0	0	0	0	0	0	2	0
1356	1391	"Joes Pond"	48.24	-58.24	320	"AWI"	320	4027	7773	5575	44	0	4	1	0	0	0	0	92	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	38	45	0	0	0	1	0	0	0	0	0	1	2	0
1356	1391	"Joes Pond"	48.24	-58.24	330	"AWI"	330	4188	8734	6047	26	0	3	0	0	0	0	0	84	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	47	23	0	0	0	5	0	0	0	0	0	1	7	0
1356	1391	"Joes Pond"	48.24	-58.24	340	"AWI"	340	4676	9272	6599	23	0	4	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	39	33	0	0	0	9	0	0	0	0	0	0	2	2
1356	1391	"Joes Pond"	48.24	-58.24	350	"AWI"	350	5116	9611	7180	37	0	0	0	0	0	0	0	65	0	0	1	0	0	0	0	0	0	0	6	2	0	0	0	46	37	0	0	0	6	0	0	0	1	0	1	2	1
1356	1391	"Joes Pond"	48.24	-58.24	355	"AWI"	355	5275	9815	7482	22	0	3	0	0	0	0	0	106	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	32	27	0	0	0	1	0	0	0	1	0	0	4	0
1356	1391	"Joes Pond"	48.24	-58.24	370	"AWI"	370	5785	10629	8291	17	0	1	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	1	7	1	1	0	0	33	11	0	0	0	6	0	0	0	0	0	0	0	1
1356	1391	"Joes Pond"	48.24	-58.24	380	"AWI"	380	6550	10884	8800	18	0	11	0	0	1	0	0	122	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	26	17	0	0	0	2	0	0	0	1	0	1	0	0
1356	1391	"Joes Pond"	48.24	-58.24	390	"AWI"	390	7051	11217	9353	9	0	4	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	29	15	0	0	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	400	"AWI"	400	7399	11688	9867	21	0	3	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	7	0	0	0	7	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	410	"AWI"	410	8695	11909	10371	7	0	8	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	20	12	0	0	1	3	0	0	0	1	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	420	"AWI"	420	9771	12153	10885	19	0	6	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	16	0	0	0	4	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	425	"AWI"	425	10108	12308	11172	5	0	4	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	26	9	0	0	0	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	430	"AWI"	430	10337	12507	11476	2	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	8	0	1	2	1	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	435	"AWI"	435	10674	12752	11780	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	39	8	0	0	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	440	"AWI"	440	11357	12822	12127	1	0	2	0	1	0	0	0	55	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	126	1	0	1	4	7	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	445	"AWI"	445	12028	12889	12470	0	0	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	124	14	0	1	9	6	0	0	0	3	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	450	"AWI"	450	12638	13039	12808	0	0	7	0	0	2	0	0	130	0	0	1	5	0	1	0	0	0	9	0	0	3	0	0	9	5	0	4	12	4	0	0	0	16	0	0	0	1
1356	1391	"Joes Pond"	48.24	-58.24	455	"AWI"	455	12839	13543	13156	0	0	2	0	0	1	0	0	128	0	0	3	6	0	2	0	0	0	4	0	0	5	0	0	6	9	0	6	13	4	0	0	0	15	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	460	"AWI"	460	12918	14209	13503	0	0	1	0	0	1	0	0	149	0	0	0	5	0	4	0	0	0	0	0	0	1	2	0	5	15	0	3	0	1	0	0	0	13	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	465	"AWI"	465	12990	14912	13849	0	0	1	0	0	0	0	0	151	0	0	1	2	1	1	0	0	0	5	0	0	2	0	0	4	4	0	7	4	0	0	0	0	14	0	0	0	2
1356	1391	"Joes Pond"	48.24	-58.24	470	"AWI"	470	13166	15394	14167	0	0	3	0	1	0	0	0	151	0	0	0	6	0	7	0	0	0	2	0	0	2	0	0	7	6	0	1	0	5	0	0	0	9	0	0	0	1
1356	1391	"Joes Pond"	48.24	-58.24	475	"AWI"	475	13321	15952	14450	0	0	8	0	0	3	0	0	87	1	0	0	12	0	19	0	0	0	3	0	0	0	0	0	5	19	0	7	0	4	1	0	0	29	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	480	"AWI"	480	13427	16715	14717	0	0	9	0	1	11	0	0	43	0	0	0	37	0	14	0	0	0	2	0	0	0	0	0	10	23	0	10	0	3	2	0	1	25	0	0	1	1
1356	1391	"Joes Pond"	48.24	-58.24	485	"AWI"	485	13508	17599	14963	0	0	7	0	0	9	0	0	37	6	0	3	92	0	1	0	0	0	10	0	0	1	0	0	1	15	0	11	0	4	0	0	0	8	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	490	"AWI"	490	13569	18450	15202	0	0	10	0	0	35	0	0	6	1	0	0	85	1	0	0	0	0	28	0	0	0	0	0	10	21	0	14	0	0	0	0	5	8	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	495	"AWI"	495	13615	19313	15443	0	0	10	0	0	40	0	0	10	11	0	2	68	0	1	0	0	0	17	0	0	0	0	0	6	23	0	10	0	0	0	0	2	12	0	2	0	0
1356	1391	"Joes Pond"	48.24	-58.24	500	"AWI"	500	13668	20212	15690	1	0	4	0	0	17	0	0	12	9	0	0	109	2	0	0	0	0	4	0	0	0	0	0	9	18	0	6	0	2	0	0	2	3	0	0	0	0
