"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Lyonia"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Smilacaceae"	"Thalictrum"	"Tilia"	"Toxicodendron"	"Ulmus"	"Urticaceae"	"Viburnum"
525	539	"Cupola Pond"	36.799032	-91.090148	0	"AWI"	0	-141	25	-65	0	0	0.218102508178844	0	0	0.654307524536532	0	0	0	4.36205016357688	0	0	0	3.92584514721919	0	0.436205016357688	3.92584514721919	0	0	0	0	0	1.9629225736096	0	0	0	0.654307524536532	0	0	0	10.9051254089422	0	0	0	0	19.5201744820065	0	0	5.88876772082879	0	1.09051254089422	0	0	43.40239912759	0	0	0	1.9629225736096	0	0	0	0.218102508178844	0.218102508178844	0	0	0.654307524536532	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	20	"AWI"	20	418	822	663	0	0	0	0.290697674418605	0	0.290697674418605	0	0	0	2.32558139534884	0	0.290697674418605	0	8.43023255813953	0	0	0.290697674418605	0	0	0	0.290697674418605	0	1.16279069767442	0	0	0	0	0	0	0	13.3720930232558	0	0.581395348837209	0	0	13.0813953488372	0	0	4.36046511627907	0	0	0	0	54.0697674418605	0	0	0	0	0	0	0	0.290697674418605	0	0	0	0.872093023255814	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	30	"AWI"	30	663	1269	1025	0	0	0.461361014994233	0.461361014994233	0	0.922722029988466	0	0.230680507497116	0	4.61361014994233	0	0	0	5.5363321799308	0	0	1.3840830449827	0	0	0	0	2.07612456747405	1.15340253748558	0.69204152249135	0	0	0.922722029988466	0	0.461361014994233	0	11.5340253748558	0	0.230680507497116	0	0	15.1095732410611	0	0	5.99769319492503	0	0.230680507497116	0	0	47.520184544406	0	0	0	0	0	0	0	0.230680507497116	0	0	0	0.230680507497116	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	35	"AWI"	35	786	1492	1206	0	0	0	0.232018561484919	0	0.464037122969838	0	0.232018561484919	0	0	0	0	0	6.49651972157773	0	0	1.39211136890951	0	0	0	0	1.16009280742459	1.39211136890951	0	0	0	1.62412993039443	0.232018561484919	0	0	13.2250580046404	0	4.40835266821346	0	0	15.3132250580046	0	0	4.40835266821346	0	0	0	0	48.491879350348	0	0	0	0.232018561484919	0	0	0	0	0	0	0	0.696055684454756	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	40	"AWI"	40	929	1737	1407	0	0	0.257731958762887	0	0	0.515463917525773	0	0.515463917525773	0	3.8659793814433	0	0	0.257731958762887	10.3092783505155	0	0	0.257731958762887	0	0	0	0	0	0.77319587628866	0	0	0	1.03092783505155	0	0	0	9.27835051546392	0	0.257731958762887	0	0	14.4329896907216	0	0	5.67010309278351	0	0.257731958762887	0	0	51.8041237113402	0	0	0	0.257731958762887	0	0	0	0	0	0	0	0.257731958762887	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	45	"AWI"	45	1360	2549	1982	0	0	0.236127508854782	0.236127508854782	0	0.236127508854782	0	0.236127508854782	0	4.48642266824085	0	0	0	8.26446280991736	0	0	0	0	0	0	0.472255017709563	1.18063754427391	1.41676505312869	0	0	0	0.472255017709563	0	0	0	8.26446280991736	0	0.236127508854782	0	0	16.1747343565525	0	0	5.43093270365998	0	0	0	0	51.7119244391972	0	0	0.236127508854782	0.472255017709563	0	0	0	0	0	0	0	0.236127508854782	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	50	"AWI"	50	1541	3512	2565	0	0	0	0	0	0.226244343891403	0	0	0	3.61990950226244	0	0	0.226244343891403	14.2533936651584	0	0	2.48868778280543	0	0	0	0	0	0.452488687782805	0	0	0	0.678733031674208	0	0	0	0.226244343891403	0	0.452488687782805	0	0	5.88235294117647	0	0	15.6108597285068	0	0	0	0	51.8099547511312	0	0	0	1.80995475113122	0	0	0	0.226244343891403	0.452488687782805	0	0	1.58371040723982	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	55	"AWI"	55	1668	4502	3152	0	0	0.159362549800797	0.159362549800797	0	0.796812749003984	0	0	0	1.91235059760956	0	0	0	23.4262948207171	0	0	2.39043824701195	0	0	0	0	0	0.956175298804781	0	1.75298804780877	0	0.47808764940239	0	0	0	0.796812749003984	0	0.159362549800797	0.159362549800797	0	4.8605577689243	0	0	11.1553784860558	0	0.318725099601594	0	0	47.808764940239	0	0	0	1.43426294820717	0	0	0	0	0.159362549800797	0	0	0.796812749003984	0	0.318725099601594
525	539	"Cupola Pond"	36.799032	-91.090148	61	"AWI"	61	1797	5702	3855	0	0	0	0	0	0	0	0.38572806171649	0	3.8572806171649	0	0	0	17.1648987463838	0	0.192864030858245	3.08582449373192	0	0	0	0	0	1.15718418514947	0	0	0	0.38572806171649	0	0	0	0.77145612343298	0	0.192864030858245	0	0	7.42526518804243	0	0	12.5361620057859	0	0.192864030858245	0	0	49.1803278688525	0	0	0	0.578592092574735	0	0	0	0	1.15718418514947	0	0	1.7357762777242	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	65	"AWI"	65	1883	6502	4319	0	0	0	0	0	0.671140939597315	0	0.223713646532438	0	4.69798657718121	0	0	0	5.14541387024608	0	0	1.78970917225951	0	0	0	0	0	1.56599552572707	0	0	0	0.894854586129754	0	0	0	1.11856823266219	0	0	0	0	1.78970917225951	0	0	18.34451901566	0	0.223713646532438	0	0	61.744966442953	0	0	0	0.223713646532438	0	0	0	0	0.671140939597315	0	0	0.894854586129754	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	75	"AWI"	75	2106	8502	5489	0	0	0.210526315789474	0.421052631578947	0.210526315789474	0.210526315789474	0	0.210526315789474	0	3.57894736842105	0	0	0	1.89473684210526	0	0.421052631578947	5.26315789473684	0	0	0	0	0	0.842105263157895	0	0	0	0.421052631578947	0	0	0	0	0	0	0	0	0.842105263157895	0.210526315789474	0	16.2105263157895	0	0.421052631578947	0	0	65.8947368421053	0	0	0	0.631578947368421	0	0.210526315789474	0	0	0.631578947368421	0	0	1.26315789473684	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	86	"AWI"	86	3593	9498	6734	0	0	0.153374233128834	0.306748466257669	0	0.153374233128834	0	0.306748466257669	0	4.4478527607362	0	0	0.153374233128834	0.306748466257669	0	0	2.60736196319018	0	0	0	0	0	1.38036809815951	0	0	0	0.306748466257669	0	0	0	0.153374233128834	0	0	0	0	0	0	0	35.5828220858896	0	0.766871165644172	0	0	50.6134969325153	0	0	0	0.613496932515337	0	0	0	0	0.306748466257669	0	0	1.84049079754601	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	90	"AWI"	90	4446	9567	7159	0	0	0.179856115107914	0.359712230215827	0	1.07913669064748	0	0	0	5.03597122302158	0	0	0	0.899280575539568	0	0	2.51798561151079	0	0	0	0	0	1.43884892086331	0	0	0	0.539568345323741	0	0	0	0.179856115107914	0	0	0	0	0	0	0	29.8561151079137	0	0.179856115107914	0	0	55.7553956834532	0	0	0	1.07913669064748	0	0	0	0	0.179856115107914	0	0	0.719424460431655	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	95	"AWI"	95	5521	9651	7699	0	0	0	0.22883295194508	0.22883295194508	0	0	0.68649885583524	0	5.49199084668192	0	0	0	2.97482837528604	0	0	3.89016018306636	0	0	0	0	0	1.60183066361556	0	0	0	0.91533180778032	0	0	0	0.22883295194508	0	0	0	0	0.45766590389016	0	0	22.883295194508	0	0.22883295194508	0	0	58.8100686498856	0	0	0	0.22883295194508	0	0	0	0	0.22883295194508	0	0	0.91533180778032	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	99	"AWI"	99	6373	9720	8133	0	0	0	0	0	0.541516245487365	0	0.541516245487365	0	4.69314079422383	0	0	0.180505415162455	1.26353790613718	0	0	3.24909747292419	0	0	0	0	0	0.902527075812274	0	0	0	0.180505415162455	0	0	0	0.541516245487365	0	0	0	0	0	0	0	28.8808664259928	0	0	0	0	56.6787003610108	0	0	0	1.26353790613718	0	0	0	0	0.36101083032491	0.180505415162455	0	0.541516245487365	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	105	"AWI"	105	7624	9856	8779	0	0	0	0.523560209424084	0	0.261780104712042	0	0.523560209424084	0	4.9738219895288	0	0	0.523560209424084	0.785340314136126	0.523560209424084	0	3.1413612565445	0	0	0	0	1.57068062827225	1.30890052356021	0	0	0	0.261780104712042	0	0	0	0	0	0	0	0	0	0	0	15.1832460732984	0	0	0	0	67.5392670157068	0	0	0	1.04712041884817	0	0	0	0	0.261780104712042	0	0	1.57068062827225	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	110	"AWI"	110	8643	9992	9330	0	0	0.228310502283105	0.228310502283105	0	0	0	1.14155251141552	0	3.42465753424658	0	0	0.228310502283105	2.28310502283105	0.45662100456621	0	4.79452054794521	0	0	0	0	0	0.91324200913242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21917808219178	0	1.36986301369863	0	0	72.3744292237443	0	0	0	0.684931506849315	0	0	0	0.91324200913242	0.228310502283105	0	0	2.51141552511416	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	115	"AWI"	115	9500	10269	9871	0	0	0	0.293255131964809	0	0.293255131964809	0	1.75953079178886	0	5.86510263929619	0	0	0.293255131964809	2.05278592375367	0.293255131964809	0	4.69208211143695	0	0	0	0.586510263929619	0	0.879765395894428	1.46627565982405	0	0	0.293255131964809	0	0	0	0	0	0	0	0	0	0	0	4.69208211143695	0	0.586510263929619	0	0	73.6070381231672	0	0	0	0	0	0	0	0	0.879765395894428	0	0	1.46627565982405	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	135	"AWI"	135	10137	11586	10914	0	0	0.759493670886076	0	0	1.77215189873418	0	0.759493670886076	0.253164556962025	10.6329113924051	0	0	0.506329113924051	0	1.26582278481013	0	10.8860759493671	0	0	0	0	3.29113924050633	2.78481012658228	0	0	0.253164556962025	0	0	0	0	0.506329113924051	0	0	0	0.506329113924051	0	0	0.506329113924051	15.9493670886076	0	1.0126582278481	0	0	42.7848101265823	0	0	0	1.26582278481013	0	0	0	1.0126582278481	0.253164556962025	0.506329113924051	0	2.27848101265823	0.253164556962025	0
525	539	"Cupola Pond"	36.799032	-91.090148	155	"AWI"	155	10363	12699	11622	0	0	0.695249130938586	0	0.231749710312862	1.15874855156431	0	1.39049826187717	0	15.7589803012746	0	0	0	0	3.24449594438007	0	6.720741599073	0	0	0	0.463499420625724	0	3.24449594438007	0	0	0	0	0	0	0	0	0	0	0	2.20162224797219	0.463499420625724	0	0	7.87949015063731	0	0.926998841251448	0	0	50.0579374275782	0	0	0	0	0	0	0	1.15874855156431	0.695249130938586	0	0.231749710312862	3.47624565469293	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	175	"AWI"	175	11558	13073	12336	0.326797385620915	0	0.980392156862745	0	0	1.30718954248366	0	0.980392156862745	0	13.0718954248366	0	0	0	0	2.28758169934641	0	1.96078431372549	0	0	0	0	0	1.30718954248366	0	0	0	0.326797385620915	0	0	0	0	0	0	0	6.5359477124183	0	0	0	3.92156862745098	0	0.326797385620915	0	0	61.7647058823529	0	0	0	0.980392156862745	0	0	0	0	0.326797385620915	0.326797385620915	0	2.28758169934641	0.65359477124183	0.326797385620915
525	539	"Cupola Pond"	36.799032	-91.090148	195	"AWI"	195	12572	13532	13082	0	0	0.62992125984252	0	0	1.88976377952756	0	1.88976377952756	0	11.6535433070866	0	0	0	0.31496062992126	3.77952755905512	0	3.46456692913386	0	0	0	0	0	1.25984251968504	0	0	0	0	0	0	0	0	0	0	0	3.30708661417323	1.25984251968504	0	0	7.24409448818898	0	0	0	0.31496062992126	54.4881889763779	0	0	0	0.94488188976378	0	0	0	0	1.5748031496063	0.62992125984252	0	5.35433070866142	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	215	"AWI"	215	13002	14182	13591	0	0	0.642054574638844	0	0.642054574638844	0.963081861958266	0	2.56821829855538	0	9.95184590690209	0	0	0.963081861958266	0	3.85232744783307	0	2.8892455858748	0	0	0	0	0	1.28410914927769	0	0	0	0	0	0	0.642054574638844	0	0	0	0	3.37078651685393	0	0	0	8.6677367576244	0	0.321027287319422	0	0	58.7479935794543	0	0	0	0.321027287319422	0	0	0	0	0.642054574638844	0.321027287319422	0	3.21027287319422	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	235	"AWI"	235	13190	15102	14016	0.254777070063694	0	0.764331210191083	0	0.254777070063694	1.78343949044586	0	2.29299363057325	0.254777070063694	7.64331210191083	0	0	0	0	3.05732484076433	0	4.5859872611465	0	0	0	0	8.40764331210191	3.31210191082803	0	0	0	0	0	0	0.254777070063694	0	0	0	0	10.3184713375796	0.764331210191083	0	0	6.87898089171975	0	0	0	0	44.0764331210191	0	0	0	0.764331210191083	0	0	0	0.509554140127389	0.254777070063694	0.254777070063694	0	3.31210191082803	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	255	"AWI"	255	13689	15419	14470	0.275103163686382	0	2.75103163686382	0	0.550206327372765	2.20082530949106	0	1.10041265474553	0.275103163686382	0.275103163686382	0	0	0	0	1.65061898211829	0	3.57634112792297	0	0	0	0	20.0825309491059	0.550206327372765	0	0	0	0	0	0	0	0	0	0	0	10.3163686382393	0	0	0	9.07840440165062	0	0	0	0	45.6671251719395	0	0	0	0	0	0	0	0	0.275103163686382	0	0	1.37551581843191	0	0
525	539	"Cupola Pond"	36.799032	-91.090148	275	"AWI"	275	14000	15818	14980	1.0752688172043	0	2.8673835125448	0.2389486260454	0	1.9115890083632	0	3.1063321385902	0	0	0	0	0	0	2.6284348864994	0.2389486260454	6.21266427718041	0	0	0	0	21.9832735961768	3.8231780167264	0	0	0	0	0	0	0.2389486260454	0	0	0	0	6.81003584229391	2.2700119474313	0	0	7.88530465949821	0	0	0	0	32.9749103942652	0	0	0	2.389486260454	0	0	0	1.4336917562724	0.4778972520908	0	0	1.194743130227	0	0.2389486260454
525	539	"Cupola Pond"	36.799032	-91.090148	295	"AWI"	295	14229	16107	15237	1.39664804469274	0	1.67597765363128	0	0	1.39664804469274	0	0.279329608938547	0	1.11731843575419	0	0	0	0	2.51396648044693	0.279329608938547	13.4078212290503	0	0.279329608938547	0	0.279329608938547	0	3.35195530726257	0	0	0.279329608938547	0.558659217877095	0	0	0	0	0	0	0	29.8882681564246	3.35195530726257	0	0	13.4078212290503	0	0.558659217877095	0.279329608938547	0	21.2290502793296	0	0	0	0.837988826815642	0	0	0	1.39664804469274	0.837988826815642	0	0	1.39664804469274	0	0
