"cluster.id" "x" "y"
"26816" "clust.1" 6.570833 46.5375
"26890" "clust.1" 5.5375 45.0625
"26890.1" "clust.1" 5.5375 45.0625
"26890.2" "clust.1" 5.5375 45.0625
"26890.3" "clust.1" 5.5375 45.0625
"26816.1" "clust.1" 6.570833 46.5375
"26816.2" "clust.1" 6.570833 46.5375
"26890.4" "clust.1" 5.5375 45.0625
"26816.3" "clust.1" 6.570833 46.5375
"26816.4" "clust.1" 6.570833 46.5375
"26816.5" "clust.1" 6.570833 46.5375
"26816.6" "clust.1" 6.570833 46.5375
"26890.5" "clust.1" 5.5375 45.0625
"26890.6" "clust.1" 5.5375 45.0625
"26816.7" "clust.1" 6.570833 46.5375
"26816.8" "clust.1" 6.570833 46.5375
"26816.9" "clust.1" 6.570833 46.5375
"26816.10" "clust.1" 6.570833 46.5375
"26890.7" "clust.1" 5.5375 45.0625
"26816.11" "clust.1" 6.570833 46.5375
"26816.12" "clust.1" 6.570833 46.5375
"26816.13" "clust.1" 6.570833 46.5375
"26890.8" "clust.1" 5.5375 45.0625
"26816.14" "clust.1" 6.570833 46.5375
"26890.9" "clust.1" 5.5375 45.0625
"26890.10" "clust.1" 5.5375 45.0625
"26816.15" "clust.1" 6.570833 46.5375
"26890.11" "clust.1" 5.5375 45.0625
"26890.12" "clust.1" 5.5375 45.0625
"26890.13" "clust.1" 5.5375 45.0625
"26816.16" "clust.1" 6.570833 46.5375
"26890.14" "clust.1" 5.5375 45.0625
"26890.15" "clust.1" 5.5375 45.0625
"26816.17" "clust.1" 6.570833 46.5375
"26890.16" "clust.1" 5.5375 45.0625
"26816.18" "clust.1" 6.570833 46.5375
"26890.17" "clust.1" 5.5375 45.0625
"26816.19" "clust.1" 6.570833 46.5375
"26816.20" "clust.1" 6.570833 46.5375
"26890.18" "clust.1" 5.5375 45.0625
"26890.19" "clust.1" 5.5375 45.0625
"26816.21" "clust.1" 6.570833 46.5375
"26890.20" "clust.1" 5.5375 45.0625
"26890.21" "clust.1" 5.5375 45.0625
"26890.22" "clust.1" 5.5375 45.0625
"26816.22" "clust.1" 6.570833 46.5375
"26890.23" "clust.1" 5.5375 45.0625
"26890.24" "clust.1" 5.5375 45.0625
"26888" "clust.2" 5.7125 45.14583
"26859" "clust.2" 5.6875 45.22083
"26859.1" "clust.2" 5.6875 45.22083
"26887" "clust.2" 5.7125 45.15417
"26827" "clust.2" 7.5875 46.3125
"26788" "clust.2" 7.154167 47.09583
"26827.1" "clust.2" 7.5875 46.3125
"26853" "clust.2" 5.554167 45.42083
"26788.1" "clust.2" 7.154167 47.09583
"26859.2" "clust.2" 5.6875 45.22083
"26887.1" "clust.2" 5.7125 45.15417
"26859.3" "clust.2" 5.6875 45.22083
"26859.4" "clust.2" 5.6875 45.22083
"26788.2" "clust.2" 7.154167 47.09583
"26788.3" "clust.2" 7.154167 47.09583
"26887.2" "clust.2" 5.7125 45.15417
"26859.5" "clust.2" 5.6875 45.22083
"26827.2" "clust.2" 7.5875 46.3125
"26827.3" "clust.2" 7.5875 46.3125
"26827.4" "clust.2" 7.5875 46.3125
"26827.5" "clust.2" 7.5875 46.3125
