"cluster.id" "x" "y"
"9024" "clust.1" 5.5375 45.02917
"9024.1" "clust.1" 5.5375 45.02917
"9049" "clust.1" 6.1625 44.17083
"9023" "clust.1" 5.820833 45.04583
"9055" "clust.1" 7.320833 44.02083
"8959" "clust.1" 6.6875 46.84583
"9024.2" "clust.1" 5.5375 45.02917
"8959.1" "clust.1" 6.6875 46.84583
"8959.2" "clust.1" 6.6875 46.84583
"8959.3" "clust.1" 6.6875 46.84583
"9023.1" "clust.1" 5.820833 45.04583
"9024.3" "clust.1" 5.5375 45.02917
"9023.2" "clust.1" 5.820833 45.04583
"9049.1" "clust.1" 6.1625 44.17083
"9055.1" "clust.1" 7.320833 44.02083
"9024.4" "clust.1" 5.5375 45.02917
"8959.4" "clust.1" 6.6875 46.84583
"9055.2" "clust.1" 7.320833 44.02083
"9024.5" "clust.1" 5.5375 45.02917
"9024.6" "clust.1" 5.5375 45.02917
"9023.3" "clust.1" 5.820833 45.04583
"9055.3" "clust.1" 7.320833 44.02083
"9023.4" "clust.1" 5.820833 45.04583
"9023.5" "clust.1" 5.820833 45.04583
"9055.4" "clust.1" 7.320833 44.02083
"9055.5" "clust.1" 7.320833 44.02083
"8959.5" "clust.1" 6.6875 46.84583
"9049.2" "clust.1" 6.1625 44.17083
"9049.3" "clust.1" 6.1625 44.17083
"9055.6" "clust.1" 7.320833 44.02083
"9024.7" "clust.1" 5.5375 45.02917
"9024.8" "clust.1" 5.5375 45.02917
"9049.4" "clust.1" 6.1625 44.17083
"9049.5" "clust.1" 6.1625 44.17083
"8959.6" "clust.1" 6.6875 46.84583
"9055.7" "clust.1" 7.320833 44.02083
"9024.9" "clust.1" 5.5375 45.02917
"9049.6" "clust.1" 6.1625 44.17083
"9049.7" "clust.1" 6.1625 44.17083
"9049.8" "clust.1" 6.1625 44.17083
"8959.7" "clust.1" 6.6875 46.84583
"8959.8" "clust.1" 6.6875 46.84583
"9023.6" "clust.1" 5.820833 45.04583
"9055.8" "clust.1" 7.320833 44.02083
"9024.10" "clust.1" 5.5375 45.02917
"9023.7" "clust.1" 5.820833 45.04583
"8959.9" "clust.1" 6.6875 46.84583
"8959.10" "clust.1" 6.6875 46.84583
"8959.11" "clust.1" 6.6875 46.84583
"9024.11" "clust.1" 5.5375 45.02917
"8959.12" "clust.1" 6.6875 46.84583
"9024.12" "clust.1" 5.5375 45.02917
"9023.8" "clust.1" 5.820833 45.04583
"9024.13" "clust.1" 5.5375 45.02917
"9024.14" "clust.1" 5.5375 45.02917
"9055.9" "clust.1" 7.320833 44.02083
"9024.15" "clust.1" 5.5375 45.02917
"9024.16" "clust.1" 5.5375 45.02917
"9024.17" "clust.1" 5.5375 45.02917
"9024.18" "clust.1" 5.5375 45.02917
"9055.10" "clust.1" 7.320833 44.02083
"9024.19" "clust.1" 5.5375 45.02917
"8959.13" "clust.1" 6.6875 46.84583
"9049.9" "clust.1" 6.1625 44.17083
"9055.11" "clust.1" 7.320833 44.02083
"9023.9" "clust.1" 5.820833 45.04583
"9049.10" "clust.1" 6.1625 44.17083
"9023.10" "clust.1" 5.820833 45.04583
"9023.11" "clust.1" 5.820833 45.04583
"9055.12" "clust.1" 7.320833 44.02083
"9055.13" "clust.1" 7.320833 44.02083
"9024.20" "clust.1" 5.5375 45.02917
"9024.21" "clust.1" 5.5375 45.02917
"8959.14" "clust.1" 6.6875 46.84583
"8959.15" "clust.1" 6.6875 46.84583
"9049.11" "clust.1" 6.1625 44.17083
"9024.22" "clust.1" 5.5375 45.02917
"9049.12" "clust.1" 6.1625 44.17083
"9023.12" "clust.1" 5.820833 45.04583
"9055.14" "clust.1" 7.320833 44.02083
"9024.23" "clust.1" 5.5375 45.02917
"9055.15" "clust.1" 7.320833 44.02083
"8959.16" "clust.1" 6.6875 46.84583
"9023.13" "clust.1" 5.820833 45.04583
"9023.14" "clust.1" 5.820833 45.04583
"9049.13" "clust.1" 6.1625 44.17083
"8959.17" "clust.1" 6.6875 46.84583
"8959.18" "clust.1" 6.6875 46.84583
"9055.16" "clust.1" 7.320833 44.02083
"9049.14" "clust.1" 6.1625 44.17083
"8959.19" "clust.1" 6.6875 46.84583
"8959.20" "clust.1" 6.6875 46.84583
"9055.17" "clust.1" 7.320833 44.02083
"9049.15" "clust.1" 6.1625 44.17083
"8959.21" "clust.1" 6.6875 46.84583
"9049.16" "clust.1" 6.1625 44.17083
"9049.17" "clust.1" 6.1625 44.17083
"9049.18" "clust.1" 6.1625 44.17083
"9024.24" "clust.1" 5.5375 45.02917
"9024.25" "clust.1" 5.5375 45.02917
"8959.22" "clust.1" 6.6875 46.84583
"9024.26" "clust.1" 5.5375 45.02917
"9024.27" "clust.1" 5.5375 45.02917
"9049.19" "clust.1" 6.1625 44.17083
"9023.15" "clust.1" 5.820833 45.04583
"9049.20" "clust.1" 6.1625 44.17083
"9024.28" "clust.1" 5.5375 45.02917
"8959.23" "clust.1" 6.6875 46.84583
"9023.16" "clust.1" 5.820833 45.04583
"8959.24" "clust.1" 6.6875 46.84583
"9023.17" "clust.1" 5.820833 45.04583
"9023.18" "clust.1" 5.820833 45.04583
"9055.18" "clust.1" 7.320833 44.02083
"8959.25" "clust.1" 6.6875 46.84583
"9055.19" "clust.1" 7.320833 44.02083
"9055.20" "clust.1" 7.320833 44.02083
"9049.21" "clust.1" 6.1625 44.17083
"8959.26" "clust.1" 6.6875 46.84583
"9014" "clust.2" 6.129167 45.87917
"9005" "clust.2" 7.4875 46.25417
"9005.1" "clust.2" 7.4875 46.25417
"9014.1" "clust.2" 6.129167 45.87917
"9005.2" "clust.2" 7.4875 46.25417
"8997" "clust.2" 7.604167 46.30417
"8997.1" "clust.2" 7.604167 46.30417
"9014.2" "clust.2" 6.129167 45.87917
"9014.3" "clust.2" 6.129167 45.87917
"9005.3" "clust.2" 7.4875 46.25417
"9005.4" "clust.2" 7.4875 46.25417
"9005.5" "clust.2" 7.4875 46.25417
"8997.2" "clust.2" 7.604167 46.30417
"8997.3" "clust.2" 7.604167 46.30417
"9014.4" "clust.2" 6.129167 45.87917
"9005.6" "clust.2" 7.4875 46.25417
"9014.5" "clust.2" 6.129167 45.87917
"9014.6" "clust.2" 6.129167 45.87917
"8997.4" "clust.2" 7.604167 46.30417
"9014.7" "clust.2" 6.129167 45.87917
"8997.5" "clust.2" 7.604167 46.30417
"8997.6" "clust.2" 7.604167 46.30417
"8997.7" "clust.2" 7.604167 46.30417
"9005.7" "clust.2" 7.4875 46.25417
"9014.8" "clust.2" 6.129167 45.87917
"9014.9" "clust.2" 6.129167 45.87917
"8997.8" "clust.2" 7.604167 46.30417
"9014.10" "clust.2" 6.129167 45.87917
"8997.9" "clust.2" 7.604167 46.30417
"8997.10" "clust.2" 7.604167 46.30417
"9005.8" "clust.2" 7.4875 46.25417
"9005.9" "clust.2" 7.4875 46.25417
"9014.11" "clust.2" 6.129167 45.87917
"9010" "clust.3" 7.079167 46.12917
"8998" "clust.3" 7.620833 46.30417
"8952" "clust.3" 7.020833 47.00417
