"cluster.id" "x" "y"
"5505" "clust.1" 7.320833 44.02083
"5485" "clust.1" 6.679167 44.40417
"5451" "clust.1" 6.629167 45.4375
"5505.1" "clust.1" 7.320833 44.02083
"5505.2" "clust.1" 7.320833 44.02083
"5485.1" "clust.1" 6.679167 44.40417
"5505.3" "clust.1" 7.320833 44.02083
"5485.2" "clust.1" 6.679167 44.40417
"5505.4" "clust.1" 7.320833 44.02083
"5485.3" "clust.1" 6.679167 44.40417
"5485.4" "clust.1" 6.679167 44.40417
"5505.5" "clust.1" 7.320833 44.02083
"5485.5" "clust.1" 6.679167 44.40417
"5451.1" "clust.1" 6.629167 45.4375
"5505.6" "clust.1" 7.320833 44.02083
"5505.7" "clust.1" 7.320833 44.02083
"5485.6" "clust.1" 6.679167 44.40417
"5451.2" "clust.1" 6.629167 45.4375
"5451.3" "clust.1" 6.629167 45.4375
"5505.8" "clust.1" 7.320833 44.02083
"5451.4" "clust.1" 6.629167 45.4375
"5505.9" "clust.1" 7.320833 44.02083
"5485.7" "clust.1" 6.679167 44.40417
"5485.8" "clust.1" 6.679167 44.40417
"5451.5" "clust.1" 6.629167 45.4375
"5451.6" "clust.1" 6.629167 45.4375
"5505.10" "clust.1" 7.320833 44.02083
"5451.7" "clust.1" 6.629167 45.4375
"5505.11" "clust.1" 7.320833 44.02083
"5505.12" "clust.1" 7.320833 44.02083
"5485.9" "clust.1" 6.679167 44.40417
"5451.8" "clust.1" 6.629167 45.4375
"5451.9" "clust.1" 6.629167 45.4375
"5505.13" "clust.1" 7.320833 44.02083
"5485.10" "clust.1" 6.679167 44.40417
"5505.14" "clust.1" 7.320833 44.02083
"5505.15" "clust.1" 7.320833 44.02083
"5505.16" "clust.1" 7.320833 44.02083
"5451.10" "clust.1" 6.629167 45.4375
"5485.11" "clust.1" 6.679167 44.40417
"5485.12" "clust.1" 6.679167 44.40417
"5505.17" "clust.1" 7.320833 44.02083
"5505.18" "clust.1" 7.320833 44.02083
"5451.11" "clust.1" 6.629167 45.4375
"5451.12" "clust.1" 6.629167 45.4375
"5505.19" "clust.1" 7.320833 44.02083
"5451.13" "clust.1" 6.629167 45.4375
"5451.14" "clust.1" 6.629167 45.4375
"5485.13" "clust.1" 6.679167 44.40417
"5505.20" "clust.1" 7.320833 44.02083
"5451.15" "clust.1" 6.629167 45.4375
"5451.16" "clust.1" 6.629167 45.4375
"5451.17" "clust.1" 6.629167 45.4375
