"cluster.id" "x" "y"
"16001" "clust.4" 6.5875 46.6125
"16001.1" "clust.4" 6.5875 46.6125
"16001.2" "clust.4" 6.5875 46.6125
"16001.3" "clust.4" 6.5875 46.6125
"16001.4" "clust.4" 6.5875 46.6125
"16001.5" "clust.4" 6.5875 46.6125
"16001.6" "clust.4" 6.5875 46.6125
"16001.7" "clust.4" 6.5875 46.6125
"16001.8" "clust.4" 6.5875 46.6125
"16001.9" "clust.4" 6.5875 46.6125
"16001.10" "clust.4" 6.5875 46.6125
"16001.11" "clust.4" 6.5875 46.6125
"16001.12" "clust.4" 6.5875 46.6125
"16001.13" "clust.4" 6.5875 46.6125
"16001.14" "clust.4" 6.5875 46.6125
"16001.15" "clust.4" 6.5875 46.6125
"16001.16" "clust.4" 6.5875 46.6125
"16001.17" "clust.4" 6.5875 46.6125
"16001.18" "clust.4" 6.5875 46.6125
"16001.19" "clust.4" 6.5875 46.6125
"16001.20" "clust.4" 6.5875 46.6125
"16001.21" "clust.4" 6.5875 46.6125
"16001.22" "clust.4" 6.5875 46.6125
"16001.23" "clust.4" 6.5875 46.6125
"16001.24" "clust.4" 6.5875 46.6125
"16001.25" "clust.4" 6.5875 46.6125
"16004" "clust.5" 6.1125 45.3625
"16004.1" "clust.5" 6.1125 45.3625
"16004.2" "clust.5" 6.1125 45.3625
"16004.3" "clust.5" 6.1125 45.3625
"16004.4" "clust.5" 6.1125 45.3625
"15809" "clust.6" 16.229167 48.15417
"15811" "clust.6" 16.204167 48.12083
"15809.1" "clust.6" 16.229167 48.15417
"15809.2" "clust.6" 16.229167 48.15417
"15811.1" "clust.6" 16.204167 48.12083
"15811.2" "clust.6" 16.204167 48.12083
"15811.3" "clust.6" 16.204167 48.12083
"15811.4" "clust.6" 16.204167 48.12083
"15811.5" "clust.6" 16.204167 48.12083
"15811.6" "clust.6" 16.204167 48.12083
"15811.7" "clust.6" 16.204167 48.12083
"15811.8" "clust.6" 16.204167 48.12083
"15809.3" "clust.6" 16.229167 48.15417
"15809.4" "clust.6" 16.229167 48.15417
"15809.5" "clust.6" 16.229167 48.15417
"15809.6" "clust.6" 16.229167 48.15417
"15809.7" "clust.6" 16.229167 48.15417
"15811.9" "clust.6" 16.204167 48.12083
"15811.10" "clust.6" 16.204167 48.12083
"15811.11" "clust.6" 16.204167 48.12083
"15811.12" "clust.6" 16.204167 48.12083
"15811.13" "clust.6" 16.204167 48.12083
"15811.14" "clust.6" 16.204167 48.12083
"15811.15" "clust.6" 16.204167 48.12083
"15977" "clust.9" 12.620833 46.92083
"15833" "clust.9" 12.045833 47.5125
"15962" "clust.9" 10.6375 47.04583
"15944" "clust.9" 10.579167 47.1375
"15942" "clust.9" 10.545833 47.1375
"15989" "clust.9" 12.904167 46.7875
"15986" "clust.9" 12.7375 46.79583
"15999" "clust.9" 12.620833 46.7125
"15888" "clust.9" 11.6875 47.3625
"15980" "clust.9" 9.529167 46.8375
"15967" "clust.9" 9.970833 47.02083
"15833.1" "clust.9" 12.045833 47.5125
"15980.1" "clust.9" 9.529167 46.8375
"15949" "clust.9" 10.4875 47.12083
"15980.2" "clust.9" 9.529167 46.8375
"15942.1" "clust.9" 10.545833 47.1375
"15934" "clust.9" 10.679167 47.20417
"15940" "clust.9" 11.8375 47.17083
"15913" "clust.9" 10.870833 47.25417
"15962.1" "clust.9" 10.6375 47.04583
"15999.1" "clust.9" 12.620833 46.7125
"15989.1" "clust.9" 12.904167 46.7875
"15967.1" "clust.9" 9.970833 47.02083
"15999.2" "clust.9" 12.620833 46.7125
"15833.2" "clust.9" 12.045833 47.5125
"15942.2" "clust.9" 10.545833 47.1375
"15989.2" "clust.9" 12.904167 46.7875
"15940.1" "clust.9" 11.8375 47.17083
"15989.3" "clust.9" 12.904167 46.7875
"15999.3" "clust.9" 12.620833 46.7125
"15913.1" "clust.9" 10.870833 47.25417
"15821" "clust.9" 12.020833 47.60417
"15941" "clust.9" 11.829167 47.14583
"15913.2" "clust.9" 10.870833 47.25417
"15896" "clust.9" 11.470833 47.29583
"15821.1" "clust.9" 12.020833 47.60417
"15986.1" "clust.9" 12.7375 46.79583
"15942.3" "clust.9" 10.545833 47.1375
"15991" "clust.9" 12.9125 46.77083
"15942.4" "clust.9" 10.545833 47.1375
"15940.2" "clust.9" 11.8375 47.17083
"15942.5" "clust.9" 10.545833 47.1375
"15985" "clust.9" 12.8125 46.80417
"15833.3" "clust.9" 12.045833 47.5125
"15896.1" "clust.9" 11.470833 47.29583
"15957" "clust.9" 10.654167 47.07917
"15942.6" "clust.9" 10.545833 47.1375
"15833.4" "clust.9" 12.045833 47.5125
"15942.7" "clust.9" 10.545833 47.1375
"15892" "clust.9" 11.529167 47.32083
"15888.1" "clust.9" 11.6875 47.3625
"15962.2" "clust.9" 10.6375 47.04583
"15991.1" "clust.9" 12.9125 46.77083
"15892.1" "clust.9" 11.529167 47.32083
"15997" "clust.9" 12.4625 46.74583
"15979" "clust.9" 12.7125 46.84583
"15978" "clust.9" 12.6375 46.8875
"15962.3" "clust.9" 10.6375 47.04583
"15942.8" "clust.9" 10.545833 47.1375
"15833.5" "clust.9" 12.045833 47.5125
"15943" "clust.9" 10.570833 47.1375
"15896.2" "clust.9" 11.470833 47.29583
"15977.1" "clust.9" 12.620833 46.92083
"15982" "clust.9" 12.845833 46.8375
"15979.1" "clust.9" 12.7125 46.84583
"15944.1" "clust.9" 10.579167 47.1375
"15985.1" "clust.9" 12.8125 46.80417
"15984" "clust.9" 12.804167 46.80417
"15947" "clust.9" 10.920833 47.12917
"15991.2" "clust.9" 12.9125 46.77083
"15978.1" "clust.9" 12.6375 46.8875
"15940.3" "clust.9" 11.8375 47.17083
"15985.2" "clust.9" 12.8125 46.80417
"15947.1" "clust.9" 10.920833 47.12917
"15957.1" "clust.9" 10.654167 47.07917
"15982.1" "clust.9" 12.845833 46.8375
"15997.1" "clust.9" 12.4625 46.74583
"15991.3" "clust.9" 12.9125 46.77083
"15978.2" "clust.9" 12.6375 46.8875
"15991.4" "clust.9" 12.9125 46.77083
