"cluster.id" "x" "y"
"30523" "clust.1" 6.570833 46.1375
"30523.1" "clust.1" 6.570833 46.1375
"30523.2" "clust.1" 6.570833 46.1375
"30523.3" "clust.1" 6.570833 46.1375
"30523.4" "clust.1" 6.570833 46.1375
"30523.5" "clust.1" 6.570833 46.1375
"30523.6" "clust.1" 6.570833 46.1375
"30523.7" "clust.1" 6.570833 46.1375
"30523.8" "clust.1" 6.570833 46.1375
"30523.9" "clust.1" 6.570833 46.1375
"30523.10" "clust.1" 6.570833 46.1375
"30523.11" "clust.1" 6.570833 46.1375
"30523.12" "clust.1" 6.570833 46.1375
"30523.13" "clust.1" 6.570833 46.1375
"30523.14" "clust.1" 6.570833 46.1375
"30523.15" "clust.1" 6.570833 46.1375
"30523.16" "clust.1" 6.570833 46.1375
"30523.17" "clust.1" 6.570833 46.1375
"30523.18" "clust.1" 6.570833 46.1375
"30523.19" "clust.1" 6.570833 46.1375
"30523.20" "clust.1" 6.570833 46.1375
"30523.21" "clust.1" 6.570833 46.1375
"30523.22" "clust.1" 6.570833 46.1375
"30523.23" "clust.1" 6.570833 46.1375
"30546" "clust.2" 5.720833 45.1375
"30546.1" "clust.2" 5.720833 45.1375
"30546.2" "clust.2" 5.720833 45.1375
"30546.3" "clust.2" 5.720833 45.1375
"30546.4" "clust.2" 5.720833 45.1375
"30546.5" "clust.2" 5.720833 45.1375
"30546.6" "clust.2" 5.720833 45.1375
"30546.7" "clust.2" 5.720833 45.1375
"30546.8" "clust.2" 5.720833 45.1375
"30546.9" "clust.2" 5.720833 45.1375
"30546.10" "clust.2" 5.720833 45.1375
"30546.11" "clust.2" 5.720833 45.1375
"30541" "clust.5" 6.104167 45.29583
"30547" "clust.5" 5.895833 45.1375
"30543" "clust.5" 6.0375 45.2875
"30547.1" "clust.5" 5.895833 45.1375
"30543.1" "clust.5" 6.0375 45.2875
"30528" "clust.5" 6.795833 45.8875
"30543.2" "clust.5" 6.0375 45.2875
"30547.2" "clust.5" 5.895833 45.1375
"30515" "clust.5" 7.845833 46.25417
"30515.1" "clust.5" 7.845833 46.25417
"30554" "clust.5" 7.1125 44.52917
"30547.3" "clust.5" 5.895833 45.1375
"30541.1" "clust.5" 6.104167 45.29583
"30541.2" "clust.5" 6.104167 45.29583
"30547.4" "clust.5" 5.895833 45.1375
"30528.1" "clust.5" 6.795833 45.8875
"30528.2" "clust.5" 6.795833 45.8875
"30547.5" "clust.5" 5.895833 45.1375
"30547.6" "clust.5" 5.895833 45.1375
"30541.3" "clust.5" 6.104167 45.29583
"30547.7" "clust.5" 5.895833 45.1375
"30515.2" "clust.5" 7.845833 46.25417
"30515.3" "clust.5" 7.845833 46.25417
"30547.8" "clust.5" 5.895833 45.1375
"30547.9" "clust.5" 5.895833 45.1375
