"cluster.id" "x" "y"
"33235" "clust.9" 10.3625 47.27917
"33234" "clust.9" 10.3625 47.2875
"33235.1" "clust.9" 10.3625 47.27917
"33234.1" "clust.9" 10.3625 47.2875
"33234.2" "clust.9" 10.3625 47.2875
"33235.2" "clust.9" 10.3625 47.27917
"33268" "clust.9" 10.545833 47.12083
"33234.3" "clust.9" 10.3625 47.2875
"33410" "clust.9" 12.679167 46.82917
"33410.1" "clust.9" 12.679167 46.82917
"33410.2" "clust.9" 12.679167 46.82917
"33235.3" "clust.9" 10.3625 47.27917
"33411" "clust.10" 12.770833 46.82917
"33411.1" "clust.10" 12.770833 46.82917
"33411.2" "clust.10" 12.770833 46.82917
"33411.3" "clust.10" 12.770833 46.82917
"33411.4" "clust.10" 12.770833 46.82917
"33327" "clust.26" 11.520833 47.0125
"33240" "clust.26" 11.2625 47.2125
"33230" "clust.26" 11.395833 47.3125
"33214" "clust.26" 11.829167 47.4625
"33214.1" "clust.26" 11.829167 47.4625
"33230.1" "clust.26" 11.395833 47.3125
"33308" "clust.26" 11.420833 47.04583
"33351" "clust.26" 12.445833 46.97083
"33254" "clust.26" 10.6625 47.14583
"33216" "clust.26" 11.804167 47.44583
"33254.1" "clust.26" 10.6625 47.14583
"33240.1" "clust.26" 11.2625 47.2125
"33227" "clust.26" 11.420833 47.32083
"33216.1" "clust.26" 11.804167 47.44583
"33254.2" "clust.26" 10.6625 47.14583
"33327.1" "clust.26" 11.520833 47.0125
"33214.2" "clust.26" 11.829167 47.4625
"33240.2" "clust.26" 11.2625 47.2125
"33214.3" "clust.26" 11.829167 47.4625
"33220" "clust.27" 12.1875 47.3625
"33253" "clust.27" 9.6625 47.14583
"33252" "clust.27" 12.495833 47.15417
"33253.1" "clust.27" 9.6625 47.14583
"33237" "clust.27" 11.529167 47.24583
"33215" "clust.27" 11.770833 47.45417
"33226" "clust.27" 13.820833 47.32917
"33432" "clust.27" 14.770833 46.52083
"33265" "clust.27" 11.904167 47.12917
"33237.1" "clust.27" 11.529167 47.24583
"33228" "clust.27" 11.7625 47.32083
"33400" "clust.27" 13.720833 46.87083
"33221" "clust.27" 12.3125 47.34583
"33296" "clust.27" 14.570833 47.07083
"33239" "clust.27" 11.5125 47.22083
"33265.1" "clust.27" 11.904167 47.12917
"33225" "clust.27" 11.954167 47.32917
"33221.1" "clust.27" 12.3125 47.34583
"33420" "clust.27" 13.904167 46.77083
"33215.1" "clust.27" 11.770833 47.45417
"33400.1" "clust.27" 13.720833 46.87083
"33246" "clust.27" 11.495833 47.19583
"33432.1" "clust.27" 14.770833 46.52083
"33224" "clust.27" 14.7375 47.3375
"33265.2" "clust.27" 11.904167 47.12917
"33243" "clust.27" 11.529167 47.20417
"33432.2" "clust.27" 14.770833 46.52083
"33224.1" "clust.27" 14.7375 47.3375
"33248" "clust.27" 13.370833 47.17917
"33287" "clust.27" 14.879167 47.0875
"33248.1" "clust.27" 13.370833 47.17917
"33224.2" "clust.27" 14.7375 47.3375
"33244" "clust.27" 11.9125 47.20417
"33226.1" "clust.27" 13.820833 47.32917
"33224.3" "clust.27" 14.7375 47.3375
"33225.1" "clust.27" 11.954167 47.32917
"33226.2" "clust.27" 13.820833 47.32917
"33220.1" "clust.27" 12.1875 47.3625
"33226.3" "clust.27" 13.820833 47.32917
"33220.2" "clust.27" 12.1875 47.3625
"33222" "clust.27" 11.979167 47.3375
"33215.2" "clust.27" 11.770833 47.45417
"33269" "clust.28" 13.020833 47.12083
"33362" "clust.28" 11.0375 46.94583
