"cluster.id" "x" "y"
"18577" "clust.1" 5.795833 44.9875
"18482" "clust.1" 5.720833 45.25417
"18572" "clust.1" 6.070833 45.02917
"18596" "clust.1" 5.770833 44.74583
"18570" "clust.1" 6.0625 45.0375
"18565" "clust.1" 5.829167 45.0625
"18482.1" "clust.1" 5.720833 45.25417
"18459" "clust.1" 6.629167 45.4375
"18570.1" "clust.1" 6.0625 45.0375
"18570.2" "clust.1" 6.0625 45.0375
"18575" "clust.1" 5.7875 45.0125
"18436" "clust.1" 6.170833 46.0125
"18459.1" "clust.1" 6.629167 45.4375
"18596.1" "clust.1" 5.770833 44.74583
"18415" "clust.1" 6.570833 46.52083
"18419" "clust.1" 6.1875 46.3625
"18459.2" "clust.1" 6.629167 45.4375
"18570.3" "clust.1" 6.0625 45.0375
"18575.1" "clust.1" 5.7875 45.0125
"18447" "clust.1" 6.354167 45.8375
"18570.4" "clust.1" 6.0625 45.0375
"18572.1" "clust.1" 6.070833 45.02917
"18565.1" "clust.1" 5.829167 45.0625
"18576" "clust.1" 5.795833 45.00417
"18576.1" "clust.1" 5.795833 45.00417
"18449" "clust.1" 6.279167 45.74583
"18459.3" "clust.1" 6.629167 45.4375
"18572.2" "clust.1" 6.070833 45.02917
"18419.1" "clust.1" 6.1875 46.3625
"18577.1" "clust.1" 5.795833 44.9875
"18436.1" "clust.1" 6.170833 46.0125
"18576.2" "clust.1" 5.795833 45.00417
"18447.1" "clust.1" 6.354167 45.8375
"18459.4" "clust.1" 6.629167 45.4375
"18459.5" "clust.1" 6.629167 45.4375
"18447.2" "clust.1" 6.354167 45.8375
"18447.3" "clust.1" 6.354167 45.8375
"18565.2" "clust.1" 5.829167 45.0625
"18419.2" "clust.1" 6.1875 46.3625
"18576.3" "clust.1" 5.795833 45.00417
"18436.2" "clust.1" 6.170833 46.0125
"18459.6" "clust.1" 6.629167 45.4375
"18575.2" "clust.1" 5.7875 45.0125
"18449.1" "clust.1" 6.279167 45.74583
"18570.5" "clust.1" 6.0625 45.0375
"18436.3" "clust.1" 6.170833 46.0125
"18570.6" "clust.1" 6.0625 45.0375
"18415.1" "clust.1" 6.570833 46.52083
"18570.7" "clust.1" 6.0625 45.0375
"18449.2" "clust.1" 6.279167 45.74583
"18436.4" "clust.1" 6.170833 46.0125
"18577.2" "clust.1" 5.795833 44.9875
"18596.2" "clust.1" 5.770833 44.74583
"18577.3" "clust.1" 5.795833 44.9875
"18459.7" "clust.1" 6.629167 45.4375
"18576.4" "clust.1" 5.795833 45.00417
"18576.5" "clust.1" 5.795833 45.00417
"18482.2" "clust.1" 5.720833 45.25417
"18575.3" "clust.1" 5.7875 45.0125
"18596.3" "clust.1" 5.770833 44.74583
"18570.8" "clust.1" 6.0625 45.0375
"18570.9" "clust.1" 6.0625 45.0375
"18415.2" "clust.1" 6.570833 46.52083
"18575.4" "clust.1" 5.7875 45.0125
"18419.3" "clust.1" 6.1875 46.3625
"18459.8" "clust.1" 6.629167 45.4375
"18572.3" "clust.1" 6.070833 45.02917
"18565.3" "clust.1" 5.829167 45.0625
"18482.3" "clust.1" 5.720833 45.25417
"18419.4" "clust.1" 6.1875 46.3625
"18459.9" "clust.1" 6.629167 45.4375
"18459.10" "clust.1" 6.629167 45.4375
"18436.5" "clust.1" 6.170833 46.0125
"18565.4" "clust.1" 5.829167 45.0625
"18419.5" "clust.1" 6.1875 46.3625
"18596.4" "clust.1" 5.770833 44.74583
"18565.5" "clust.1" 5.829167 45.0625
"18447.4" "clust.1" 6.354167 45.8375
"18415.3" "clust.1" 6.570833 46.52083
"18577.4" "clust.1" 5.795833 44.9875
"18447.5" "clust.1" 6.354167 45.8375
"18482.4" "clust.1" 5.720833 45.25417
"18415.4" "clust.1" 6.570833 46.52083
"18482.5" "clust.1" 5.720833 45.25417
"18572.4" "clust.1" 6.070833 45.02917
"18459.11" "clust.1" 6.629167 45.4375
"18577.5" "clust.1" 5.795833 44.9875
"18577.6" "clust.1" 5.795833 44.9875
"18577.7" "clust.1" 5.795833 44.9875
"18459.12" "clust.1" 6.629167 45.4375
"18449.3" "clust.1" 6.279167 45.74583
"18596.5" "clust.1" 5.770833 44.74583
"18572.5" "clust.1" 6.070833 45.02917
"18596.6" "clust.1" 5.770833 44.74583
"18419.6" "clust.1" 6.1875 46.3625
"18447.6" "clust.1" 6.354167 45.8375
"18459.13" "clust.1" 6.629167 45.4375
"18570.10" "clust.1" 6.0625 45.0375
"18570.11" "clust.1" 6.0625 45.0375
"18419.7" "clust.1" 6.1875 46.3625
"18570.12" "clust.1" 6.0625 45.0375
"18570.13" "clust.1" 6.0625 45.0375
"18596.7" "clust.1" 5.770833 44.74583
"18577.8" "clust.1" 5.795833 44.9875
"18419.8" "clust.1" 6.1875 46.3625
"18415.5" "clust.1" 6.570833 46.52083
"18436.6" "clust.1" 6.170833 46.0125
"18447.7" "clust.1" 6.354167 45.8375
"18596.8" "clust.1" 5.770833 44.74583
