"cluster.id" "x" "y"
"11625" "clust.7" 8.3125 46.6125
"11625.1" "clust.7" 8.3125 46.6125
"11624" "clust.7" 8.5875 46.65417
"11625.2" "clust.7" 8.3125 46.6125
"11625.3" "clust.7" 8.3125 46.6125
"11624.1" "clust.7" 8.5875 46.65417
"11625.4" "clust.7" 8.3125 46.6125
"11605" "clust.7" 8.9375 46.74583
"11605.1" "clust.7" 8.9375 46.74583
"11624.2" "clust.7" 8.5875 46.65417
"11624.3" "clust.7" 8.5875 46.65417
"11625.5" "clust.7" 8.3125 46.6125
"11625.6" "clust.7" 8.3125 46.6125
"11624.4" "clust.7" 8.5875 46.65417
"11625.7" "clust.7" 8.3125 46.6125
"11625.8" "clust.7" 8.3125 46.6125
"11625.9" "clust.7" 8.3125 46.6125
"11625.10" "clust.7" 8.3125 46.6125
"11625.11" "clust.7" 8.3125 46.6125
"11625.12" "clust.7" 8.3125 46.6125
"11605.2" "clust.7" 8.9375 46.74583
"11605.3" "clust.7" 8.9375 46.74583
"11625.13" "clust.7" 8.3125 46.6125
"11382" "clust.9" 11.329167 47.1625
"11448" "clust.9" 10.370833 47.04583
"11431" "clust.9" 11.454167 47.0875
"11463" "clust.9" 9.970833 47.02083
"11254" "clust.9" 14.654167 47.57917
"11305" "clust.9" 10.8125 47.32083
"11305.1" "clust.9" 10.8125 47.32083
"11603" "clust.9" 12.920833 46.77917
"11615" "clust.9" 12.929167 46.7125
"11555" "clust.9" 12.620833 46.92083
"11615.1" "clust.9" 12.929167 46.7125
"11588" "clust.9" 12.7125 46.84583
"11431.1" "clust.9" 11.454167 47.0875
"11484" "clust.9" 10.620833 47.00417
"11484.1" "clust.9" 10.620833 47.00417
"11288" "clust.9" 11.704167 47.37083
"11615.2" "clust.9" 12.929167 46.7125
"11542" "clust.9" 12.5875 46.9375
"11321" "clust.9" 10.3625 47.2875
"11555.1" "clust.9" 12.620833 46.92083
"11448.1" "clust.9" 10.370833 47.04583
"11484.2" "clust.9" 10.620833 47.00417
"11600" "clust.9" 12.795833 46.79583
"11405" "clust.9" 10.9625 47.12917
"11533" "clust.9" 11.920833 46.95417
"11305.2" "clust.9" 10.8125 47.32083
"11597" "clust.9" 12.6625 46.80417
"11305.3" "clust.9" 10.8125 47.32083
"11648" "clust.9" 10.770833 46.1375
"11555.2" "clust.9" 12.620833 46.92083
"11321.1" "clust.9" 10.3625 47.2875
"11621" "clust.9" 12.679167 46.6875
"11519" "clust.9" 12.554167 46.97083
"11382.1" "clust.9" 11.329167 47.1625
"11532" "clust.9" 10.4875 46.95417
"11531" "clust.9" 10.479167 46.95417
"11597.1" "clust.9" 12.6625 46.80417
"11595" "clust.9" 12.7125 46.82083
"11533.1" "clust.9" 11.920833 46.95417
"11431.2" "clust.9" 11.454167 47.0875
"11573" "clust.9" 10.4875 46.87917
"11531.1" "clust.9" 10.479167 46.95417
"11597.2" "clust.9" 12.6625 46.80417
"11395" "clust.9" 10.529167 47.1375
"11603.1" "clust.9" 12.920833 46.77917
"11533.2" "clust.9" 11.920833 46.95417
"11431.3" "clust.9" 11.454167 47.0875
"11532.1" "clust.9" 10.4875 46.95417
"11484.3" "clust.9" 10.620833 47.00417
"11595.1" "clust.9" 12.7125 46.82083
"11519.1" "clust.9" 12.554167 46.97083
"11615.3" "clust.9" 12.929167 46.7125
"11595.2" "clust.9" 12.7125 46.82083
"11448.2" "clust.9" 10.370833 47.04583
"11329" "clust.9" 10.3625 47.27917
"11395.1" "clust.9" 10.529167 47.1375
"11615.4" "clust.9" 12.929167 46.7125
"11599" "clust.9" 12.7875 46.79583
"11597.3" "clust.9" 12.6625 46.80417
"11618" "clust.9" 12.629167 46.70417
"11555.3" "clust.9" 12.620833 46.92083
"11395.2" "clust.9" 10.529167 47.1375
"11382.2" "clust.9" 11.329167 47.1625
"11597.4" "clust.9" 12.6625 46.80417
"11380" "clust.9" 11.8125 47.17083
"11531.2" "clust.9" 10.479167 46.95417
